category,rate,name,address,url,price_range
"Art Galleries,Venues & Event Spaces",3.5 star rating,ros gallery,,,$$
Barre Classes,4.5 star rating,the bar method,,,
"Women's Clothing,Men's Clothing,Sports Wear",2.5 star rating,benetton ,,,$$$
,,gold usa,,,
"Latin American,Tapas Bars,Peruvian",4.0 star rating,mi cazuela,,,$$
"Women's Clothing,Men's Clothing,Accessories",4.0 star rating,ryans custom jewelry,,,$$
Churches,4.5 star rating,majesty christian books,,,
"Tobacco Shops,Vape Shops",5.0 star rating,vg alterations,,,$$
"Shopping Centers,Specialty Food",4.5 star rating,state fair food court,,,$$
Bakeries,4.5 star rating,north end bakery,,,$$
Hair Salons,4.0 star rating,great expectations hair salon,,,$$$
"Women's Clothing,Children's Clothing",3.0 star rating,frilly frocks,,,$$
Wine Bars,4.5 star rating,yrb-nyc,,,$$
"Department Stores,Appliances,Electronics",2.0 star rating,sears home,,,$$
"Men's Clothing,Women's Clothing,Accessories",4.5 star rating,mj fashion,,,$$$$
"Seafood,Steakhouses",4.0 star rating,pirate petes,,,$$
"Creperies,Cafes,French",4.0 star rating,french crepe ,,,$$
Food,4.0 star rating,wic program,,,
"Optometrists,Eyewear & Opticians",4.0 star rating,usa eyecare,,,$$
"Karaoke,Bars",4.0 star rating,mel-o-dee lounge,,,$
"Women's Clothing,Accessories",3.0 star rating,lf stores,,,$$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",4.5 star rating,long lines wireless,,,$$
"Local Flavor,Mass Media",2.5 star rating,pacific retail partners,,,
"Nail Salons,Eyelash Service,Skin Care",5.0 star rating,aj nails,,,$$
Hotels,3.0 star rating,asta jewelry,,,$$
Skin Care,5.0 star rating,sol y luna tanning,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,sky communication,,,$$$
Italian,4.0 star rating,mama milanos italian restaurant,,,$$$
"Educational Services,College Counseling,Financial Advising",5.0 star rating,college planning,,,
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,love from chicago,,,$$
Women's Clothing,3.5 star rating,ragamuffin,,,$$$
"Chinese,Seafood",3.5 star rating,chixn stix lake county fare food court ,,,$$
"Dive Bars,American (Traditional),Dance Clubs",4.0 star rating,reel club,,,$
Hotels,3.5 star rating,westin oaks,,,$$$
"Cinema,Arcades,Amusement Parks",4.0 star rating,arcade amusements plus,,,
"Beer, Wine & Spirits,Tobacco Shops",4.0 star rating,bevmo!,,,$$
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,hat shack,,,$$
"Skin Care,Day Spas,Cosmetics & Beauty Supply",5.0 star rating,skin sense day spa,,,$$
Department Stores,3.5 star rating,nordstrom rack,,,$$
Shopping Centers,3.5 star rating,wyland galleries,,,$$
"Gyms,Trainers",3.5 star rating,anytime fitness,,,
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,pocket change exchange,,,$$
"Specialty Food,Caterers,Grocery",4.5 star rating,anthonys sports,,,$$$
"Karaoke,American (Traditional),Breakfast & Brunch",3.0 star rating,silver ,,,$$
"Optometrists,Ophthalmologists,Laser Eye Surgery/Lasik",4.0 star rating,scott white re institute,,,
Bars,4.0 star rating,ruum,,,$$$
"Sushi Bars,Japanese",4.5 star rating,samurai japan,,,$$$$
Chinese,3.0 star rating,china express,,,$
"Massage,Massage Therapy",5.0 star rating,awaken massage therapy,,,$$
Sports Wear,,sports fanatics,,,
Barbers,,sportsmans haircut,,,
Auto Repair,4.5 star rating,high marques auto salon,,,
Pizza,4.5 star rating,hot box pizza,,,$$
Florists,4.5 star rating,art with flowers,,,$$
"Home Decor,Furniture Stores",4.0 star rating,lauries etc ,,,$$$
Men's Clothing,4.5 star rating,brooks brothers ctry club,,,$$$
Hair Salons,5.0 star rating,one 180,,,$$
Hair Salons,4.0 star rating,image plus ,,,$$
Music & DVDs,3.0 star rating,fye-for your entertainment,,,$$
Accessories,5.0 star rating,hat collection,,,$$
,,salon belleza,,,
"Videos & Video Game Rental,Electronics",3.0 star rating,gamestop eb games ,,,$$
Divorce & Family Law,5.0 star rating,kj; monogram,,,
Mexican,4.0 star rating,frida mexican cuisine,,,$$
"Desserts,Ice Cream & Frozen Yogurt",4.5 star rating,omg yogurt,,,$
"Hobby Shops,Toy Stores",4.0 star rating,thinker toys,,,$$
Hair Salons,2.5 star rating,master cuts,,,$
"Grocery,Health Markets",3.5 star rating,canyon crest ice cream,,,$$$
Chocolatiers & Shops,4.5 star rating,dandelion,,,$$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,hat zone now elite embroidery ,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,bare escentuals*,,,$$
"Counseling & Mental Health,Naturopathic/Holistic,Reiki",4.5 star rating,heavenly essence,,,
Architects,5.0 star rating,orindas originals,,,
Cosmetics & Beauty Supply,2.5 star rating,eyeline optical,,,$$
"Costumes,Accessories",4.0 star rating,lunatic fringe,,,$$$
Shoe Stores,3.5 star rating,foot locker ,,,$$
Makeup Artists,5.0 star rating,glamourglow,,,$$
Arts & Crafts,,dragons lair,,,
Nurseries & Gardening,4.5 star rating,shades of paradise,,,$$$
"Sports Clubs,Summer Camps",2.0 star rating,leclub,,,
"Food Delivery Services,CSA",5.0 star rating,mother flight farm,,,$$
"Employment Agencies,Career Counseling",3.0 star rating,manpower inc ,,,
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,nice cream,,,$
"Men's Clothing,Women's Clothing,Accessories",3.0 star rating,j brooks jewelers,,,$$$
Chinese,4.0 star rating,made in,,,$$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,quicksilver youth,,,$$
Hardware Stores,,sears hardware,,,
"Preschools,Child Care & Day Care",5.0 star rating,growing kids academy,,,
"Music & DVDs,Bookstores",4.5 star rating,cornelia park,,,$
"Indian,Pakistani",4.0 star rating,sultans jewels,,,$
"Skin Care,Cosmetics & Beauty Supply,Hair Removal",5.0 star rating,sun beauty supply,,,$$
"Television Service Providers,Internet Service Providers",1.5 star rating,phoenix consumer opinion,,,
"Vietnamese,Asian Fusion,Bars",3.5 star rating,pei wei asian grill,,,$$$
"Steakhouses,Barbeque,Sandwiches",3.5 star rating,lawrys carvery,,,$$
Jewelry,3.5 star rating,claire’s boutique,,,$
Employment Agencies,3.5 star rating,ascentives,,,
"American (Traditional),Sports Bars,Chicken Wings",2.5 star rating,hooter,,,$$
Hotels,4.5 star rating,the jolly express of chicago,,,$$$
"Tobacco Shops,Vape Shops",3.5 star rating,holy smokes,,,
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,mojo yogurt,,,$
Marketing,5.0 star rating,urban creations,,,
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,reds swagger,,,$$
Thai,4.0 star rating,chao praya chinese eatery,,,$$
"American (Traditional),Steakhouses",4.0 star rating,leddys ranch at sundance,,,$$$
Breakfast & Brunch,3.0 star rating,ihop-international house of pancakes,,,$$
"Baby Gear & Furniture,Doulas,CPR Classes",5.0 star rating,beach express,,,$$
Skin Care,2.5 star rating,proactiv kiosk ,,,$$
"Arts & Crafts,Art Schools,Cultural Center",4.5 star rating,paint a dream,,,$$
Indian,4.0 star rating,masala grill,,,$
"Jazz & Blues,Bars,Art Galleries",4.5 star rating,rhino gallery,,,$$
"Tattoo,Piercing",5.0 star rating,e*shine jewelry,,,$$
Nail Salons,1.0 star rating,joli nail spa,,,
"Bridal,Florists,Wedding Planning",4.5 star rating,the prom store,,,$$
Carpet Cleaning,5.0 star rating,vacant 5,,,
"Pediatric Dentists,General Dentistry,Orthodontists",4.5 star rating,my kid’s dentist,,,
Hotels,4.5 star rating,vacant 6,,,$$$
"Real Estate Agents,Property Management",4.5 star rating,vacant 7,,,
Carpet Cleaning,5.0 star rating,vacant 4,,,
Home Cleaning,4.5 star rating,vacant 3,,,
Vietnamese,3.5 star rating,pho asian bistro,,,$
Home Cleaning,4.5 star rating,vacant 2,,,
Nail Salons,4.0 star rating,sassys nail spa,,,$$
American (New),4.0 star rating,one red door,,,$$
"Japanese,Sushi Bars,Gluten-Free",4.0 star rating,moku hawaiian bbq,,,$$$
"Cajun/Creole,Seafood,Asian Fusion",3.5 star rating,cajun cafe,,,$$
"Bookstores,Art Galleries",3.5 star rating,book world,,,$$
"Colleges & Universities,Art Schools,Art Galleries",2.5 star rating,woodbridge museum,,,$$$$
Jewelry,3.0 star rating,curtis jewelry,,,$$$
Cinema,4.5 star rating,chinese theatres,,,
Day Spas,2.5 star rating,zen zone,,,
"Museums,Aquariums",4.0 star rating,maryland youth ballet,,,
,,ever young,,,
Fashion,4.0 star rating,equalizer shirts,,,$$
"Home Decor,Furniture Stores",4.0 star rating,room and board,,,$$$
"Pet Stores,Pet Groomers",3.5 star rating,pawlished paws,,,
"Libraries,Tutoring Centers,Adult Education",4.0 star rating,fresno adult school,,,
"Coffee & Tea,Donuts",4.0 star rating,gqz,,,$
Leather Goods,4.5 star rating,uk handbags,,,$$$
Farmers Market,4.5 star rating,farmers market,,,$$
Public Transportation,2.5 star rating,seventh avenue direct,,,
Coffee & Tea,4.0 star rating,cafe au lait,,,$$
"Banks & Credit Unions,Mortgage Brokers,Auto Loan Providers",4.5 star rating,metropolitan national bank,,,
"Lounges,Mexican,Breakfast & Brunch",4.5 star rating,from mexico con amor,,,$$
"Local Flavor,Landmarks & Historical Buildings",4.0 star rating,kutt 52,,,
"Women's Clothing,Jewelry",5.0 star rating,royal collection clothing,,,$$
"Desserts,Chinese",3.5 star rating,silver island,,,$
"Jewelry,Cards & Stationery,Home Decor",4.5 star rating,solar x eyewear,,,$$
Breakfast & Brunch,4.0 star rating,kiss the cook,,,$$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,b c surfsport,,,$$
"Arts & Crafts,Jewelry",4.5 star rating,goldsmith ltd ,,,
"Mexican,Spanish,Bars",4.0 star rating,amarillo texs steakhouse,,,$$
"Sandwiches,Cheesesteaks,Chicken Wings",4.0 star rating,philly grill,,,$
Guns & Ammo,4.5 star rating,colts pro shop,,,$$
"Real Estate Agents,Real Estate Services",5.0 star rating,a 1 home care,,,
"Art Galleries,Toy Stores,Hobby Shops",4.0 star rating,hobby house toys,,,$$
Arts & Crafts,5.0 star rating,on a whim,,,$$
Jewelry,,gold mart,,,
"Auto Repair,Car Dealers",4.0 star rating,audi,,,
Home Decor,4.5 star rating,decor,,,$
Videos & Video Game Rental,3.5 star rating,game stop ,,,$$
"Bridal,Sewing & Alterations",4.5 star rating,i do bridal shoppe,,,$$
French,4.5 star rating,le petite paris,,,$$$
"Cards & Stationery,Art Supplies",4.5 star rating,maido,,,$$
"Jewelry,Antiques",5.0 star rating,georg jensen,,,$$
"Pubs,Sports Bars",3.5 star rating,the sports cave,,,$
Italian,4.0 star rating,scotto pizza,,,$$
"Mediterranean,Afghan",4.0 star rating,mediterranean delight,,,$
Pet Groomers,4.5 star rating,best friends,,,
"Hair Removal,Skin Care,Makeup Artists",4.5 star rating,2 cute - lady first,,,$$
"Women's Clothing,Swimwear",4.0 star rating,aqua beachwear,,,$$$
"Boat Charters,Boating,Fishing",5.0 star rating,the wharf outfitters,,,
Cosmetics & Beauty Supply,5.0 star rating,lancome,,,
"Body Shops,Auto Repair",5.0 star rating,pro-image,,,
"Grocery,Drugstores,Discount Store",2.0 star rating,walmart,,,$
Japanese,4.0 star rating,3 little cinnamen,,,$$
Italian,3.0 star rating,macaroni grill,,,$$
"Boating,Boat Charters,Party & Event Planning",4.0 star rating,fun unlimited,,,
"Accountants,Tax Services",4.5 star rating,household finance corp ,,,
Barbers,4.5 star rating,miguels,,,$$$
"Used, Vintage & Consignment,Children's Clothing",4.0 star rating,the childrens place,,,$
Toy Stores,3.5 star rating,american girl,,,$$$
"Nutritionists,Weight Loss Centers",4.5 star rating,medical weight loss,,,
Interior Design,5.0 star rating,artistic designs,,,
Day Spas,4.0 star rating,kabuki,,,$$
"Beer, Wine & Spirits",4.0 star rating,pennsylvania wine cellars,,,$$
Furniture Stores,2.5 star rating,lay-z-boy,,,$$$
"Department Stores,Accessories",3.0 star rating,burlington coat factory select ,,,$
"Museums,Cinema",4.0 star rating,eggleston photography,,,
Adult,4.5 star rating,gold chest,,,$$
"Gyms,Trainers",4.0 star rating,rush fitness,,,
"Sports Wear,Men's Clothing,Women's Clothing",3.5 star rating,american eagle outfitters,,,$$
"Music & DVDs,Bookstores",4.5 star rating,dollar book fair,,,$
"Bakeries,Coffee & Tea",4.5 star rating,sugar fixe patisserie,,,$$
"Jewelry,Watches",4.5 star rating,the jewelry center,,,$$
"Music Venues,Festivals",3.5 star rating,acl - t-mobile,,,$$$
"Skin Care,Hair Salons,Nail Salons",4.5 star rating,hair pop,,,$
Food,3.5 star rating,auntie annes,,,$
Dog Walkers,5.0 star rating,pet hale,,,
Cosmetic Surgeons,4.5 star rating,final inches,,,
"Pizza,Buffets",2.5 star rating,david dong asian buffet,,,$$
"French,Burgers",4.0 star rating,brasserie pascal,,,$$
"Beer, Wine & Spirits",4.5 star rating,liquor barn,,,$$
Mexican,3.5 star rating,bajio mexican grill,,,$$
"Desserts,Mexican",3.5 star rating,chili up,,,$
Public Services & Government,,army recruiting,,,
Pet Groomers,5.0 star rating,a touch of gold,,,
"Real Estate Agents,Real Estate Services",5.0 star rating,excell title,,,
"Internet Service Providers,Television Service Providers",1.5 star rating,time warner cable express,,,
Jewelry,5.0 star rating,towne west jewelers,,,$$
Movers,5.0 star rating,rocky mountain bank,,,
"Post Offices,Shipping Centers,Notaries",4.5 star rating,parcels n packages,,,
"Makeup Artists,Skin Care,Permanent Makeup",,natural beauty spa,,,
"Cajun/Creole,Southern,American (New)",3.5 star rating,lansing mall 6,,,$$
Cosmetics & Beauty Supply,4.0 star rating,the cosmetics company store,,,$$
"Jazz & Blues,Bars,Art Galleries",4.5 star rating,bella pierre,,,$$
"Women's Clothing,Men's Clothing",3.0 star rating,heritage 1981,,,$
Adult,4.5 star rating,spice boutique,,,$$
Cinema,3.0 star rating,amc jersey gardens 20,,,
,,extreme wireless,,,
"Candy Stores,Bakeries",4.0 star rating,cookie expressions,,,$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,1 buck 50 or less,,,$
"Hair Removal,Nail Salons",4.5 star rating,the best nails,,,$$
Bridal,4.5 star rating,elegant illusions,,,$$$
"Burmese,Chinese",4.0 star rating,flaming wok,,,$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,great american cookie jcp ,,,$$
Bubble Tea,3.5 star rating,twinkle,,,$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,jcpenney hair salon,,,$$
"American (Traditional),Steakhouses",4.0 star rating,elegante creations,,,$$$
"Southern,American (New)",4.0 star rating,countryn more,,,$$
"Accountants,Tax Services",5.0 star rating,jackson hewit tax service,,,
"Local Flavor,Mass Media",2.5 star rating,so-oh fashion,,,
"Lounges,Mexican,Breakfast & Brunch",4.5 star rating,blanco tacos + tequila,,,$$
"Men's Clothing,Women's Clothing,Home Decor",3.5 star rating,rally house texas,,,$$$$
"Jewelry,Watches,Jewelry Repair",5.0 star rating,princess jewelers,,,$$
Seafood,4.0 star rating,greystone grill,,,$$$
Eyewear & Opticians,,bp,,,
"Pizza,Italian",4.0 star rating,rocky rococo pizza,,,$
"Burgers,American (New)",4.0 star rating,klassic brow,,,$
"Nail Salons,Hair Removal",4.0 star rating,style nails ii,,,$$
"Desserts,Ice Cream & Frozen Yogurt,Bakeries",4.0 star rating,cookie company ,,,$
Stadiums & Arenas,4.5 star rating,prime time tickets,,,
"Cosmetics & Beauty Supply,Hair Extensions",4.5 star rating,celebrity style,,,$$
Hair Salons,4.0 star rating,beauty xpress,,,$$
"American (New),Bars",3.5 star rating,the shout house,,,$$$
"Performing Arts,Music Venues",4.5 star rating,california philharmonic ticket office,,,$$$
Flooring,5.0 star rating,cabinet express,,,
"Gay Bars,Dance Clubs",3.5 star rating,ambush,,,$
,,police substation,,,
Videos & Video Game Rental,4.0 star rating,console game exchange,,,$
Sandwiches,4.5 star rating,primary residential mortg,,,$$
Driving Schools,5.0 star rating,easy method driving school,,,
Sporting Goods,3.5 star rating,star sports,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,levi’s store,,,$$
Interior Design,5.0 star rating,acquisitions for the home,,,
,,suntrust,,,
Mongolian,3.5 star rating,great kahn mongolian,,,$
Interior Design,5.0 star rating,rudolphme,,,
"Skin Care,Massage",3.0 star rating,massage envy,,,$$
Hair Salons,4.0 star rating,cosmetic cove,,,$$
Arcades,4.0 star rating,arcade,,,
"Accessories,Women's Clothing,Men's Clothing",3.5 star rating,lims mens wear,,,$$$
Italian,3.5 star rating,mista pizza,,,$$
"Hair Removal,Nail Salons,Skin Care",4.5 star rating,image nails + facial,,,$$
Home Decor,5.0 star rating,hat zone,,,$$
"Seafood,American (New)",3.5 star rating,ocean prime,,,$$
"Hair Salons,Skin Care",4.5 star rating,sweetsassy,,,$$
"Comic Books,Newspapers & Magazines",4.0 star rating,the scarlet letter,,,$$
Movers,5.0 star rating,the jim at cedar creek,,,
"Delis,Gelato,Sandwiches",4.5 star rating,just convenient,,,$
"Hair Salons,Waxing,Skin Care",5.0 star rating,miracle brows,,,$$$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,activated communications,,,$$
Cinema,4.5 star rating,am star theater,,,
"Massage,Massage Therapy",5.0 star rating,easy relax,,,$$
Bakeries,3.5 star rating,busy bee,,,$$
"Elementary Schools,Preschools",3.5 star rating,rainbow of central in,,,
"Bakeries,Pizza",4.5 star rating,my favorite muffin,,,$
"Hair Salons,Barbers,Eyelash Service",4.5 star rating,hair plus,,,$$
"Hair Salons,Skin Care,Hair Removal",4.5 star rating,the arches threading,,,$$
"Coffee & Tea,Sandwiches",3.0 star rating,ramona ,,,$
Women's Clothing,3.5 star rating,shoes by lara,,,$$$
"Furniture Stores,Used, Vintage & Consignment,Home Decor",5.0 star rating,gallery plus,,,$$
Home Decor,4.5 star rating,yankee candle ,,,$$
"Costumes,Accessories",4.0 star rating,tobacco village,,,$$$
"Coffee & Tea,Sandwiches",4.0 star rating,nathans coffee ii,,,$
Mexican,3.0 star rating,la herencia express,,,$$
Bars,3.5 star rating,blondies,,,$$
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,scents 4 you,,,$$
"Creperies,Breakfast & Brunch",3.5 star rating,house of crepes,,,$$
Jewelry,5.0 star rating,silver and gold connection,,,$$
"Food Stands,Mexican",3.5 star rating,churro co,,,$
Cafes,2.0 star rating,noko,,,
Bakeries,4.0 star rating,kangaroo express,,,$$
Nail Salons,4.5 star rating,model nails,,,
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,skin appeal,,,$$$
Pet Training,5.0 star rating,i talk,,,
Hair Salons,4.5 star rating,manchester beauty salon,,,$$$
"Hot Dogs,Street Vendors",4.5 star rating,kriegers,,,$
"Bakeries,Coffee & Tea,Desserts",4.0 star rating,goodys,,,$
"Beer, Wine & Spirits,Wine Bars",4.5 star rating,swirl,,,$$
"Newspapers & Magazines,Sandwiches",4.0 star rating,gateway goods,,,$
"Lounges,American (New),Venues & Event Spaces",4.0 star rating,criterion cinemas,,,$$$
Day Spas,4.0 star rating,shabby sheek,,,$$$$
Ice Cream & Frozen Yogurt,2.0 star rating,beriyo by tcby,,,$$$
"Women's Clothing,Accessories",5.0 star rating,t-shirts eastland,,,$$$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,elegance perfumes kiosk ii,,,$$$
"Jewelry,Men's Clothing,Women's Clothing",4.5 star rating,mens accessories,,,$$
Florists,5.0 star rating,just ducky,,,$$
"Grocery,Sandwiches,Delis",4.0 star rating,market deli,,,$
Steakhouses,4.0 star rating,arizonas steakhouse,,,$$$
"Donuts,Sandwiches,Coffee & Tea",4.5 star rating,ohenrys,,,$
"Seafood,Vegetarian,Vegan",4.0 star rating,daddy n me,,,$$
"Performing Arts,Art Schools",4.5 star rating,express childrens theatre,,,
"Japanese,Sushi Bars",4.0 star rating,souzai sushisake,,,$$
"Dim Sum,Seafood,Cantonese",3.5 star rating,imperial palace express,,,$$
"Tanning,Skin Care",4.0 star rating,tropical shades,,,$$
"Chinese,Seafood",3.5 star rating,mr wok,,,$$
Mobile Phones,4.0 star rating,i cell,,,$$
Burgers,4.0 star rating,joes burgers and chicken,,,$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.5 star rating,funk e breeze,,,$$
"Arts & Crafts,Hobby Shops",4.0 star rating,victorian scales,,,$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,tag gifts,,,$
"Southern,Cajun/Creole",4.0 star rating,dimond burger express,,,$$
Dry Cleaning & Laundry,4.5 star rating,town center cleaners,,,$
"Argentine,Burgers",4.5 star rating,charcoal celebrities,,,$
"Newspapers & Magazines,Cards & Stationery",4.0 star rating,new york emporium,,,$$
"Cajun/Creole,Southern,Seafood",4.0 star rating,dixie crossroads,,,$$
"Hardware Stores,Hobby Shops,Arts & Crafts",4.0 star rating,laser bobs custom crafts,,,$$
Day Spas,4.0 star rating,rain spa,,,$$
Home Cleaning,4.5 star rating,the pacific paradise,,,
Pizza,4.0 star rating,anna marias pizza,,,$$
Martial Arts,5.0 star rating,karate america,,,
"Hair Salons,Day Spas",5.0 star rating,fusion spa and salon,,,$$
Asian Fusion,4.5 star rating,sea the source,,,$$$
"Ice Cream & Frozen Yogurt,Chocolatiers & Shops",4.0 star rating,ghiradelli,,,$$
Mexican,4.0 star rating,don pablos mex kitchen,,,$
"American (Traditional),Steakhouses",4.0 star rating,teds montana grill,,,$$$
Arts & Entertainment,5.0 star rating,customer,,,
Women's Clothing,3.5 star rating,nirvana gal,,,$$$
"Shoe Stores,Sports Wear",5.0 star rating,forever young shoes,,,$$
Specialty Food,3.0 star rating,popcorn pavilion,,,$$
Thai,3.5 star rating,suzettes lingerie,,,$$
"Men's Clothing,Women's Clothing",3.0 star rating,off 5th - saks fifth avenue ,,,$$$
"Photographers,Pet Services",5.0 star rating,animal protective league,,,
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,brier creek cleaners,,,$$$
"Pubs,Irish",4.0 star rating,irish eyes,,,$
"Auto Repair,Oil Change Stations",4.5 star rating,chapel hills car wash,,,
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,american vintage,,,$
Shoe Stores,,loehmanns,,,
"Art Supplies,Flowers & Gifts",4.5 star rating,crazy brush,,,$$
Jewelry,5.0 star rating,the jewelry doctor,,,$$
"Hair Salons,Waxing,Day Spas",5.0 star rating,lavish salon,,,$$
"Local Flavor,Mass Media",2.5 star rating,city bellevue police dept,,,
Jewelry,2.0 star rating,grace jewelers,,,$$$$
"Vietnamese,Chinese",4.0 star rating,vietnamese restaurant,,,$
"Cinema,American (New)",4.5 star rating,northgate stadium 10,,,$
"Nail Salons,Hair Removal",4.0 star rating,cali pronails,,,$$
"Counseling & Mental Health,Life Coach,Hypnosis/Hypnotherapy",5.0 star rating,bc; beauty salon,,,
"Skin Care,Massage",3.0 star rating,sole envy,,,$$
"Shipping Centers,Printing Services,Couriers & Delivery Services",4.0 star rating,terms of service,,,
Festivals,4.5 star rating,el rincon sunglasses,,,
Gyms,4.0 star rating,fancy tans,,,
"Tattoo,Art Galleries",5.0 star rating,art cafe studio,,,$$$
"Seafood,Italian",2.5 star rating,sciaccas social club,,,$$
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,wrights mens wear,,,$$$
Hotels,4.5 star rating,arizona central credit union,,,$$
"Optometrists,Eyewear & Opticians",4.5 star rating,len,,,$$
"Meat Shops,Sandwiches",4.5 star rating,lombardos gelato,,,$
"Jewelry,Watches",5.0 star rating,timepiece network,,,$$$
,,golden salon,,,
"Women's Clothing,Outlet Stores",3.0 star rating,elie tahari ,,,$$$
Cinema,4.5 star rating,broadway cinema 16,,,
Mexican,4.0 star rating,california tortilla,,,$
Internet Service Providers,4.5 star rating,clear broadband,,,
"Coffee & Tea,Sandwiches",4.0 star rating,sweelgreen,,,$$
Italian,3.5 star rating,salernos pizza,,,$$
"CPR Classes,Lactation Services,Doulas",5.0 star rating,be the solution,,,
Mexican,4.0 star rating,cadillac ranch,,,$
Medical Centers,2.5 star rating,dental health services,,,
"Dry Cleaning & Laundry,Home Cleaning",3.5 star rating,tassajara cleaners,,,$$
Furniture Stores,4.0 star rating,keiths classic furniture,,,$$$
"Antiques,Jewelry,Home Decor",4.5 star rating,love d,,,$$$
Toy Stores,4.0 star rating,build a bear workshop,,,$$
Mexican,3.5 star rating,villa corona,,,$$
Landmarks & Historical Buildings,4.5 star rating,high tide accessories,,,
"Newspapers & Magazines,Cards & Stationery",4.0 star rating,z newstand,,,$$
,,toy box,,,
"Sandwiches,Cheesesteaks,Chicken Wings",4.0 star rating,game stop - food court wing,,,$
"Fashion,Bespoke Clothing",4.0 star rating,mani gi italy,,,$$$
"Counseling & Mental Health,Life Coach,Education",5.0 star rating,love s,,,
"Real Estate Agents,Apartments,Contractors",3.5 star rating,all access realty,,,
"Archery,Martial Arts",,kesudo,,,
"Hot Dogs,Bars,Breakfast & Brunch",4.0 star rating,the chili factory,,,$$
Internal Medicine,4.5 star rating,john umekubo md,,,
"Bakeries,Coffee & Tea",4.5 star rating,pastry house,,,$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,cell stylish,,,$$
Bridal,1.5 star rating,sylvias bridal,,,$$
Mexican,3.5 star rating,mariachi grill,,,$
"Tattoo,Piercing,Jewelry",4.5 star rating,jewelry town,,,$$
German,4.0 star rating,queens pretzel,,,$$
American (New),3.5 star rating,murfreesboro toy company,,,$$$
"Pubs,Breweries,Breakfast & Brunch",3.5 star rating,granite city foodbrewery,,,$$
Parks,4.5 star rating,hq entertainment carousel,,,
Vietnamese,4.0 star rating,le lotus bleu,,,$$
"Cajun/Creole,Southern,American (New)",3.5 star rating,borders cafe,,,$$
"Performing Arts,Venues & Event Spaces",4.0 star rating,city club of fort worth,,,
Indian,4.0 star rating,eyes by india ii,,,$$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.5 star rating,inland ocean,,,$
"Hobby Shops,Do-It-Yourself Food,Brewing Supplies",4.5 star rating,just brew it,,,$$
Jewelry,5.0 star rating,alberts jewelers,,,$$
"Optometrists,Eyewear & Opticians",5.0 star rating,optometric eye care,,,$$
"Barbeque,Caterers",4.5 star rating,boneheads,,,$$
,,accessorize me,,,
Cosmetics & Beauty Supply,4.5 star rating,designer perfume ,,,$$
Cinema,4.5 star rating,grand theaters,,,
"Vocational & Technical School,Educational Services,Adult Education",4.0 star rating,performing arts vocational exploration,,,
"Coffee & Tea,Sandwiches,Bagels",4.0 star rating,texas cafe,,,$
Chocolatiers & Shops,4.0 star rating,lindt chocolates,,,$$$
"American (New),Sports Bars",2.5 star rating,gameworks,,,$$
Hair Salons,4.5 star rating,rogue hair salon,,,$$
"Breweries,American (Traditional),Breakfast & Brunch",3.0 star rating,oswego jewelers,,,$$
"Seafood,Gluten-Free,Mexican",4.0 star rating,maui tacos,,,$$
"Art Galleries,Framing",5.0 star rating,frame gallery,,,$$
Baby Gear & Furniture,4.5 star rating,buggies and babies,,,$$
"Chinese,Cafes",4.0 star rating,chinese cafe,,,$
"Jewelry,Antiques",5.0 star rating,antique touch,,,$$$
Jewelry,5.0 star rating,modern ring,,,$$
"Arts & Crafts,Knitting Supplies,Hobby Shops",3.0 star rating,universal woodcrafts,,,$$
Sports Wear,3.5 star rating,the puma store,,,$$
"Grocery,Drugstores",3.5 star rating,paseo pharmacy,,,$$
