store_name,store_new_id
catwalk,1430
cc market research,1431
corningware corellemore,1432
dippin,1433
el pollo,1434
eyebrow design,1435
fashion nail,1436
franks barber shop,1437
gameworks,1438
garcias,1439
group usa,1440
haggar clothing,1441
harkins luxury 25 cinemas,1442
harkins movie phone,1443
harkins theater,1444
hat club,1445
heroes,1446
holiday inn,1447
hurley,1448
izod,1449
kenneth cole,1450
k momo,1451
lovesac,1452
mylyns fashion,1453
nike,1454
oakley vault,1455
off broadway,1456
oshkosh,1457
p s from aeropostale,1458
papaya,1459
perfume collection,1460
perry ellis,1461
ragz,1462
rainforest cafe,1463
raspados paradise mexican restaurants,1464
reebok,1465
robert wayne,1466
rockport,1467
saks fifth avenue,1468
samsonite,1469
sea life arizona,1470
shoeteria,1471
sparkle,1472
sprockets,1473
suki hana,1474
suns up,1475
sweets from heaven,1476
tommy hilfiger,1477
top of the line,1478
tropik sun,1479
ultra diamond,1480
uniform destination,1481
van heusen factory,1482
wave,1483
wilsons leather,1484
windsor,1485
xi clothing,1486
yoyo yogurt,1487
a zamora ddssmiles,1488
accents,1489
andersons furniture,1490
arlington h exec suites,1491
bjs,1492
blackfinn american saloon,1493
bone daddys,1494
boudreauxs,1495
busy body,1496
citifinancial,1497
compass trading company,1498
conns,1499
davebusters,1500
dojo danketsu martialarts,1501
edible arrangements,1502
ethan allen,1503
farmers jess rogers agnt,1504
fish city grill,1505
freebirds world burrito,1506
genghis grill,1507
glorias,1508
haltoms jewelrys,1509
happy smiles dentistry,1510
hardin computers,1511
hoffbrau steaks,1512
chuys,1513
improv comedy club,1514
india grill,1515
italian market restaurant,1516
kelley athletic company,1517
kidcore toys,1518
kidspark,1519
kincaids,1520
knockouts haircuts 4 men,1521
lasik plus,1522
luxury of leather,1523
medifast weight loss ctr,1524
medi weight loss,1525
melting pot restaurant,1526
moda salonspa,1527
piano gallery,1528
piranha killer sushi,1529
pluckers wing bar,1530
rally house texas,1531
robbins bro,1532
sleep experts,1533
splitsville,1534
studio movie grill,1535
studio orthodontics,1536
texas am university,1537
the keg steakhousebar,1538
the little gym,1539
tobacco lane,1540
university of phoenix,1541
which wich,1542
world market,1543
zizi pedispanails,1544
ageless medical spa,1545
blimpie subssalads,1546
bon ton,1547
braidsstyles by lisa,1548
cellular accessories,1549
coldwell banker realty,1550
community job center,1551
dakota watch,1552
earth woodstone,1553
elmira savings bank,1554
encoretanning salon,1555
five rivers scout shop,1556
