category,rate,name,address,url,price_range
"Comfort Food,Lounges,Breakfast & Brunch",3.5 star rating,church st tavern,,,$$
"Electronics Repair,Mobile Phone Repair",,ifixandrepair,,,
"Kitchen & Bath,Furniture Stores,Mattresses",2.5 star rating,herb shop kiosk,,,$$
"Television Service Providers,Internet Service Providers,Security Systems",1.5 star rating,blue wire,,,
Cosmetics & Beauty Supply,3.5 star rating,empire beauty supply,,,$$$
"Women's Clothing,Men's Clothing",4.0 star rating,classic mens wear,,,$$$
"Greek,Mediterranean",4.0 star rating,chicken garden,,,$$
Dance Clubs,1.5 star rating,strata,,,$$$
Mexican,4.0 star rating,pacifica del mar,,,$$
Italian,4.0 star rating,wheaton beauty supply,,,$$$
"Jewelry,Antiques",4.5 star rating,keepsake diamond center,,,$$
Ice Cream & Frozen Yogurt,,brusters,,,
"Jewelry,Tattoo,Piercing",4.5 star rating,body revolutions,,,$$$
Mobile Phones,,simple mobile,,,
Banks & Credit Unions,,wayne bank,,,
Shoe Stores,4.5 star rating,adidas,,,$$
"Chicken Wings,Korean",3.0 star rating,pluckers wing bar,,,$$
"Optometrists,Eyewear & Opticians",4.5 star rating,lucky eyes,,,$$
Dry Cleaning & Laundry,4.5 star rating,gmo alterations,,,$$
Eyewear & Opticians,5.0 star rating,awear,,,$$$
Ice Cream & Frozen Yogurt,3.5 star rating,maggie moos ice cream and treatery,,,$
"Salad,American (New)",3.5 star rating,lt; nails,,,$$
Sandwiches,3.0 star rating,wichcraft,,,$$
"Shoe Stores,Women's Clothing,Accessories",,factory brand shoes,,,
Mobile Phones,,first cellular_t-mobile,,,
,,wireless evolution,,,
Jewelry,4.0 star rating,trail of pearls,,,$$
Bookstores,4.5 star rating,ca flower art academy,,,$$
"Optometrists,Eyewear & Opticians",4.0 star rating,total vision optometry,,,$$$
"Employment Agencies,Physical Therapy",,community education center,,,
Public Transportation,3.0 star rating,sbarro express,,,
Leather Goods,,sohas leather,,,
"Trainers,Yoga,Gyms",4.0 star rating,simon youth academy,,,
"American (Traditional),Sports Bars",3.0 star rating,company,,,$$
Tobacco Shops,4.5 star rating,smoke to live,,,$$
,,go game store,,,
"American (New),Breakfast & Brunch",3.5 star rating,kerry catherine jewelry,,,$$
Hobby Shops,4.5 star rating,game store,,,$$
Barbers,4.0 star rating,thoms barber shop,,,$$
Furniture Stores,2.0 star rating,value city,,,
Dry Cleaning & Laundry,3.0 star rating,westgate news,,,$$$
"Bakeries,Japanese,Fruits & Veggies",4.0 star rating,citrus unlimited,,,$$
Bookstores,4.5 star rating,swift books,,,$$
Nail Salons,1.5 star rating,california nails,,,$$$
Hair Salons,4.5 star rating,seagull,,,$$$
Caribbean,3.0 star rating,o ;,,,$$
"Furniture Stores,Home Decor,Mattresses",2.5 star rating,ashley furniture home store,,,$$
"Men's Clothing,Women's Clothing,Used, Vintage & Consignment",3.5 star rating,c j banks sizes 14 and up,,,$$
,,factory card ,,,
Bookstores,4.0 star rating,beat the bookstore,,,$$
Shoe Stores,3.5 star rating,cole haan,,,$$$
Men's Clothing,3.0 star rating,quails menswear,,,$$
"Music Venues,Performing Arts",4.5 star rating,prodigy dance,,,$$$
,,cargo world,,,
Chiropractors,,pines chiropractic,,,
,,a + uniforms,,,
Museums,4.0 star rating,u s marine corps recruiting,,,
"Sushi Bars,Japanese",3.0 star rating,ichiban sushi,,,$$
"Museums,Art Galleries",4.0 star rating,weiner optical,,,$
"Parks,Soccer",5.0 star rating,athletic warehouse,,,
Toy Stores,4.5 star rating,kidding around toys,,,$$
"French,American (New)",4.5 star rating,the oven,,,$$$
Electronics,5.0 star rating,legacy wireless,,,$$
"Department Stores,Men's Clothing,Women's Clothing",2.0 star rating,jewelry etc by riddles,,,$$
Art Galleries,4.0 star rating,jack gallery,,,
,,triple l,,,
,,gardners,,,
"Adult Education,Life Coach,Career Counseling",3.5 star rating,armed services career center,,,
Hair Salons,5.0 star rating,salon salon,,,$$
Hair Removal,4.0 star rating,unique eyebrows,,,$
Seafood,3.5 star rating,outback-carrabbas,,,$$
"Burgers,Vegetarian",4.0 star rating,yobe frozen yogurt,,,$
"Kitchen & Bath,Furniture Stores,Mattresses",2.5 star rating,pinkberry fashions,,,$$
"Jewelry,Tattoo,Piercing",4.5 star rating,south beach jewelry exc ,,,$$$
Shoe Repair,3.5 star rating,franks shoe repair,,,
"Eyewear & Opticians,Optometrists",4.5 star rating,nu pair,,,$$
Mobile Phones,4.5 star rating,verizon go wireless,,,$$
Hair Salons,5.0 star rating,rootz,,,
"Men's Clothing,Women's Clothing",3.0 star rating,brooks brothers women,,,$$$
Accessories,5.0 star rating,viva olivia,,,$$$
Candy Stores,5.0 star rating,sweeties candy,,,
"Cheese Shops,Delis",4.5 star rating,who dat snacks,,,$$
"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.5 star rating,roots,,,$
"French,Pubs",3.0 star rating,papillon,,,$$
Coffee & Tea,4.0 star rating,stone creek coffee,,,$$
Bakeries,4.5 star rating,nothing bundt cakes,,,$$
Dry Cleaning & Laundry,5.0 star rating,panda dry cleaners,,,
Tattoo,3.0 star rating,rockn willys,,,$$
Screen Printing/T-Shirt Printing,2.5 star rating,custom embroidery usa,,,
"Steakhouses,American (Traditional),Seafood",3.5 star rating,shulas restaurant,,,$$$
,,below the belt,,,
Italian,3.5 star rating,sauce,,,$$
Grocery,3.5 star rating,foodland supermarket,,,$$
Sports Wear,,cap world,,,
Barbeque,4.0 star rating,paradise smokey grill,,,$$
Pizza,4.5 star rating,firewood cafe ,,,$$
Massage,4.0 star rating,reflexology center,,,$
"Accessories,Women's Clothing",,limited ,,,$$
"Japanese,Asian Fusion",4.0 star rating,oishii express japanese grill,,,$$
"Cosmetic Dentists,General Dentistry",3.5 star rating,village smiles,,,
Buses,2.5 star rating,oneonta cinemas,,,
American (New),4.5 star rating,otters chicken tenders,,,$$
Jewelry,,silver mine,,,
Car Rental,2.0 star rating,h i s travel,,,
Mexican,2.5 star rating,filibertos,,,$
"Tattoo,Jewelry,Antiques",5.0 star rating,time spot,,,$$
Shopping Centers,2.5 star rating,great american cookie food court ,,,$$
"Women's Clothing,Men's Clothing,Children's Clothing",4.0 star rating,palm beach autographs,,,$$
"Beer, Wine & Spirits,Chicken Wings",3.5 star rating,always irish,,,$$
Banks & Credit Unions,2.5 star rating,rapid cash for gold,,,
"Party Supplies,Wigs",3.0 star rating,wigs today,,,$$
"Bakeries,Cupcakes,Cooking Classes",4.0 star rating,one magnolia lane,,,$
,,in the bag,,,
,,feathered nest,,,
"Tutoring Centers,Test Preparation,Summer Camps",3.0 star rating,sylvan learning center,,,
Mass Media,4.0 star rating,anderson ink,,,
,,the eyewear gallery,,,
French,4.0 star rating,montmarte,,,$$$
Pizza,4.0 star rating,pizza 314,,,$
"American (New),Tapas/Small Plates",4.5 star rating,gideons trumpet,,,$$
Burgers,2.5 star rating,neiman marcus zodiac restaurant,,,$$
"Coffee & Tea,Taiwanese,Chinese",4.0 star rating,fantasia tea cafe,,,$
"Museums,Art Galleries",5.0 star rating,brow art 23 cart ,,,$
Horseback Riding,2.5 star rating,kensington,,,
"Hair Salons,Skin Care",5.0 star rating,airbrush by paul,,,$$
Martial Arts,4.5 star rating,gracys,,,
"Eyelash Service,Waxing",4.0 star rating,wink threading studio,,,$$$
"Men's Clothing,Women's Clothing,Accessories",4.5 star rating,burberry brit,,,$$$
Day Spas,4.0 star rating,exotic escape day spa,,,$$
,,talis collection,,,
Antiques,,royal gallery,,,
,,hodge podge,,,
"Toy Stores,Community Service/Non-Profit",4.5 star rating,community room information,,,$$
"Museums,Art Galleries",5.0 star rating,galleria 15 cinemas,,,$
"Pool Halls,Jazz & Blues,Music Venues",4.0 star rating,movies @ montgomery,,,$
"Hair Salons,Nail Salons,Day Spas",4.0 star rating,g a nails,,,$$
Pizza,4.0 star rating,uncle marios carousel,,,$$
"Japanese,Chinese",4.0 star rating,lotus garden,,,$$
Jewelry,4.5 star rating,regan recycling,,,$$
"Day Spas,Venues & Event Spaces,Skin Care",3.0 star rating,scrub shack medical uniforms,,,$$$
"Pool Halls,Jazz & Blues,Music Venues",4.0 star rating,house of chess,,,$
Barbers,5.0 star rating,lees barbershop 2,,,$
"Pet Groomers,Pet Stores",4.5 star rating,eastside dog,,,
,,us apparel,,,
"Skin Care,Nutritionists",5.0 star rating,proactivesolution,,,$$$
Steakhouses,3.0 star rating,yard house ,,,$$
Bakeries,4.5 star rating,vintage cupcake ,,,$$
Landmarks & Historical Buildings,3.5 star rating,us navy recruiters,,,
Hair Salons,5.0 star rating,toniguy hairdressing,,,$$
"Real Estate Agents,Real Estate Services",4.5 star rating,united artists manager,,,
Photographers,4.5 star rating,kacys portrait studio,,,
"Bookstores,Cafes",4.5 star rating,f y e  for your entertainment ,,,$
"Hair Salons,Eyelash Service,Day Spas",4.0 star rating,josephines day spa and salon,,,$$
,,ink spot,,,
Obstetricians & Gynecologists,5.0 star rating,love at first sight,,,
Jewelry,,goldstar jewelry,,,
"Bridal,Jewelry",5.0 star rating,savannah jewelery,,,$$$
"Kitchen & Bath,Furniture Stores,Mattresses",2.5 star rating,home furniture mart,,,$$
"Coffee & Tea,Fruits & Veggies,Juice Bars & Smoothies",4.5 star rating,surf city squeeze tea,,,$$
Modern European,4.5 star rating,ketchup,,,$$
"Truck Rental,Car Rental",1.0 star rating,sears avis rental car,,,
Cinema,4.5 star rating,eagle movie theater,,,
Mexican,4.0 star rating,margaritas mexican grill,,,$$
"Yoga,Martial Arts",,asian island,,,
Churches,4.0 star rating,gifts of faith,,,
Latin American,3.5 star rating,salena mexicana,,,$$
"Elementary Schools,Middle Schools & High Schools",,christian stanley,,,
,,phones for you,,,
Toy Stores,3.5 star rating,toymania,,,$$
"Sushi Bars,Japanese",4.0 star rating,blue fin lounge,,,$$
,,tinder box,,,
"French,American (Traditional),Bars",4.5 star rating,plaza de las flores,,,$$$$
"Party & Event Planning,Party Supplies,Toy Stores",3.0 star rating,goodnight room,,,$$$
,,cleos,,,
Shopping Centers,2.5 star rating,sunglass hut kiosk ,,,$$
"Bars,German",3.5 star rating,kranichs,,,$$
Outlet Stores,,samsonite company store,,,
"Recording & Rehearsal Studios,Performing Arts",5.0 star rating,netsouth,,,
"Car Wash,Auto Detailing,Oil Change Stations",3.5 star rating,street skinz,,,
Art Galleries,,art exhibit,,,
"Halal,Afghan,Food Stands",4.0 star rating,a spot,,,$
"Day Spas,Nail Salons,Hair Salons",5.0 star rating,sebastians,,,$$$
Hot Tub & Pool,4.0 star rating,leslie pools,,,
American (New),4.0 star rating,maison de vogue,,,$$$
"Greek,Mediterranean,Seafood",3.5 star rating,mitchells ocean club,,,$$$
Departments of Motor Vehicles,2.5 star rating,alexandria police community,,,
"Life Coach,Career Counseling",,north american insights,,,
American (New),3.0 star rating,rj gators,,,$$$$
Tobacco Shops,4.0 star rating,davidoff of geneva,,,$$$
,,fidelity national title,,,
Jewelry,3.5 star rating,crown jeweler,,,$$
Mobile Phones,1.0 star rating,metro pcs,,,
"Hair Salons,Day Spas,Hair Removal",4.0 star rating,forum nail salon 2 ,,,$$
"Chinese,Japanese,Vegetarian",3.5 star rating,osaka grill,,,$
"Burgers,Ice Cream & Frozen Yogurt",4.0 star rating,da little game shack,,,$$
"Chinese,Street Vendors",4.0 star rating,this is bbq!,,,$
"Massage,Acupuncture",4.0 star rating,tai ji acupressure,,,$$
Venues & Event Spaces,,the village beach,,,
"Comedy Clubs,Performing Arts",3.5 star rating,payne anthony,,,$$
Barbeque,4.0 star rating,molly woos,,,$$
"Nail Salons,Cosmetics & Beauty Supply",4.0 star rating,beauty bar nail salon,,,$$
Test Preparation,2.5 star rating,kaplan university,,,
"Tobacco Shops,Jewelry,Antiques",5.0 star rating,pipes,,,$
Toy Stores,4.0 star rating,toy stop,,,$$
"Skating Rinks,Fitness & Instruction,Venues & Event Spaces",3.5 star rating,sunglass ice,,,
Food Stands,4.0 star rating,twisted dragon,,,$
Comic Books,4.5 star rating,rock shop music and comics,,,$$
,,perfume paradise,,,
"Middle Eastern,Hookah Bars,Lounges",3.5 star rating,karizma,,,$$
Furniture Stores,3.5 star rating,yogibo,,,$$
Art Galleries,,art plus gallery,,,
"Gift Shops,Chocolatiers & Shops,Florists",2.0 star rating,red pineapple,,,$$$
"Desserts,Candy Stores,Shaved Ice",5.0 star rating,angel heaven world,,,$
Furniture Stores,,city wide furniture,,,
Barbers,5.0 star rating,1st impressions haircuts,,,$
"Day Spas,Hair Salons",3.5 star rating,natural look aveda salon,,,$$
Bars,3.5 star rating,end zone,,,$$
,,home gallery,,,
"Medical Spas,Hair Stylists,Massage Therapy",4.5 star rating,new beauty med spa,,,$$
"Bakeries,Coffee & Tea",3.5 star rating,bearclaw coffee,,,$$
Colleges & Universities,,national university,,,
"Shoe Stores,Men's Clothing,Women's Clothing",4.0 star rating,miss sixty,,,
"Auto Repair,Auto Glass Services",5.0 star rating,the toy shop,,,
Immigration Law,,swansea news,,,
"Seafood Markets,Ethnic Food",4.5 star rating,eses by eves,,,$$
"Sandwiches,Juice Bars & Smoothies",3.5 star rating,sensational salads,,,$
Hobby Shops,4.5 star rating,games people play,,,$$
"Women's Clothing,Accessories",,bon worth,,,
Barbers,4.0 star rating,vs barbershop,,,$$
"Mexican,Food Trucks",4.5 star rating,tacone sandwich wraps,,,$
Festivals,3.0 star rating,three ring service,,,
"Accessories,Women's Clothing",4.0 star rating,michael kors,,,$$$
Adult,,just for fun,,,
"Diners,Donuts",4.5 star rating,best of boston,,,$
"Dry Cleaning & Laundry,Professional Services",3.5 star rating,laurens dry cleaners,,,$$$
Cards & Stationery,3.5 star rating,hallmark normans,,,$$
Kitchen & Bath,4.0 star rating,pro image gift shop,,,$$
"Specialty Food,Grocery",4.0 star rating,european market,,,$$
"Men's Clothing,Formal Wear",1.5 star rating,mens wearhouse tux,,,$$
"Steakhouses,Salad,American (New)",4.0 star rating,rolex by ben bridge,,,$$$$
"Pizza,Italian",4.0 star rating,guy harvey island grill,,,$$
Comic Books,4.5 star rating,comic connection,,,$$
"Caterers,Sandwiches,Coffee & Tea",4.5 star rating,sips,,,$$
"Men's Clothing,Bridal",4.5 star rating,sharp dressed man,,,$$
"Greek,Mediterranean",3.5 star rating,opa!,,,$$
"Music Venues,Venues & Event Spaces",3.5 star rating,the grand ballroom,,,
Cinema,4.5 star rating,gala nites,,,
Music & DVDs,4.0 star rating,circuit city - store closed,,,$$
Department Stores,2.0 star rating,syracuse gift company,,,$$
Hotels,3.5 star rating,fairfield inn and suites - marriott,,,$$
,,arc resources unlimited,,,
"Bars,Florists,Music Venues",4.0 star rating,flower hill flowers,,,$$
Shopping Centers,2.5 star rating,pagoda + kiosk ,,,$$
Cinema,4.5 star rating,celebration! cinema,,,
"Hair Salons,Nail Salons",4.5 star rating,beauty by thread,,,$$
"Men's Clothing,Women's Clothing",3.5 star rating,boss hugo boss,,,$$$
Middle Eastern,4.0 star rating,babbages game stop ,,,$
"Steakhouses,Salad,American (New)",4.0 star rating,watch city,,,$$$$
"Desserts,Pretzels",,pretzel maker,,,
"Comfort Food,Burgers,American (Traditional)",3.5 star rating,texas roadhouse- coming soon!,,,$$
,,angel threads,,,
Hair Salons,3.5 star rating,lizs beauty ,,,
Bakeries,4.5 star rating,gandolfos deli,,,$
"Breakfast & Brunch,Mexican,Desserts",3.5 star rating,las palapas mexican,,,$$
"Greek,American (New)",4.0 star rating,opah,,,$$
,,mays kiddie shop,,,
Caribbean,4.0 star rating,islands restaurant,,,$$
"Building Supplies,Hardware Stores",3.0 star rating,lowes home improvement warehouse,,,$$
Japanese,3.5 star rating,tokyo waco,,,$$
Ice Cream & Frozen Yogurt,3.5 star rating,maggie moo,,,$$
"Department Stores,Shopping Centers",1.5 star rating,belk,,,$$
"Ice Cream & Frozen Yogurt,Thai",4.0 star rating,thailand cuisine,,,$$
Sporting Goods,,all star sports,,,
Mexican,4.0 star rating,garcias mexican restaurant,,,$
"Chinese,Japanese,Gluten-Free",3.5 star rating,lilis,,,$$
"Nail Salons,Waxing,Day Spas",4.0 star rating,paris nails,,,
Cards & Stationery,4.5 star rating,photo and text engraving,,,$$
"Sports Wear,Women's Clothing,Accessories",,lv2bfit,,,
Jewelry,2.0 star rating,bead stringers,,,$$$
"Tapas Bars,Spanish",4.0 star rating,t1 tapas,,,$$
"Mexican,Spanish,Tapas Bars",4.0 star rating,chiq,,,$$
Leather Goods,3.0 star rating,daniels leather,,,$
Mobile Phones,5.0 star rating,one stop wireless,,,
Sushi Bars,1.5 star rating,origami sushi,,,$$$
"Children's Clothing,Department Stores,Baby Gear & Furniture",4.0 star rating,cookie store ,,,$$
"Hair Extensions,Wigs",4.5 star rating,modern wigs,,,$$$
"Orthodontists,Pediatric Dentists",,childrens dental group,,,
Asian Fusion,3.0 star rating,asian cafe,,,$$
"Shoe Stores,Sports Wear",4.0 star rating,sneaker time,,,$$
,,geoffrey,,,
Eyewear & Opticians,2.0 star rating,visionworks,,,$$
"Chinese,Barbeque",4.0 star rating,ycs mongolian bbq,,,$
Optometrists,,american vision center,,,
Hair Salons,4.5 star rating,haircut house,,,$$
"Juice Bars & Smoothies,Vegetarian",4.0 star rating,gilbert ice cream,,,$$
"Martial Arts,Gyms,Trainers",5.0 star rating,empowering punch,,,
"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.5 star rating,the grand choice cafe,,,$
"Gyms,Trainers,Nutritionists",5.0 star rating,fitness for all,,,
Museums,4.0 star rating,ground zero,,,
Car Dealers,5.0 star rating,auto drive 1,,,
"Japanese,Barbeque",4.0 star rating,bistro ka japanese,,,$$$
Greek,3.0 star rating,cafe athens,,,$$
"Women's Clothing,Children's Clothing,Accessories",4.5 star rating,juicy couture,,,$$$
Cosmetic Surgeons,2.0 star rating,smart lipo center,,,
"Performing Arts,Print Media",4.5 star rating,rewards wireless,,,
Burgers,2.5 star rating,red robin restaurant,,,$$
"Car Rental,Truck Rental",1.5 star rating,budget,,,
Burgers,3.5 star rating,harbor east marina,,,$$
"Beer, Wine & Spirits",5.0 star rating,charleston chocolates,,,$$
"Electronics,Photography Stores & Services",4.0 star rating,golden cell accessories,,,$$
Nail Salons,4.5 star rating,bee nailsspa,,,$$
Hair Salons,4.0 star rating,sassoon salon,,,$$$
"Museums,Art Galleries",5.0 star rating,prestige uniforms,,,$
Cards & Stationery,4.0 star rating,gold crown hallmark,,,$$$
"Men's Clothing,Women's Clothing",3.0 star rating,flamingo ties,,,$$
"Women's Clothing,Home Decor",4.0 star rating,tias place,,,$$
"Thrift Stores,Art Supplies,Furniture Stores",4.5 star rating,crazy for scrapbooks,,,$
Knitting Supplies,4.5 star rating,beaded bliss,,,$$
Southern,4.0 star rating,stanson shoe repair,,,$$
Fruits & Veggies,,farmers basket,,,
"Home Decor,Kitchen & Bath",3.5 star rating,qt fashions,,,$$
"Casinos,Sushi Bars,Buffets",2.5 star rating,crystal casino,,,$$
Italian,4.0 star rating,pasta bravo,,,$$
Financial Advising,,edward jones,,,
"Tattoo,Art Galleries",5.0 star rating,butler gallery,,,$$$
"Sushi Bars,Japanese",4.0 star rating,nori japanese rest sushi,,,$$
Chinese,3.5 star rating,grand fortune,,,$
Shoe Stores,,shoes city,,,
"Accessories,Hats",5.0 star rating,men in style,,,$$
"Cocktail Bars,Vape Shops",4.0 star rating,club tiki,,,$$
Hair Salons,4.0 star rating,ashley avery collectibles,,,$$
,,worldwide travel,,,
Stadiums & Arenas,3.5 star rating,elegant teams,,,
"Bars,American (New),Tapas/Small Plates",4.0 star rating,muros jewelers,,,$$$
Women's Clothing,3.5 star rating,sandal express,,,$$$
Shoe Stores,,stride rite,,,
,,designer consignments,,,
"Pubs,Coffee & Tea,American (Traditional)",4.0 star rating,77 kids- coming soon!,,,$$
"Lingerie,Adult",3.0 star rating,tic tac toe,,,$$
Mortgage Brokers,,american home mortgage,,,
Pizza,4.5 star rating,pappagallo,,,$
"Middle Eastern,Afghan",4.0 star rating,ariana perfumes,,,$$
"Eyewear & Opticians,Optometrists",5.0 star rating,sunglassesmore,,,$$
"Japanese,Sushi Bars",3.5 star rating,boom restaurant,,,$$
,,hanesbrand,,,
"Men's Clothing,Women's Clothing,Children's Clothing",4.5 star rating,original penguin,,,$$$
"Cheese Shops,Sandwiches,Chocolatiers & Shops",4.0 star rating,fudge brothers,,,$$
Chinese,3.0 star rating,red hot,,,$$
Watches,4.0 star rating,world watches,,,
Barbeque,3.5 star rating,famous daves bar-b-que,,,$$
Pizza,2.5 star rating,spinners,,,$
Women's Clothing,4.0 star rating,diva handbags,,,$$$
"Men's Clothing,Shoe Stores",4.0 star rating,robert wayne shoes,,,$$
,,ny new york,,,
"Landmarks & Historical Buildings,Tours",4.5 star rating,the summit guest services,,,
Gift Shops,4.0 star rating,happy gift,,,
,,art resources,,,
"Arts & Crafts,Party & Event Planning,Art Schools",4.5 star rating,suburban adult services,,,$$
Mexican,3.5 star rating,villas mexican food,,,$
Martial Arts,,kims karate,,,
"Florists,Coffee & Tea",4.0 star rating,sentiments hallmark,,,$
"Watch Repair,Watches",5.0 star rating,ulysse nardin,,,$
Cinema,2.0 star rating,nextel kiosk,,,
"Tattoo,Hair Salons",4.5 star rating,lisa todd,,,$$
"American (Traditional),Pubs,Burgers",3.5 star rating,clarks of england,,,$$
"Shoe Stores,Leather Goods",4.0 star rating,nueva vision,,,$$$$
"Optometrists,Eyewear & Opticians",4.5 star rating,vsp jewelry design,,,$$
"Veterinarians,Pet Boarding/Pet Sitting",2.5 star rating,uptown hounds,,,
Shoe Stores,,el rodeo,,,
Toy Stores,,toy cottage,,,
Barbers,,center barber shop,,,
"Martial Arts,Tai Chi,Yoga",5.0 star rating,dynamic art,,,
"Museums,Art Galleries",5.0 star rating,scarf of rocky,,,$
Ice Cream & Frozen Yogurt,4.0 star rating,sundaes,,,$
"Appliances,Appliances & Repair,Kitchen & Bath",1.5 star rating,d j watch,,,$$
Sports Bars,2.0 star rating,bouncd,,,$$
Children's Clothing,4.0 star rating,naartjie kids,,,
Jewelry,5.0 star rating,belgium jewelers,,,$$
"Cards & Stationery,Graphic Design,Party & Event Planning",5.0 star rating,signature suits,,,$$
Sewing & Alterations,4.5 star rating,ok mens wear,,,
Party Supplies,,ice cool,,,
"Italian,Bars,Breakfast & Brunch",3.5 star rating,mr ooleys,,,$$
"Car Dealers,Auto Repair",2.5 star rating,genesis carwash,,,
Cosmetics & Beauty Supply,3.5 star rating,perfume station,,,$$
"Bars,Arcades,Do-It-Yourself Food",4.0 star rating,moonwalk adventures,,,$$
"Used, Vintage & Consignment,Women's Clothing,Men's Clothing",3.5 star rating,red square clothing,,,$$
Bakeries,4.0 star rating,susiecakes,,,$
Performing Arts,,broadway productions,,,
"Asian Fusion,Szechuan,Thai",3.5 star rating,gary bistro,,,$$
"African,French,Cocktail Bars",4.0 star rating,rue de france,,,$$
Jewelry,,landau costume jeweler,,,
"American (New),Breakfast & Brunch",4.0 star rating,two 40 south,,,$$
Jewelry,5.0 star rating,karat plus,,,$$
Dry Cleaning & Laundry,5.0 star rating,cleaners 2000,,,
Jewelry,5.0 star rating,celebrity jewelry,,,$$
"Gyms,Summer Camps,Rock Climbing",4.0 star rating,campus athletic,,,
,,heaven scent,,,
Colleges & Universities,4.5 star rating,simon youth foundation education resource center,,,
"Ethnic Food,Grocery",4.5 star rating,california chicken roast ,,,$
"Tapas Bars,Lounges,Modern European",4.5 star rating,ashton manor,,,$$$
Day Spas,4.0 star rating,hands of peace massage,,,$$$
Performing Arts,4.0 star rating,new balance st louis,,,
Nail Salons,2.0 star rating,all star nails,,,
"Watches,Watch Repair",4.5 star rating,peters jewelry repair,,,$$
Jewelry,5.0 star rating,derobertis jewelers,,,
"Thrift Stores,Accessories,Used, Vintage & Consignment",4.5 star rating,pink heart accessories,,,$$
Public Transportation,2.0 star rating,destination baltimore,,,
,,sports mania,,,
"Ice Cream & Frozen Yogurt,Thai",4.0 star rating,big bowl fresh chinese and thai,,,$$
"Cajun/Creole,Barbeque,Soul Food",4.0 star rating,soco,,,$$
,,urban books,,,
Ice Cream & Frozen Yogurt,4.0 star rating,yogolicious,,,$$
"Tobacco Shops,Lounges",4.5 star rating,tobacco etc ,,,$$
Hair Salons,4.0 star rating,anu look salon,,,$$$
Hotels,3.0 star rating,hallmark - normans gold crown,,,$$$
Italian,3.5 star rating,bucca di beppo,,,$$
"Dim Sum,Cantonese",3.5 star rating,fu shing cafe,,,$$
"Seafood,Seafood Markets",3.5 star rating,shrimp market,,,$$
"Pubs,Venues & Event Spaces,Coffee & Tea",4.0 star rating,localz only,,,$$
Mexican,4.0 star rating,taco bell,,,$
Bars,4.5 star rating,atlantix,,,$$
Fabric Stores,,joann fabric and craft store,,,$$
"Pet Boarding/Pet Sitting,Pet Stores",4.0 star rating,bonnies toys,,,
"Hair Salons,Day Spas,Massage",4.0 star rating,spa ,,,$$
Breakfast & Brunch,4.0 star rating,ihop of auburn,,,$
"Furniture Stores,Home Decor,Antiques",3.5 star rating,oriental decor,,,$$$
Barbers,5.0 star rating,awestruck,,,$
Shoe Repair,3.5 star rating,refreshed shoe cleaner,,,
"Parks,Local Flavor",5.0 star rating,follow the bunny - easter photo experience,,,
"Steakhouses,Seafood,Russian",4.0 star rating,special time,,,$$
"Children's Clothing,Accessories",1.0 star rating,gapkids i babygap,,,
Florists,2.5 star rating,mont*bell,,,$$
"Bagels,Salad,Breakfast & Brunch",4.0 star rating,cole taylor bank,,,$
"Bars,American (New)",4.0 star rating,trading post,,,$$
"Women's Clothing,Accessories",3.5 star rating,sunny childrens boutique,,,$$$
,,the christmas store,,,
Pizza,4.0 star rating,sammys woodfired pizza,,,$$
"American (New),Bars",4.0 star rating,foothill transit,,,$$$
"Pubs,Irish",3.0 star rating,shades of green,,,$$
"Specialty Food,Grocery,Coffee & Tea",4.0 star rating,qt tel,,,$$
"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.5 star rating,hot point cafe,,,$
"Pizza,Burgers,Chicken Wings",2.5 star rating,luca pizza,,,$
"Jewelry,Gold Buyers,Jewelry Repair",5.0 star rating,ny jewelers,,,$$
Jewelry,3.5 star rating,littles jewelry,,,$$$
"Bowling,Music Venues,American (Traditional)",4.0 star rating,zion first national bank,,,$$
"Museums,Art Galleries",4.5 star rating,saint andrew jewelers,,,$$
Jewelry,3.5 star rating,beverly hills jewelers,,,$$$
"Juice Bars & Smoothies,Nutritionists",3.5 star rating,cali juice,,,$$$
Dry Cleaning & Laundry,5.0 star rating,sparkle plenty,,,$
Dry Cleaning & Laundry,3.0 star rating,danielles,,,
"Pubs,Irish",3.5 star rating,ryans,,,$$
"Women's Clothing,Accessories",4.0 star rating,casual time,,,$$
"Shoe Stores,Sports Wear,Fitness & Instruction",3.0 star rating,hometowne sports ,,,$$$
"Waxing,Skin Care",5.0 star rating,eyebrow art,,,$
Ice Cream & Frozen Yogurt,3.5 star rating,ciao bella gelato,,,$$
Mobile Phones,,global cellular,,,
,,no question,,,
Art Supplies,3.5 star rating,east coast airbrush,,,$$
,,totes,,,
"Women's Clothing,Formal Wear,Accessories",,dress me up,,,
"Shoe Stores,Women's Clothing",3.5 star rating,toxic shoes,,,$$$$
,,flashback,,,
Mexican,4.5 star rating,taqueria la fiesta,,,$
"Italian,Sandwiches,Pasta Shops",4.0 star rating,the old spaghetti factory,,,$$
Nurseries & Gardening,5.0 star rating,home to garden,,,$$
Art Galleries,3.0 star rating,martin lawrence gallery,,,
Mobile Phones,,wireless now,,,
"Bars,Coffee & Tea,American (New)",4.5 star rating,brewing market,,,$$
"Hookah Bars,Dance Clubs,Lounges",,mezcal tequila,,,
"Men's Clothing,Women's Clothing,Shoe Stores",2.5 star rating,city blue ,,,
Museums,4.5 star rating,sx moda,,,
