category,rate,name,address,url,price_range
Shopping Centers,3.5 star rating,sunglass hut ll,,,$$$
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,head 2 toe fashions,,,$$
"Tattoo,Art Galleries",5.0 star rating,images of nature,,,$$$
Mobile Phones,,pro wirelesst-mobile,,,
"Home Decor,Gift Shops,Cosmetics & Beauty Supply",4.5 star rating,garden ridge,,,$$
"Computers,Electronics,Mobile Phones",2.0 star rating,penn camera,,,$$
Candy Stores,4.0 star rating,sweet factory,,,$$
,,abe sewing,,,
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,slender boutique,,,$$$
Department Stores,4.0 star rating,palace locker room,,,$$$
"Pizza,Food Stands",4.5 star rating,pizza oven,,,$
Shoe Repair,4.5 star rating,town center shoe repair,,,
Department Stores,3.0 star rating,teasers top shop,,,$$
"Electronics,Mobile Phones",5.0 star rating,diamond wireless - authorized verizon dealer,,,$$
"Computers,Mobile Phones,Data Recovery",4.5 star rating,computersmore,,,$$
Professional Services,3.5 star rating,signs for success,,,
"Hardware Stores,Keys & Locksmiths",3.5 star rating,b m p e ,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,parfume max,,,$$$
"Sandwiches,Salad",4.0 star rating,panini sandwich grille ,,,$
"Boat Repair,Boat Dealers",4.0 star rating,tracker boat center,,,
Hobby Shops,3.5 star rating,halo 13,,,$$
"Shades & Blinds,Interior Design,Home Decor",4.0 star rating,ultimate collection,,,$$
"Florists,Gift Shops,Art Supplies",4.5 star rating,rainforest crafts,,,$$
Wedding Planning,5.0 star rating,i design,,,
"Vietnamese,Venues & Event Spaces,Jazz & Blues",3.5 star rating,vics corn popper,,,$$$
Chiropractors,5.0 star rating,treasure valley hearing,,,
Keys & Locksmiths,5.0 star rating,lock smith,,,
"Tanning,Massage,Skin Care",4.0 star rating,tanning spa,,,$$
Delis,4.5 star rating,plaza deli,,,$
"Day Spas,Skin Care",3.5 star rating,chez lees salon,,,$$$
,,carlson wagonlit travel,,,
"Used, Vintage & Consignment,Jewelry",3.5 star rating,designer fashion,,,
Auto Repair,5.0 star rating,holleys distributors,,,
"Marketing,Public Relations",5.0 star rating,young at heart,,,
Real Estate Agents,5.0 star rating,afi designer ,,,
"Nail Salons,Hair Salons,Hair Removal",3.5 star rating,finishing touches,,,$
Sporting Goods,3.5 star rating,bass pro shops,,,$
Radio Stations,5.0 star rating,indian spirit,,,
Cosmetics & Beauty Supply,4.5 star rating,perfumesmore,,,$$$$
Bakeries,3.5 star rating,jocelynns,,,$
Art Galleries,5.0 star rating,stabo,,,$$$
"Tapas/Small Plates,Tapas Bars",4.0 star rating,tacone flavor grill,,,$$
"Mobile Phone Repair,Mobile Phones",4.5 star rating,discount phones,,,$$
"Furniture Reupholstery,Building Supplies,Home Decor",5.0 star rating,treasure trove,,,
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,b c clark jewelers,,,$$
"Coffee & Tea,Italian,Wine Bars",3.5 star rating,toysco,,,$$$
"Arts & Crafts,Jewelry",4.0 star rating,beadz `n bagz,,,$
"Cosmetics & Beauty Supply,Makeup Artists,Hair Removal",4.0 star rating,the brow boutique,,,$$
Seafood,2.5 star rating,livncafe,,,$$
"Italian,Pizza,Seafood",4.0 star rating,alfredos pizza villa,,,$$
Leather Goods,4.5 star rating,purse world,,,$$$
"Hair Removal,Nail Salons,Skin Care",4.5 star rating,kathys nail salon,,,$$
Shanghainese,3.5 star rating,shanghai joes,,,$
Walking Tours,5.0 star rating,self-guided walking tour,,,
Eyewear & Opticians,2.5 star rating,tec optometry,,,$$
"Chinese,Asian Fusion",3.5 star rating,malaya kitchen,,,$
Cosmetics & Beauty Supply,4.5 star rating,fragrance shop perfumery,,,$$$
Eyewear & Opticians,5.0 star rating,uv 400 sunglasses,,,$$$
Nail Salons,1.5 star rating,a+ top nails,,,$
Nail Salons,4.5 star rating,kims nails,,,$$
"Skin Care,Hair Removal,Day Spas",5.0 star rating,the threading spa,,,$
"Auto Repair,Smog Check Stations",5.0 star rating,santa fe car care,,,
Nurseries & Gardening,4.5 star rating,tabula rasa,,,$$
"Mediterranean,Desserts,Salad",4.0 star rating,euro grill,,,$
"Women's Clothing,Men's Clothing,Accessories",4.0 star rating,icing accessories,,,$$
"Tours,Boat Charters",4.5 star rating,tws racing,,,
Latin American,4.0 star rating,el salvador cafe,,,$
Thai,3.5 star rating,seaus the restaurant,,,$$
"Accountants,Tax Services",4.5 star rating,tax office,,,
"Bakeries,Cupcakes",4.0 star rating,trophy cupcakes,,,$$
Martial Arts,5.0 star rating,tae kwon do academy,,,
"Ophthalmologists,Eyewear & Opticians",4.5 star rating,academy optical,,,$$
Furniture Stores,4.5 star rating,chic couture`,,,$$$
Yoga,4.5 star rating,heart fire,,,
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,u s bank ralphs ,,,$
Child Care & Day Care,5.0 star rating,once upon a time,,,
Mexican,4.0 star rating,besito mexican restaurant,,,$$
"Grocery,Bakeries,Convenience Stores",3.5 star rating,a to z discount variety retail,,,$$
"Nail Salons,Hair Removal",5.0 star rating,bv nailsspa,,,$$
Mexican,3.0 star rating,bonitas silver,,,$$
Mobile Phones,,first cellular,,,
"Women's Clothing,Accessories",3.0 star rating,coldwater creek,,,$$
Bridal,3.5 star rating,bridal galleria,,,$$$
"Bridal,Sewing & Alterations",4.5 star rating,starlet bridal,,,$$
"Jewelry,Watches,Jewelry Repair",5.0 star rating,gifts mart,,,$$
Specialty Food,4.5 star rating,the olive tap,,,$$
"Outlet Stores,Shopping Centers",3.5 star rating,gilly hicks ,,,$$
Mexican,4.0 star rating,tenemos tacos,,,$
Hawaiian,4.0 star rating,youngs hawaiian bbq,,,$
"Fast Food,Burgers",4.0 star rating,sonic americas drive-in,,,$
Asian Fusion,4.5 star rating,wild rice teriyaki,,,$$$
Party & Event Planning,4.5 star rating,go! the game,,,
Cosmetics & Beauty Supply,3.5 star rating,purfume town urban,,,$$
Nail Salons,5.0 star rating,nail one,,,
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,benedetta,,,$$$
"Elementary Schools,Preschools",5.0 star rating,mammoth,,,
"Music Venues,Venues & Event Spaces",3.0 star rating,pavilion,,,$$$
Hair Salons,5.0 star rating,reflections,,,$$
"Local Flavor,Mass Media",2.5 star rating,rapid refill ink,,,
"Sushi Bars,Japanese",4.0 star rating,california plate,,,$$
Hair Removal,4.0 star rating,brows shaping salon,,,$
Shoe Stores,4.0 star rating,nice kicks,,,$$
"Museums,Aquariums",4.0 star rating,eastern coral ,,,
"Men's Clothing,Accessories,Sports Wear",4.5 star rating,ny gear,,,$$$
Funeral Services & Cemeteries,4.5 star rating,chimes,,,
"Women's Clothing,Used, Vintage & Consignment,Jewelry",4.0 star rating,broadway jewelers,,,$$$
"Department Stores,Cosmetics & Beauty Supply,Kitchen & Bath",4.0 star rating,perfume n fashion,,,$$$
"Computers,Mobile Phones,Data Recovery",4.5 star rating,cell phone world,,,$$
Home Organization,5.0 star rating,straighten it out,,,
"Asian Fusion,Vietnamese",3.5 star rating,anqi,,,$$$
"Event Photography,Session Photography",5.0 star rating,vogue photo studio,,,
"Coffee & Tea,Cafes,Tea Rooms",4.0 star rating,greenhouse cafe,,,$
Employment Agencies,4.0 star rating,armed services recruiting - navy,,,
"Pizza,Italian",4.0 star rating,pizza ranch,,,$$
"Banks & Credit Unions,Investing,Financial Advising",4.0 star rating,universal 1 credit union inc ,,,
Cinema,4.5 star rating,amc theatre 12,,,
"Performing Arts,Art Schools",4.0 star rating,celebration! theatre,,,
"General Dentistry,Pediatric Dentists,Cosmetic Dentists",4.5 star rating,valley dental,,,
General Dentistry,4.5 star rating,a brilliant smile,,,
"Gyms,Trainers,Yoga",3.5 star rating,midwest elite gymnastics,,,
Shanghainese,3.5 star rating,fu jian china,,,$$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,express,,,$$
"Convenience Stores,Beer, Wine & Spirits",2.5 star rating,1318,,,$$$$
"Gyms,Trainers",4.5 star rating,no limits fitness center,,,
Hair Stylists,5.0 star rating,prestige nail salon,,,$$
Cinema,4.5 star rating,movie 8,,,
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,express for men and women,,,$$
"Art Galleries,Home Decor,Jewelry",4.5 star rating,the frame shoppe gallery,,,$$
"Acupuncture,Massage",5.0 star rating,meriden family dental group,,,$
"Men's Clothing,Leather Goods,Jewelry",4.5 star rating,runway shoes,,,$$$$
Shopping Centers,3.5 star rating,karibu books,,,$$
"Breakfast & Brunch,American (New),Mediterranean",4.0 star rating,taco bell dine o rama food court ,,,$$$
"Performing Arts,Opera & Ballet",4.5 star rating,fort worth opera,,,
,3.0 star rating,bodyshaper,,,
"French,American (New)",4.5 star rating,bantam racing,,,$$$$
Banks & Credit Unions,5.0 star rating,harbor bank,,,
Hotels,3.0 star rating,harlands,,,
Shoe Stores,4.5 star rating,redwing shoes,,,$$$
Optometrists,4.5 star rating,prime care medical ctr,,,
German,4.5 star rating,top spot,,,$
"Sandwiches,Cheesesteaks,Chicken Wings",4.0 star rating,mr fries*,,,$
Discount Store,4.5 star rating,oneonly,,,$
Interior Design,5.0 star rating,andersons furniture,,,
Turkish,3.5 star rating,topps tobacco square,,,$$
"Hotels,Resorts,Vacation Rentals",4.0 star rating,wyndham,,,$$$
Sporting Goods,4.5 star rating,the golf emporium,,,$$
"Men's Clothing,Women's Clothing",3.5 star rating,perla designer outet,,,$$
Italian,4.0 star rating,primi al mercato,,,$$
Hot Tub & Pool,5.0 star rating,sensibilities spa,,,
Ice Cream & Frozen Yogurt,4.5 star rating,sweet frogs yogurt,,,$
"Fitness & Instruction,Adult Education",4.0 star rating,ab tech,,,
"Food Stands,Ice Cream & Frozen Yogurt",4.0 star rating,coco mari,,,$
"Women's Clothing,Home Decor,Accessories",4.0 star rating,boston proper,,,$$$
Cinema,4.5 star rating,annie sez,,,
Bikes,4.5 star rating,electra inc ,,,$$
Children's Clothing,3.0 star rating,justice for girls,,,$$
Data Recovery,5.0 star rating,fast i repair,,,
Ice Cream & Frozen Yogurt,4.5 star rating,everything yogurt,,,$
Pet Stores,4.5 star rating,hermit crabs,,,
Shopping Centers,,mall office,,,
Mexican,4.5 star rating,cilantro,,,$$
Seafood,4.0 star rating,juanderful products,,,$$
Martial Arts,5.0 star rating,chuck norris karate,,,
Jewelry,4.5 star rating,designer collection,,,$$$$
Asian Fusion,4.5 star rating,ten asian bistro,,,$$$
Local Services,4.5 star rating,old orchard shoe repair,,,
"Jewelry,Women's Clothing,Accessories",4.5 star rating,handbagsmore,,,$$$
Mexican,4.0 star rating,jalapino grill,,,$
Mexican,4.0 star rating,salsas,,,$$
"Specialty Food,Caterers,Grocery",4.5 star rating,stopshop gas,,,$$$
"Colleges & Universities,Landmarks & Historical Buildings",4.0 star rating,us air force career center,,,
"Local Flavor,Mass Media",2.5 star rating,metro south arts council,,,
Massage,,total experience,,,
French,4.5 star rating,restaurant,,,$$$
"Optometrists,Doctors,Medical Supplies",3.0 star rating,dr holbert,,,$$$
Food Trucks,4.0 star rating,lexies,,,$$
Ice Cream & Frozen Yogurt,3.0 star rating,orange tree frozen yogurt,,,$
"Internet Service Providers,Television Service Providers",1.5 star rating,j lee studio,,,
"Lounges,Mexican,Breakfast & Brunch",4.5 star rating,gringos mexican kitchen,,,$$
"Coffee & Tea,Hookah Bars",3.5 star rating,white cloud,,,$$
"Mexican,Desserts,Breakfast & Brunch",3.5 star rating,mall de las aguilas events,,,$$
Shoe Stores,3.5 star rating,payless shoe source,,,$
"Sewing & Alterations,Bespoke Clothing",4.0 star rating,escobar tailors,,,$$
Breweries,4.5 star rating,frogfirkin,,,$
"Jewelry,Watches",4.5 star rating,concise appraisal,,,$$
Mobile Phones,,nextel,,,
Keys & Locksmiths,5.0 star rating,the key stop,,,
Mobile Phone Repair,5.0 star rating,wireless solutions - verizon,,,
"Pet Stores,Pet Boarding/Pet Sitting",4.5 star rating,ribbit,,,
Mortgage Brokers,4.0 star rating,bank of america home loan,,,
"Tattoo,Art Galleries",5.0 star rating,simply ink,,,$$$
"Jewelry,Watches,Jewelry Repair",5.0 star rating,celebrity jewelers,,,$$
"Local Flavor,Mass Media",2.5 star rating,lori henrys hair salon,,,
General Dentistry,,park dental care,,,
"Car Dealers,Auto Repair,Auto Parts & Supplies",3.5 star rating,bank of america versateller,,,
Parks,4.5 star rating,dimond bowl,,,
Italian,4.0 star rating,oro italiano,,,$$
"Hair Removal,Eyelash Service",2.5 star rating,browart 23,,,$$
Nail Salons,1.5 star rating,nails by elizabeth,,,$$
Hotels,4.0 star rating,fred nickel tile,,,$$$
"Performing Arts,Comedy Clubs",4.0 star rating,shadow box cabaret,,,$
"Italian,Pizza",4.0 star rating,oro valle,,,$$
Fashion,3.0 star rating,custom shop ,,,$$$$
Chinese,3.5 star rating,china chen,,,$
Grocery,4.0 star rating,pueblito,,,$$
"Motorcycle Dealers,Motorcycle Repair",4.5 star rating,indian motorcycle,,,
"Art Galleries,Toy Stores,Hobby Shops",4.0 star rating,super 7 retail,,,$$
"Burgers,Fast Food",4.0 star rating,back yard burgers,,,$
Coffee & Tea,3.5 star rating,coffee beantea,,,$
"Bridal,Outlet Stores",4.0 star rating,gift cards - management office,,,$$
Italian,4.0 star rating,via milano,,,$$$
"Department Stores,Discount Store",4.0 star rating,mall of georgia rugs,,,$
"Jewelry,Women's Clothing",4.5 star rating,fashion scents,,,$
Sports Wear,3.5 star rating,gianni apparel,,,$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,sensations salon,,,$$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,fink jewelers,,,$$
"Steakhouses,Seafood,American (New)",3.5 star rating,epic 31,,,$$$$
Dim Sum,4.0 star rating,tc; surf shop,,,$
French,4.5 star rating,mancinis cafe,,,$$$$
"Bakeries,Sandwiches",4.5 star rating,tiffanys bakery,,,$
Beauty & Spas,4.5 star rating,macys salon,,,
Shoe Stores,3.5 star rating,footsolutions,,,$$$$
Italian,4.0 star rating,ponte vecchio hotta,,,$$
Hair Salons,5.0 star rating,beyond paradise,,,$$
,,harold pener man-fashion,,,
Chinese,,chinese gourmet express,,,
"Department Stores,Discount Store",4.0 star rating,tupperware,,,$
Tanning,4.0 star rating,salon del sol,,,$$
Burgers,3.5 star rating,burger house,,,$$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,sprint- pcs,,,$$
Currency Exchange,4.0 star rating,travelex foreign exchange,,,
"Hair Salons,Skin Care",4.5 star rating,ronkys creative hair salon,,,$$$
"Hair Salons,Hair Removal",5.0 star rating,instyle,,,$$
"Landmarks & Historical Buildings,Museums",4.0 star rating,clasico jewelers,,,
Movers,5.0 star rating,prof repair services,,,
"Sandwiches,Diners",4.0 star rating,jbs,,,$
"Kitchen & Bath,Home Decor",4.5 star rating,for your kitchen,,,$
Eyewear & Opticians,5.0 star rating,geneva woods rx,,,$$$
"Italian,Seafood",4.0 star rating,salvatory,,,$$
"Wine Bars,American (New)",4.5 star rating,harry ritchie jewelers,,,$$$
"British,Fish & Chips,Seafood",4.5 star rating,passion fish,,,$
"Men's Clothing,Women's Clothing,Home Decor",3.0 star rating,urban outfitters,,,$$
Pet Stores,4.5 star rating,petco plaza ,,,
Banks & Credit Unions,1.5 star rating,california banktrust,,,
Cinema,3.5 star rating,saturday matinee,,,
Optometrists,5.0 star rating,the optometrist,,,
"Dry Cleaning & Laundry,Cafes,Internet Cafes",3.5 star rating,laundry bar,,,$
"Videos & Video Game Rental,Electronics",3.0 star rating,gamestop com,,,$$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,verizon wireless to go,,,$$$
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,perfumes of heaven,,,$$
Hotels,3.5 star rating,holiday house,,,$$$
Seafood,3.5 star rating,pacific grill,,,$$
"Vegan,Vegetarian,Pizza",4.0 star rating,source,,,$$
"Printing Services,Signmaking",5.0 star rating,d-sign shop,,,
Department Stores,4.0 star rating,shoe dept - encore,,,$$$
,,health management,,,
"Jewelry,Jewelry Repair",3.0 star rating,mall mart,,,$$
Eyewear & Opticians,3.0 star rating,eye exam 2000,,,$$$
Cinema,4.0 star rating,atlas cinemas,,,
"Beer, Wine & Spirits,Ice Cream & Frozen Yogurt",4.5 star rating,yo place frozen yogurt,,,$
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,world place,,,$
Banks & Credit Unions,2.5 star rating,union bank of california,,,
Mobile Phones,4.0 star rating,cell fone stop,,,$$
Mobile Phones,5.0 star rating,infinity wireless,,,
"Hair Salons,Party & Event Planning",4.5 star rating,sharkeys,,,$$
Chinese,3.5 star rating,trk 101,,,$
Jewelry,5.0 star rating,albertos jewelry,,,$$
"Women's Clothing,Men's Clothing,Accessories",5.0 star rating,77 kids,,,$$$
"Cosmetics & Beauty Supply,Discount Store",5.0 star rating,ecosway,,,
"Cosmetics & Beauty Supply,Skin Care",4.5 star rating,natural spa products,,,$$
"Bakeries,Desserts",4.0 star rating,mr pretzels,,,$
"Shopping Centers,Specialty Food",4.5 star rating,the marketplace,,,$$
Food Trucks,4.0 star rating,jason whites store divided,,,$$
Hair Salons,5.0 star rating,spa bleu,,,$$
"Latin American,Mexican",4.5 star rating,ricebeans,,,$$
Public Services & Government,4.5 star rating,garden office building,,,
"Tapas/Small Plates,American (New)",4.5 star rating,boloco,,,$$$
"American (New),Asian Fusion",4.5 star rating,bbq republic,,,$$$$
Toy Stores,4.5 star rating,news @ northgate,,,$$
"Steakhouses,Seafood,American (New)",3.5 star rating,epic,,,$$$$
"Pubs,Irish",4.0 star rating,thirsty lion,,,$$
"Building Supplies,Interior Design",5.0 star rating,ice imports,,,
"Child Care & Day Care,Preschools,Elementary Schools",,the school box,,,
"Men's Clothing,Women's Clothing",3.5 star rating,wilkes bashford,,,$$$$
Veterinarians,5.0 star rating,integrated renal care,,,
Bookstores,4.0 star rating,family chrisian stores,,,$$
Seafood Markets,4.5 star rating,seafood express,,,$
Colleges & Universities,4.5 star rating,southside art center,,,
Korean,4.0 star rating,jus caz,,,$$
"Makeup Artists,Hair Salons",4.5 star rating,beyond the beauty,,,$$
Jewelry,5.0 star rating,frederick goldman jewels,,,$$
"Department Stores,Discount Store",4.0 star rating,finders keepers sports,,,$
"American (Traditional),Barbeque,Cafeteria",5.0 star rating,cozy corner cafe,,,$
"Grocery,Delis",4.0 star rating,mcallister gourmet deli,,,$$
"Shopping Centers,Flea Markets",4.0 star rating,bc antiques,,,$
Stadiums & Arenas,4.5 star rating,2b t-mobile,,,
"Coffee & Tea,Latin American",4.0 star rating,garfields casual cafe,,,$
"Makeup Artists,Hair Stylists",5.0 star rating,glamour permanent cosmetics,,,$$
Hair Salons,,studio styles,,,
Coffee & Tea,4.0 star rating,coffee beanery ,,,$
Nail Salons,3.5 star rating,image nails,,,$$
Banks & Credit Unions,3.5 star rating,td bank,,,
Sewing & Alterations,4.5 star rating,express alterations,,,
,,party palace,,,
Videos & Video Game Rental,4.0 star rating,twenty ninth street management office,,,$
"Antiques,Art Galleries,Jewelry",4.5 star rating,senior art gallery,,,$$$$
"Grocery,Caterers",3.0 star rating,mollie stones market,,,$$$
Food Stands,4.0 star rating,murphs,,,$
Photographers,2.5 star rating,sears portrait,,,
Grocery,3.5 star rating,cancun market,,,$$$
"Banks & Credit Unions,Investing",4.5 star rating,brick st mutual insurance,,,
"Parks,Playgrounds",4.5 star rating,when i was a kid,,,
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,sports treasures,,,$$
"Antiques,Used, Vintage & Consignment",4.0 star rating,oak park antiques,,,$$
Spray Tanning,5.0 star rating,tan your hide,,,$$
German,4.5 star rating,cajun grill gourmet,,,$
Candy Stores,4.5 star rating,the poppy shoppe,,,$$
Sandwiches,4.5 star rating,chick wich,,,$$
Churches,5.0 star rating,multi ethnic youth,,,
"Bakeries,Desserts",4.5 star rating,nestles tollhouse cafe,,,$
"Comedy Clubs,American (New),Performing Arts",3.5 star rating,titus diner,,,$$
Mobile Phones,2.0 star rating,wireless connection,,,$$$$
"Seafood,Live/Raw Food",4.0 star rating,big fish,,,$$$
"American (Traditional),Steakhouses",4.0 star rating,baileys prime plus,,,$$$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,big red shop,,,$$
"Performing Arts,Art Schools",4.0 star rating,hair applause,,,
"Toy Stores,Arcades,Venues & Event Spaces",3.5 star rating,ricks collectibles,,,$$
"Motorcycle Repair,Motorcycle Dealers",5.0 star rating,mopedu,,,
Accountants,3.5 star rating,ricks pest control,,,
Mobile Phones,,wireless champst-mobile,,,
"Appliances & Repair,Home Services",1.0 star rating,four brothers,,,
"American (New),Gastropubs",3.5 star rating,jaspers,,,$$
Police Departments,3.5 star rating,u s marine recruiter,,,
"Stadiums & Arenas,Venues & Event Spaces",4.0 star rating,bice bistro,,,
"Bakeries,Desserts",4.0 star rating,fix it with frosting,,,$$
"Men's Clothing,Women's Clothing",3.5 star rating,mr kays fashions,,,$$$
Wineries,,wine exchange,,,
Museums,4.5 star rating,cyrus rug gallery,,,
"Local Flavor,Mass Media",2.5 star rating,findlay now magazine,,,
Party Supplies,4.5 star rating,dulceria mi fiesta,,,
"Jewelry,Men's Clothing,Women's Clothing",4.5 star rating,rachels daughter,,,$$
Thrift Stores,3.5 star rating,red tag ,,,$$
"Auto Repair,Tires,Towing",5.0 star rating,maintenance shop,,,
"Dance Clubs,Lounges",3.0 star rating,cellat,,,$$
"American (New),British,Cocktail Bars",4.0 star rating,brass hen,,,$$$
Seafood,4.5 star rating,anchor bar,,,$$$
Florists,4.5 star rating,anas flowers,,,$$
"Vegetarian,Vegan",3.5 star rating,stoney river steaks,,,$$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,sprint enhanced wireless,,,$$
Immigration Law,5.0 star rating,law office,,,
"Jewelry,Watches,Watch Repair",4.0 star rating,watchesmore,,,$$
"Tires,Auto Repair,Oil Change Stations",3.0 star rating,mannys hand wash,,,
"Counseling & Mental Health,Life Coach,Physical Therapy",5.0 star rating,corporate mindbody,,,
"Art Galleries,Venues & Event Spaces",3.5 star rating,pollacks chocolates,,,$$
"Local Flavor,Mass Media",2.5 star rating,temecula police station,,,
"Party & Event Planning,Wedding Planning",5.0 star rating,lets party hawaii,,,
"Grocery,Pizza",2.0 star rating,todinos,,,$
"Event Photography,Session Photography",5.0 star rating,magic shots,,,
Orthopedists,4.5 star rating,synovate,,,
Tours,5.0 star rating,super duck tours,,,
Italian,3.5 star rating,prato fine mens wear,,,$$$
"Eyewear & Opticians,Optometrists",4.0 star rating,adams optics,,,$$
"Electronics,Mobile Phones",1.0 star rating,zagg,,,$$
Travel Services,4.5 star rating,arizona premier insurance,,,
Chinese,3.5 star rating,happy tiger,,,$$
Toy Stores,4.5 star rating,lego ,,,$$
Art Galleries,,via roma,,,
Steakhouses,4.0 star rating,capital grille,,,$$$$
Public Services & Government,4.5 star rating,u s armed forces,,,
"Photographers,Video/Film Production",5.0 star rating,new york collection,,,
"Barbeque,American (Traditional),Southern",3.0 star rating,lucielles bbq,,,$$
Mexican,4.0 star rating,cocina superior,,,$
Nail Salons,4.0 star rating,jj nails,,,$$
Home Decor,5.0 star rating,lalique,,,$$
Boat Charters,4.5 star rating,just dreamin,,,
Mortgage Brokers,,countrywide home loans,,,
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,genius jones,,,$$$
"Women's Clothing,Accessories",4.0 star rating,nelos boutique,,,$$$
"Banks & Credit Unions,Mortgage Brokers,Auto Loan Providers",2.5 star rating,patelco credit union,,,
American (Traditional),4.0 star rating,casa vella,,,$$$
Art Galleries,,photo gallery,,,
"Grocery,Health Markets",4.0 star rating,new seasons,,,$$
"Food Delivery Services,CSA",5.0 star rating,pioneer organic cuisine,,,$$
"Russian,Modern European,German",4.0 star rating,blue baltic,,,$$
Creperies,4.0 star rating,ooh la la,,,$
Watch Repair,4.5 star rating,fast fix jewelry repair center,,,
,,jenuine,,,
Seafood,4.0 star rating,ivars seafood bar,,,$$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,paul maris for hair,,,$$$
"Barbeque,Bars",3.0 star rating,krikorian theatres,,,$$
"Seafood,Italian",4.5 star rating,boston kitchen,,,$$
Thrift Stores,4.0 star rating,purses plus,,,$
"Men's Clothing,Women's Clothing,Accessories",3.5 star rating,marc jacobs,,,$$$
"Furniture Stores,Leather Goods,Home Decor",3.0 star rating,arizona leather,,,$$$
Photography Stores & Services,4.0 star rating,ritz camera one hr photo,,,$$
Coffee & Tea,4.5 star rating,quick shop,,,$
Pizza,4.0 star rating,nykafe,,,$
Art Supplies,,art mart,,,
Indian,4.0 star rating,india express,,,$$
Podiatrists,4.0 star rating,hannaford,,,
"Hotels,Day Spas",3.5 star rating,greenbriar dental center,,,$$$
Pizza,3.0 star rating,mias pizza,,,$
"Lounges,Venues & Event Spaces",4.0 star rating,strike miami,,,$$
Jewelry,5.0 star rating,monaco jewelers,,,$$
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,all in a bag,,,$$$
"Greek,Mediterranean,Middle Eastern",4.0 star rating,greek gyros cafe,,,$
"Bookstores,Cards & Stationery,Newspapers & Magazines",4.5 star rating,hoffmans hobbies - your sports authority,,,$
"Men's Clothing,Women's Clothing",5.0 star rating,buckle the ,,,$$$
Cafes,4.5 star rating,tropical cafe,,,$$
Sewing & Alterations,5.0 star rating,x-s alterations,,,
"Museums,Aquariums",4.0 star rating,bass pro shops white river,,,
Veterinarians,3.5 star rating,bobbi and the strays,,,
Sports Bars,3.5 star rating,bus stop,,,$
Pizza,4.5 star rating,club atk,,,$$
Shoe Repair,4.5 star rating,pioneer luggage,,,
"Nail Salons,Hair Removal",3.0 star rating,queen nails,,,$$
"Farmers Market,Grocery,Fruits & Veggies",4.0 star rating,california fruit shake,,,$$
Photographers,5.0 star rating,carmen! carmen!,,,
"Party & Event Planning,Performing Arts",5.0 star rating,hawaiian rainbow cruise,,,
"Insurance,Tax Services",5.0 star rating,best insurance agency,,,
"Cards & Stationery,Wedding Planning",5.0 star rating,hall of cards,,,$$
Department Stores,4.0 star rating,shoes at bon air,,,$$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,tictime express,,,$$$
"Shopping Centers,Toy Stores",3.0 star rating,wetzels pretzels neighborhood 1 ,,,$$
Bookstores,4.0 star rating,dillards fashion store,,,$$
"Desserts,Ice Cream & Frozen Yogurt",4.5 star rating,yoyo yogurt,,,$
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,soho accessories,,,$$$
"Art Galleries,Art Schools,Party & Event Planning",4.5 star rating,toys in action,,,$$
Cosmetics & Beauty Supply,4.5 star rating,cheri cherie perfumes,,,$$$
"Women's Clothing,Men's Clothing",4.0 star rating,blackjack clothing,,,$$$
"Jewelry,Pawn Shops,Gold Buyers",5.0 star rating,isaac jewelers,,,$$$
Department Stores,4.0 star rating,win stuffgood stuff,,,$$
Real Estate Agents,5.0 star rating,john l scott,,,
"Body Shops,Auto Repair,Motorcycle Repair",4.5 star rating,metal trends,,,
Women's Clothing,2.5 star rating,ninas,,,$
Ice Cream & Frozen Yogurt,4.5 star rating,friendlys express,,,$
"Shopping Centers,Specialty Food",4.5 star rating,dead sea cart ,,,$$
"Desserts,Ice Cream & Frozen Yogurt",4.5 star rating,zinga! frozen yogurt,,,$
"Southern,Soul Food,Breakfast & Brunch",3.5 star rating,sweet juleps,,,$$
"Bridal,Gift Shops,Trophy Shops",5.0 star rating,custom engraving,,,$
"Bakeries,Desserts",4.0 star rating,cookie connection,,,$
