category,rate,name,address,url,price_range
Eyewear & Opticians,5.0 star rating,affordable optical,,,$$
"Bakeries,Desserts",4.5 star rating,captain candy,,,$$
Shoe Stores,3.0 star rating,house of hoops by foot locker,,,$$
"Furniture Stores,Interior Design,Home Decor",4.5 star rating,bo concept,,,$$$
"Women's Clothing,Children's Clothing,Accessories",4.0 star rating,crown dollar plus,,,$$$
Cinema,3.5 star rating,north dakota ballet,,,
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,wireless universe,,,$$$
"Lounges,Pubs",4.5 star rating,liquid,,,$$
Dry Cleaning & Laundry,5.0 star rating,pro-activ vending machine,,,$
"Hair Salons,Day Spas",4.0 star rating,atali cosmetics,,,$$$
"Skin Care,Hair Removal,Tanning",4.5 star rating,cell-all,,,$$
Chinese,3.5 star rating,lillys,,,$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,ds ceramics,,,$
Mobile Phones,3.0 star rating,get mobile t-mobile store front ,,,$$
"Bakeries,Sandwiches",4.0 star rating,great harvest bread ,,,$
"Life Coach,Career Counseling",5.0 star rating,navy career center,,,
"Cosmetic Dentists,Periodontists,Orthodontists",5.0 star rating,green valley dental,,,
"Jewelry,Watches,Jewelry Repair",5.0 star rating,design of jewelry,,,$$
Pizza,3.5 star rating,locanda sibilla,,,$$
Banks & Credit Unions,1.0 star rating,evans bank,,,
"Shoe Stores,Men's Clothing,Leather Goods",4.5 star rating,western wear,,,$$
"Japanese,Hot Pot,Fondue",3.5 star rating,shabu-sen,,,$$
"Mobile Phones,Mobile Phone Repair",4.0 star rating,u s wireless,,,$$
Hair Salons,4.5 star rating,js; glass,,,$
"Fruits & Veggies,Farmers Market",4.0 star rating,subway lake county fare food court ,,,$
"Hair Salons,Art Galleries",4.5 star rating,c kirk root designs,,,$$
Garage Door Services,5.0 star rating,az; fine arts,,,
Street Vendors,4.0 star rating,tastyz,,,$$
Veterinarians,4.0 star rating,mila lilu,,,
Ice Cream & Frozen Yogurt,4.5 star rating,yayas yogurt,,,$
Jewelry,5.0 star rating,california jewelry,,,$$
"Bowling,Breakfast & Brunch,Cocktail Bars",4.0 star rating,cosmic mini golf,,,$$
"Hotels,Bed & Breakfast,Guest Houses",4.5 star rating,hilton head guest services,,,$$
Nail Salons,3.0 star rating,elite nail,,,$$
Discount Store,3.0 star rating,factory 2-u stores,,,$
Cosmetics & Beauty Supply,4.5 star rating,european perfumes,,,$$$
"Dance Clubs,Lounges",3.0 star rating,derrick martin dds,,,$$
"Chicken Wings,Sports Bars,American (Traditional)",2.5 star rating,wild wings,,,$$
Plumbing,4.5 star rating,247 real estate,,,
Cinema,4.5 star rating,loews cinema,,,
Cinema,2.5 star rating,amc newport 20,,,
"Hearing Aid Providers,Audiologist",5.0 star rating,iowa hearing aid centers,,,
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,j crew factory,,,$$
Cinema,4.0 star rating,amc 24 with imax,,,
Gold Buyers,,my gold buyer,,,
"Italian,Salad,Pizza",4.0 star rating,tuscany pizza,,,$$
"Interior Design,Home Decor,Furniture Stores",3.5 star rating,california closets,,,$$$$
"Shoe Stores,Luggage,Sports Wear",4.0 star rating,foot print,,,$$
"Shoe Stores,Sports Wear",5.0 star rating,city source,,,$$
"Contractors,Interior Design",,aes design group,,,
"Outlet Stores,Men's Clothing,Women's Clothing",5.0 star rating,etro,,,$$$$
Hair Stylists,4.5 star rating,hair max,,,$$
"Burgers,Breakfast & Brunch",3.5 star rating,golf mill newstand,,,$$
"Hotels,Venues & Event Spaces",3.5 star rating,rose valenti fragrance,,,$$$
Jewelry,5.0 star rating,bejeweled,,,$$
"Men's Clothing,Women's Clothing,Sewing & Alterations",4.5 star rating,sean john,,,$$
Middle Schools & High Schools,4.0 star rating,wright career college,,,
"Post Offices,Shipping Centers,Notaries",4.5 star rating,u s postal service,,,
Jewelry,5.0 star rating,silver mart,,,$$
"Home Decor,Antiques",4.5 star rating,the french bee,,,$$
Shoe Stores,4.5 star rating,a snails pace running,,,$$$
"Sports Bars,American (Traditional)",3.5 star rating,sports station,,,$$
Asian Fusion,3.5 star rating,asian delight,,,$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,all cell depot,,,$$$
"Electronics Repair,Mobile Phone Repair",5.0 star rating,cell phone repair,,,
"Makeup Artists,Eyelash Service,Hair Extensions",5.0 star rating,hollywood hair extensions,,,$$
"Barbers,Cosmetics & Beauty Supply",3.0 star rating,art of shaving ,,,$$$
Cinema,4.5 star rating,amc premium cinema,,,
Steakhouses,3.5 star rating,texas steak house,,,$$$
Fabric Stores,3.5 star rating,annas hallmark,,,$$$
Shopping,4.5 star rating,south bay sports cards,,,$$
"Department Stores,Discount Store",4.0 star rating,deals dollar store,,,$
Hair Salons,5.0 star rating,valley view nail,,,$$
"Furniture Stores,Rugs",5.0 star rating,sofa world,,,$$
Mobile Phones,1.5 star rating,boost mobile,,,$$
Performing Arts,4.5 star rating,todds tickets,,,
"Libraries,Tutoring Centers,Adult Education",4.0 star rating,healthy library,,,
"Barbeque,Bars",3.0 star rating,runa marka,,,$$
Hair Salons,5.0 star rating,boss shears,,,$$
Breakfast & Brunch,4.0 star rating,salad station,,,
Martial Arts,5.0 star rating,family mixed martial arts and fitness,,,
Internal Medicine,4.5 star rating,smiles by design - dr keller,,,
"Tattoo,Piercing,Jewelry",4.5 star rating,at-ease passport,,,$$
"Hair Removal,Skin Care",5.0 star rating,eyebrowse,,,$$
"Carpet Installation,Flooring,Carpeting",2.5 star rating,empire today,,,
Steakhouses,4.0 star rating,rahman news stand,,,$$$$
Mexican,4.0 star rating,la bamba mexican rest ,,,$
Interior Design,5.0 star rating,interior design firm,,,
Toy Stores,4.0 star rating,toys on,,,$$
"Bars,Italian",4.0 star rating,roman pizza,,,$$
"Watch Repair,Jewelry",5.0 star rating,ocean jewelers,,,$
"Women's Clothing,Men's Clothing",4.5 star rating,garment district,,,$$
Shopping,4.0 star rating,veterans affairs,,,
"Candy Stores,Desserts,Ice Cream & Frozen Yogurt",4.0 star rating,fruitn smoothies,,,$
Dog Parks,4.5 star rating,summit city fencing club,,,
Religious Organizations,2.5 star rating,hubbard dianetics,,,
"Coffee & Tea,Cafes,Tea Rooms",4.0 star rating,other daiquiri bar ,,,$
"Bridal,Wedding Planning",4.0 star rating,couture elegance,,,$$
"Breweries,American (New),Pizza",3.0 star rating,bjs pizzabrewhouse,,,$$
"Art Galleries,Tattoo",5.0 star rating,picture us portraits,,,$$
Banks & Credit Unions,4.0 star rating,chase,,,
"Maternity Wear,Children's Clothing,Women's Clothing",4.5 star rating,hats unlimited,,,$$$
Local Flavor,4.0 star rating,love from michigan,,,
Art Galleries,5.0 star rating,art and gift center,,,$$
Chinese,3.5 star rating,taste of china,,,$$
"Art Galleries,Print Media",5.0 star rating,impressive designs,,,$
"Dive Bars,American (Traditional),Dance Clubs",4.0 star rating,nut hut,,,$
Photographers,1.0 star rating,q studios,,,
General Dentistry,4.0 star rating,united dental,,,
"Jewelry,Watches,Jewelry Repair",4.5 star rating,sun jewelers,,,$
"Cosmetics & Beauty Supply,Makeup Artists",3.5 star rating,mac dillards ,,,$$
Shopping Centers,3.5 star rating,spencer gifts express,,,$$$
,,sun jewelery,,,
"Barbers,Hair Salons",4.0 star rating,leons,,,$
"Cosmetics & Beauty Supply,Hair Salons",3.5 star rating,ulta salon cosmetics,,,$$
"Makeup Artists,Hair Salons,Eyelash Service",5.0 star rating,secret to beauty,,,$$$
"Men's Clothing,Women's Clothing",3.5 star rating,spiral girl,,,$$$
Specialty Schools,3.5 star rating,gymboree play and music,,,
Videos & Video Game Rental,3.5 star rating,game stop,,,$$
Eyewear & Opticians,4.0 star rating,sunglass shade,,,$$$
"Motorcycle Dealers,Motorcycle Repair,Leather Goods",4.5 star rating,premiere apparel,,,$$
"Furniture Stores,Mattresses,Rugs",5.0 star rating,victors antiques and oriental art,,,$
"Counseling & Mental Health,Life Coach",5.0 star rating,strasburg,,,
Venues & Event Spaces,4.5 star rating,fernandez jewelry,,,
Jewelry,4.5 star rating,gold works,,,$$$
"Skin Care,Waxing,Sugaring",5.0 star rating,rapid wax,,,$$
,,u name it,,,
Men's Clothing,4.0 star rating,mens avenue,,,$$$$
Shoe Stores,3.5 star rating,clarks shoes,,,$$$
"Japanese,Sushi Bars",3.5 star rating,tspoons,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,sc jewelers,,,$$
Shoe Stores,4.5 star rating,shoe depot,,,$$
"DJs,Wedding Planning,Event Photography",5.0 star rating,simon guest services booth,,,
"General Dentistry,Cosmetic Dentists,Orthodontists",4.5 star rating,honore gallery,,,
Travel Services,4.0 star rating,rtd inc ,,,
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,fragrance and watches,,,$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,new smoking alternatives kiosk ,,,$$
Wine Bars,4.5 star rating,cru a wine bar,,,$$
Optometrists,4.5 star rating,indiana nursing academy,,,
Lounges,4.0 star rating,bard optical,,,$
"Photographers,Video/Film Production",4.5 star rating,junction photography,,,
"American (Traditional),Breakfast & Brunch",3.5 star rating,orlando ale house,,,$$
"Performing Arts,Community Service/Non-Profit,Specialty Schools",4.5 star rating,learning center-audeo,,,
General Dentistry,5.0 star rating,smiley dental,,,
Mobile Phones,5.0 star rating,touch wireless,,,$$
Shopping Centers,3.0 star rating,bcbg shop at dillards,,,$$
Wedding Planning,4.5 star rating,stylish,,,
Videos & Video Game Rental,4.0 star rating,sutherlands home improvement,,,$
"Sporting Goods,Surf Shop",4.0 star rating,x-treme toys,,,$$
"Sports Wear,Luggage",3.5 star rating,eddie bauer,,,$$
"Donuts,Coffee & Tea,Bakeries",4.5 star rating,the different twist,,,$
Children's Clothing,,kids fashion,,,
"Jewelry,Accessories",4.0 star rating,morris costumes,,,$$
"Music & DVDs,Bookstores",4.5 star rating,new orleans flare candle company,,,$
"Hair Salons,Skin Care,Hair Removal",4.5 star rating,eyebrows and more,,,$$
Performing Arts,4.5 star rating,stage door,,,
"Grocery,Beer, Wine & Spirits,Meat Shops",3.5 star rating,heritage valley open mri,,,$$$
Art Galleries,,parisienne,,,
"Japanese,Sushi Bars",3.5 star rating,sushi sake,,,$$$
"Women's Clothing,Accessories,Cosmetics & Beauty Supply",4.0 star rating,hq fashion jewelry,,,$$$$
Coffee & Tea,4.0 star rating,coffee time,,,$
"Sandwiches,Juice Bars & Smoothies",4.5 star rating,mr smoothie,,,$
"Shoe Stores,Men's Clothing,Women's Clothing",4.5 star rating,skechers ,,,$
Gift Shops,4.5 star rating,the mercantile,,,$$
"Home Decor,Furniture Stores",4.0 star rating,thompson shoe repair,,,$$$
Cinema,4.5 star rating,crossroads 12 theatre,,,
Sports Wear,4.0 star rating,raider image ,,,$$
"Tapas/Small Plates,American (New)",4.5 star rating,the purple pig,,,$$$
"Hotels,Day Spas",3.5 star rating,elizabeth grady face,,,$$$
"British,Tea Rooms",4.5 star rating,the prince and the pawper,,,$$
"Lounges,Dance Clubs,Party & Event Planning",3.0 star rating,california girlz,,,$$$
"Italian,Seafood",4.5 star rating,il porto,,,$$$
Jewelry,3.5 star rating,na hoku,,,$$$
Farmers Market,4.5 star rating,sweetwater sweets,,,$$
"Fashion,Printing Services,Arcades",4.5 star rating,fun corner arcade,,,$
Costumes,3.5 star rating,spirit of halloween,,,$$$
Festivals,4.5 star rating,sd underground,,,
Steakhouses,4.0 star rating,flemings steak house,,,$$$$
"Pizza,Italian",4.0 star rating,dante neapolitan pizzeria,,,$$
"Delis,Coffee & Tea,American (Traditional)",4.5 star rating,eat npark,,,$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",5.0 star rating,computer hq,,,$$
"Used, Vintage & Consignment",,its a girl thang,,,
"Printing Services,Graphic Design",5.0 star rating,boston art work,,,
"American (Traditional),Burgers,Sandwiches",3.5 star rating,capitol city cafe,,,$$
Airports,4.5 star rating,wright travel,,,
"Mexican,Salvadoran",4.0 star rating,zocalo mexican cuisine,,,$
Eyewear & Opticians,4.0 star rating,see eyewear,,,$$
"Banks & Credit Unions,Investing",4.5 star rating,credit union,,,
"Women's Clothing,Accessories",3.0 star rating,k fashion formal,,,$$$
"Nail Salons,Day Spas,Hair Removal",3.5 star rating,lily pad,,,$
Train Stations,3.0 star rating,union station security,,,
"Sports Wear,Outdoor Gear,Kiteboarding",5.0 star rating,industrial ride,,,$$
Jewelry,3.5 star rating,bellagio jewelers,,,$$$$
Furniture Stores,4.5 star rating,custom,,,$$
Cantonese,3.5 star rating,lau yee chai,,,$$
"Women's Clothing,Accessories",4.0 star rating,vf for her,,,$$
"Optometrists,Ophthalmologists",5.0 star rating,eye care associates,,,
"Accessories,Women's Clothing",1.5 star rating,cutegirl com,,,$
Mongolian,3.5 star rating,great khans mongolian,,,$
Mediterranean,4.0 star rating,kabob island mediterranean food,,,$
Heating & Air Conditioning/HVAC,5.0 star rating,heat it,,,
Shopping Centers,3.5 star rating,blu couture jean house,,,$$$
Chocolatiers & Shops,4.5 star rating,cosmic candy company,,,$$
Women's Clothing,4.0 star rating,lanvie,,,$$
Mobile Phone Repair,3.5 star rating,i wireless,,,
Cannabis Clinics,3.0 star rating,nu-xpression,,,
"Photography Stores & Services,Video/Film Production",4.0 star rating,video buttons,,,$$
Pet Groomers,5.0 star rating,showtime,,,
Print Media,5.0 star rating,publistar,,,
Department Stores,3.5 star rating,lanvin,,,$$$$
"Wedding Planning,Venues & Event Spaces",4.0 star rating,az scrapbook store,,,
"American (Traditional),Dive Bars",4.0 star rating,millers ale house,,,$
Hair Extensions,,most wanted,,,
Bowling,4.0 star rating,dallas cowboys pro-shop,,,
"Dim Sum,Cantonese",3.0 star rating,bo lings chinese rest ,,,$$$
"Grocery,Middle Eastern",4.5 star rating,hookah emporium,,,$
Flowers & Gifts,5.0 star rating,perfume blossoms,,,$$
"Jewelry,Men's Clothing,Women's Clothing",4.5 star rating,white house i black market,,,$$
"Cafes,Mediterranean",3.5 star rating,cafe med,,,$
Men's Clothing,4.0 star rating,macys sun glass hut,,,$$
Post Offices,2.5 star rating,army office,,,
"Skin Care,Permanent Makeup,Hair Removal",5.0 star rating,beauty world,,,$
Hair Salons,5.0 star rating,elements,,,$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,j l nails and spa,,,$$$
"Outdoor Gear,First Aid Classes,CPR Classes",4.5 star rating,eastern mountain sports,,,$$$
"Sports Wear,Shoe Stores",2.5 star rating,city slicker shoes,,,$$
,,gameday,,,
Men's Clothing,4.0 star rating,bills shoe hut,,,$$
Contractors,4.5 star rating,sheet king,,,
Dentists,4.0 star rating,fountains dental excellnc,,,
Italian,3.5 star rating,cafe sbarro,,,$$
"Jewelry,Watches,Jewelry Repair",4.5 star rating,quality jewelry repair,,,$
"Beer, Wine & Spirits,Ice Cream & Frozen Yogurt",4.5 star rating,beer table pantry,,,$
Bikes,4.5 star rating,transit damaged freight,,,$$
Shoe Repair,4.0 star rating,shoe polish,,,
"Burgers,American (Traditional)",3.0 star rating,splashers,,,$$
Dance Clubs,,tropicantal,,,
"Lingerie,Bridal",4.5 star rating,falls custom design,,,$$$
Ice Cream & Frozen Yogurt,4.0 star rating,menchies,,,$
"Jewelry,Watches",4.5 star rating,black market minerals,,,$$$
Mexican,3.0 star rating,mexicali grill,,,$$
"Performing Arts,Trampoline Parks,Summer Camps",4.5 star rating,intensity cheer elite,,,
"American (Traditional),Burgers,Sandwiches",4.0 star rating,flame broiler,,,$
"Mobile Phones,Mobile Phone Repair",4.0 star rating,sprint @t radio shack,,,$$
Hardware Stores,4.5 star rating,rochelles picture perfect,,,$$
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,mrs cooks,,,$
Musical Instruments & Teachers,,piano and organ,,,
"Home Cleaning,Office Cleaning",4.5 star rating,browns busy-ness,,,
Dance Clubs,4.5 star rating,gossip,,,$$
Hot Dogs,2.5 star rating,jodi maroni,,,$
"Tapas/Small Plates,American (New)",4.5 star rating,sangria grille,,,$$$
"Home Decor,Kitchen & Bath",3.5 star rating,eastern lucky bamboo,,,$
"Bars,Asian Fusion,Venues & Event Spaces",3.5 star rating,o ,,,$$
Hair Salons,5.0 star rating,salonwalk,,,$$
"Fruits & Veggies,Farmers Market",4.0 star rating,sunflower ii,,,$
Tours,5.0 star rating,old town trolley tour,,,
Music & DVDs,3.0 star rating,cd; gifts,,,$
"American (Traditional),Breakfast & Brunch",3.0 star rating,red tractor cafe,,,$
"Sports Bars,Pubs",4.0 star rating,finnegans irish pub,,,$
Nail Salons,5.0 star rating,arts nails,,,
"Women's Clothing,Men's Clothing,Children's Clothing",5.0 star rating,denim express,,,$$
Doctors,5.0 star rating,center for venous disease,,,
"Dry Cleaning & Laundry,Sewing & Alterations",4.5 star rating,magic carousel,,,$$
Stadiums & Arenas,4.5 star rating,united artist stadium 10,,,
Building Supplies,1.0 star rating,home design center,,,
"Department Stores,Cosmetics & Beauty Supply",,sephora jcpenney ,,,$$$
Skating Rinks,3.0 star rating,ice at the parks,,,
Apartments,3.0 star rating,granite city,,,
"Coffee & Tea,Desserts",4.5 star rating,berry star cafe,,,$
Department Stores,3.0 star rating,fallas paredes,,,$
"Hot Dogs,Street Vendors",4.5 star rating,dj’s hot dog company,,,$
IT Services & Computer Repair,3.5 star rating,jensen tech services,,,
Hair Salons,4.5 star rating,saritas fashions,,,$$$
"Sporting Goods,Surf Shop",4.0 star rating,xtreme toys,,,$$
Public Services & Government,,marine corps recruiting office,,,
Barbers,2.5 star rating,mikes barber shop,,,$
Bikes,4.5 star rating,bostonian shoes,,,$$
Bakeries,4.5 star rating,black hills mini express,,,$$
"Leather Goods,Women's Clothing",4.0 star rating,wear district,,,$$$
Electronics,4.5 star rating,drop inplay,,,$$
"Bagels,Breakfast & Brunch,Sandwiches",4.0 star rating,new yorker kid,,,$
Auto Repair,4.5 star rating,1-2-3 inflatables,,,
"Cosmetics & Beauty Supply,Skin Care,Hair Salons",4.5 star rating,ms special creations,,,$$
Dog Walkers,5.0 star rating,playful paws,,,
"Bakeries,Pizza",4.5 star rating,street legal pizza,,,$
Hardware Stores,4.5 star rating,classic collections,,,$$$
IT Services & Computer Repair,5.0 star rating,quick ez repairs,,,
Shoe Stores,3.0 star rating,shiekhs shoes,,,$$
Hot Tub & Pool,5.0 star rating,leslies pool supply,,,$$$
"Burgers,Fast Food",4.0 star rating,bobs big boy,,,$
Tobacco Shops,4.5 star rating,smoking vapor,,,$$
Italian,4.0 star rating,camillos cafe,,,$$$
"Women's Clothing,Accessories",3.0 star rating,lulu rose,,,$$
"Local Flavor,Mass Media",2.5 star rating,lynne goldman studio,,,
"Women's Clothing,Swimwear",5.0 star rating,love diva,,,$$$
"Performing Arts,Jazz & Blues,Music Venues",4.0 star rating,brow art 23 - coming soon,,,$$
Shopping Centers,4.0 star rating,sprint wireless evolution,,,$$$
