new_id,old_id,mall,name,usps,geoid,INTPTLAT,INTPTLONG,POP10,HU10,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,Homeowner_vacancy_rate_percent,Median_Age_Female,Median_Age_Male,Median_Age,Percent_65_years_and_over,Percent_American_Indian_and_Alaska_Native,Percent_Asian,Percent_Black_or_African_American,Percent_Family_households,Percent_Female,Percent_Male,Percent_Nonfamily_households,Percent_Occupied_housing_units,Percent_Some_Other_Race,Percent_White,Rental_vacancy_rate_percent
124,218,CoolSprings Galleria,Williamson County,tennessee,47187,35.894972,-86.896958,183182,68498,1508925443,3028823,582.599,1.169,2.1,39.2,37.7,38.5,9.7,0.2,3,4.3,79,51.2,48.8,21,94.7,1.5,89.4,7.2,"jewelry:4,clothing:21,men's clothing:3,women's shoes:1,nutritional supplements:1,headwear:1,beauty products:2,children's apparel:2,fasion wholesale:1,plus size clothing:1,personalized gifts:1,home furnishings:1,telecommunication:1, clothing:2,girl's clothing:1,department store:1,stuffed animals:1,shoes:1,makeup:1,women's handbags:1,cellular accessories:1,women's clothing:6,women's jewelry:1,maternity clothing:1,children's clothing:1,eyewear:2,men's gifts:1,restaurant:5,footwear:2,children's footwear:1,furniture:3, beauty products:1,cookies:1"
125,73,Baybrook Mall,Galveston County,texas,48167,29.228706,-94.894865,291309,132492,979943275,1283210753,378.358,495.45,3.1,38.1,36.3,37.2,11.3,0.6,3,13.8,69.5,50.5,49.5,30.5,82.2,7.4,72.5,16.3,"women's shoes:2,clothing:16,jewelry:5,nutritional supplements:1,sports clothing:1,mattress:1,headwear:1,beauty products:2,children's apparel:3,fasion wholesale:1, accessories:1,plus size clothing:1,personalized gifts:1,telecommunication:1, clothing:2,girl's clothing:1,women's handbags:1,shoes:1,makeup:1,sports apparel:1,women's clothing:4,women's jewelry:1,maternity clothing:1,children's clothing:1,chocolates:1,eyewear:1,men's gifts:1,restaurant:7,denim:1, beauty products:1"
126,636,Mall de las Aguilas,Maverick County,texas,48323,28.745217,-100.311368,54258,17462,3313264152,32425873,1279.258,12.52,1,32.2,27.7,30,10.6,1.2,0.3,0.2,83,51.2,48.8,17,89.1,5.8,91.4,6.9,"jewelry:1,clothing:1,shoes:1,women's clothing:1,footwear:1,women's jewelry:1,beauty products:1"
127,938,San Bruno Towne Center,San Mateo County,california,6081,37.414664,-122.371542,718451,271031,1161371825,757704380,448.408,292.551,1.3,40.5,37.9,39.3,13.4,0.5,24.8,2.8,68.1,50.8,49.2,31.9,95.1,11.8,53.4,4.6,"coffee:1,restaurant:3,consumer electronics:1,footwear:1"
128,1045,Stonebriar Centre,Collin County,texas,48085,33.193885,-96.578153,782341,300960,2178761906,116235513,841.225,44.879,1.8,35.6,34.3,35,7.7,0.6,11.2,8.5,72.9,50.9,49.1,27.1,94.3,5.1,71.6,9,"jewelry:5,clothing:17,consumer electronics:2,beauty products:2,children's apparel:1,men's gifts:1, accessories:1,plus size clothing:1,personalized gifts:1,telecommunication:1, clothing:1,girl's clothing:1,women's handbags:1,stuffed animals:1,shoes:1,women's clothing:4,women's jewelry:1,denim:1,maternity clothing:1,coffee:1,photography:1,children's clothing:1,chocolates:2,eyewear:2,hair care:1,restaurant:5,footwear:2,sporting goods:1,furniture:2"
129,529,Jefferson Mall,Jefferson County,kentucky,21111,38.189533,-85.657624,741096,337616,985273984,44718982,380.416,17.266,2.5,39.4,36.2,37.9,13.4,0.2,2.2,20.8,61.1,51.7,48.3,38.9,91.6,1.7,72.7,9.7,"jewelry:4,clothing:11,men's clothing:1,women's shoes:1,headwear:1,consumer electronics:1,children's apparel:1,nutritional supplements:1,plus size clothing:1,personalized gifts:1,telecommunication:1, clothing:1,girl's clothing:1,shoes:1,women's clothing:2,women's jewelry:1,maternity clothing:1,coffee:1,photography:1,restaurant:5,footwear:1, beauty products:1"
130,1338,Washington Crown Center,Washington County,pennsylvania,42125,40.200005,-80.252132,207820,92977,2219591093,10146905,856.989,3.918,1.7,45,42,43.6,17.5,0.1,0.6,3.3,66.3,51.4,48.6,33.7,91.5,0.3,94.1,8.8,"nutritional supplements:1,jewelry:3,clothing:7,personalized gifts:1, beauty products:1,women's clothing:1,restaurant:1,telecommunication:1,women's jewelry:1,video games:1,beauty products:1"
131,441,Gulf View Square,Pasco County,florida,12101,28.302024,-82.455707,464697,228928,1934425891,314858950,746.886,121.568,3.6,44.8,42.3,43.6,20.7,0.4,2.1,4.5,67,51.4,48.6,33,82.8,2.6,88.2,14.9,"jewelry:5,clothing:7,shoes:1,women's clothing:3,eyewear:2,mattress:1,consumer electronics:2,beauty products:1,nutritional supplements:2,photography:2,guest services:1, clothing:1,personalized gifts:1,hair care:2,restaurant:3,telecommunication:2,video games:1,footwear:3"
132,459,Harrisburg Mall,Dauphin County,pennsylvania,42043,40.412565,-76.792634,268100,120406,1359864507,85809611,525.047,33.131,2.4,40.7,38,39.4,13.7,0.2,3.2,18,62.1,51.7,48.3,37.9,91.7,2.7,72.7,8.4,"women's shoes:1,clothing:5,shoes:1,women's clothing:2,sports apparel:1,headwear:1,beauty products:1,children's apparel:1,nutritional supplements:1,eyewear:1,restaurant:3,telecommunication:2,jewelry:3,footwear:3"
133,532,Jefferson Valley Mall,Putnam County,new york,36079,41.427904,-73.743882,99710,38224,596504166,41282767,230.312,15.939,1.6,42.9,40.9,41.9,12.5,0.2,1.9,2.4,74.9,50.1,49.9,25.1,91.7,2.8,90.7,7.6,"women's shoes:1,clothing:8,jewelry:3,sports clothing:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,personalized gifts:1, clothing:1,girl's clothing:1,shoes:1,women's clothing:3,cellular accessories:1,children's clothing:1,eyewear:2,men's gifts:1,restaurant:2,footwear:1,children's footwear:1,candles:1,guest services:1"
134,103,Borgata of Scottsdale,Maricopa County,arizona,4013,33.346541,-112.495534,3817117,1639279,23828260196,62795719,9200.143,24.246,4.1,35.7,33.5,34.6,12.1,2.1,3.5,5,66.1,50.5,49.5,33.9,86.1,12.8,73,13.7,women's clothing:1
135,261,Danbury Fair,Fairfield County,connecticut,9001,41.228103,-73.366757,916829,361221,1618456437,549162331,624.89,212.033,1.7,40.8,38,39.5,13.5,0.3,4.6,10.8,69.4,51.4,48.6,30.6,92.9,6.8,74.8,7.8,"women's shoes:1,clothing:19,men's clothing:2,jewelry:7,nutritional supplements:2,sports clothing:1,skincare:1,consumer electronics:1,beauty products:3,children's apparel:2,fasion wholesale:1, accessories:1,plus size clothing:1,personalized gifts:1,telecommunication:2, clothing:1,girl's clothing:1,women's handbags:1,stuffed animals:1,shoes:2,makeup:1,sports apparel:1,cellular accessories:1,women's clothing:6,women's jewelry:1,coffee:1,children's clothing:1,chocolates:1,eyewear:2,men's gifts:1,restaurant:9,footwear:2,furniture:2,candles:1,perfume:1"
136,516,Indian River Mall,Indian River County,florida,12061,27.700638,-80.574803,138028,76346,1302431761,295606459,502.872,114.134,4.8,50.6,47.2,49.1,27.2,0.3,1.2,9,64.3,51.6,48.4,35.7,78.8,3.6,84.3,17.3,"jewelry:5,clothing:6,shoes:1,women's clothing:1,nutritional supplements:1,sports apparel:1,eyewear:4,women's jewelry:1,consumer electronics:2,beauty products:1,children's apparel:1,home furnishings:1,hair care:3,women's shoes:1,personalized gifts:1,men's gifts:1,restaurant:2,telecommunication:2,candles:1, clothing:1"
137,1154,The Market Place,Orange County,california,6059,33.675687,-117.777207,3010232,1048907,2047561084,407916814,790.568,157.498,1.4,37.5,34.9,36.2,11.6,0.6,17.9,1.7,71.4,50.5,49.5,28.6,94.6,14.5,60.8,5.9,"girl's clothing:1,clothing:3,books and digital media:1, clothing:1,women's clothing:1,nutritional supplements:1,consumer electronics:1,beauty products:1,department store:1,coffee:1,plus size clothing:1,eyewear:1,home furnishings:2,restaurant:5,telecommunication:2,sporting goods:1,furniture:1,footwear:1"
138,212,Columbus Park Crossing,Muscogee County,georgia,13215,32.510197,-84.874946,189885,82690,560435436,11968740,216.385,4.621,2.6,35.7,31.4,33.5,11.6,0.4,2.2,45.5,64.4,52.1,47.9,35.6,89.6,2.4,46.3,11.5,"girl's clothing:1,clothing:3,books and digital media:1,men's clothing:1,women's clothing:1,beauty products:1,furniture:1,plus size clothing:1,home furnishings:2,restaurant:3,sporting goods:1,footwear:1"
139,417,Grapevine Mills,Denton County,texas,48121,33.205005,-97.119046,662614,256139,2275129231,193070701,878.432,74.545,1.8,33.5,32.3,33,6.9,0.7,6.6,8.4,69.9,50.8,49.2,30.1,93.8,6.3,75,9.3,"women's shoes:1,telecommunication:2,shoes:1,women's clothing:4,sports clothing:1,women's jewelry:2,headwear:1,consumer electronics:1,beauty products:1,children's apparel:4,nutritional supplements:2,clothing:13,perfume:1,hair care:1,eyewear:1,home furnishings:2,restaurant:7,footwear:2,clothing & shoes:1,cookies:1"
140,90,Beverly Center,Los Angeles County,california,6037,34.196398,-118.261862,9818605,3445076,10509869649,1795012906,4057.884,693.058,1.7,35.9,33.6,34.8,10.9,0.7,13.7,8.7,67.7,50.7,49.3,32.3,94.1,21.8,50.3,5.8,"women's handbags:1,clothing:6,shoes:1,women's clothing:3,nutritional supplements:1,women's jewelry:1,headwear:1,beauty products:3,children's apparel:1,fasion wholesale:1,chocolates:1,eyewear:1,men's gifts:1,restaurant:4,telecommunication:1,home furnishings:1"
141,1255,Towne Center at Cedar Lodge,East Baton Rouge Parish,louisiana,22033,30.544002,-91.093174,440171,187353,1179412087,38490958,455.374,14.861,1.7,34.3,30.9,32.6,10.9,0.2,2.8,45.3,62.3,52,48,37.7,91.8,1.4,48.8,9.3,"coffee:1,clothing:5,children's clothing:1,plus size clothing:1,women's shoes:1,home furnishings:1,restaurant:1,women's clothing:2,ice cream:1"
142,906,Rimrock Mall,Yellowstone County,montana,30111,45.936987,-108.276656,147972,63943,6820199333,40760707,2633.294,15.738,1.4,39.4,37.1,38.3,14.1,4,0.6,0.6,63.2,51.1,48.9,36.8,94.9,1.2,90.7,6,"women's shoes:1,clothing:10,jewelry:1,sports clothing:1,mattress:1,beauty products:1,children's apparel:1,nutritional supplements:1,personalized gifts:1,footwear:1,stuffed animals:1,shoes:1,women's clothing:6,sports apparel:1,women's jewelry:1,maternity clothing:1,coffee:1,eyewear:1,hair care:2,restaurant:2, clothing:2, beauty products:1"
143,971,Shops at Station Square,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,
144,224,Coronado Center,Bernalillo County,new mexico,35001,35.054002,-106.669064,662564,284234,3006530549,16471335,1160.828,6.36,1.9,37.2,34.6,35.8,12.2,4.8,2.3,3,61.7,51,49,38.3,93.6,16,69.4,7,"women's shoes:1,clothing:12,jewelry:5,headwear:1,beauty products:2,children's apparel:1,nutritional supplements:1,plus size clothing:2,telecommunication:2,footwear:2,girl's clothing:1,books and digital media:1,shoes:1,women's clothing:1,sports apparel:1,maternity clothing:1,men's gifts:1,photography:2,children's clothing:1,eyewear:1,hair care:1,restaurant:4, clothing:1"
145,295,Eagle Ridge Mall,Polk County,florida,12105,27.953115,-81.692783,602095,281214,4656375819,550925774,1797.837,212.714,4.3,41,38.6,39.8,18,0.4,1.6,14.8,70,51,49,30,80.9,5.5,75.2,15.7,"jewelry:2,clothing:7,shoes:1,nutritional supplements:2,women's clothing:2,headwear:1,beauty products:1,coffee:1, clothing:1,eyewear:1,restaurant:3,telecommunication:2,sporting goods:1,video games:1,footwear:3"
146,557,Knoxville Center,Knox County,tennessee,47093,35.992726,-83.937721,432226,194949,1316271254,45715161,508.215,17.651,3.1,38.5,35.7,37.2,13.1,0.3,1.9,8.8,62.5,51.4,48.6,37.5,90.9,1.5,85.6,10.1,"jewelry:2,clothing:8,shoes:1,women's clothing:1,sports apparel:1,women's jewelry:1,headwear:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,photography:1,video games:1, clothing:1,eyewear:1,hair care:1,restaurant:4,telecommunication:2,candles:1,footwear:3"
147,1345,Waterford Lakes Town Center,San Juan County,washington,53055,48.508861,-123.100616,15769,13313,450437066,1158109609,173.915,447.149,3.4,52.7,52.5,52.7,23.2,0.7,1.1,0.3,58.3,51.4,48.6,41.7,57.2,2.6,92.6,12,"clothing:4,books and digital media:1,men's clothing:1,women's clothing:3,nutritional supplements:1,consumer electronics:1,beauty products:1,maternity clothing:1,coffee:1,fasion wholesale:1,children's clothing:1,plus size clothing:1,eyewear:2,home furnishings:2,restaurant:4,diamonds:1,telecommunication:2,furniture:1,candles:1,footwear:3"
148,920,Riverstone Plaza,Cherokee County,georgia,13057,34.244317,-84.475057,214346,82360,1092129613,32974694,421.674,12.732,3.5,37.1,35.5,36.3,9.2,0.4,1.7,5.7,76.2,50.6,49.4,23.8,92.2,3.6,86.6,10.5,"coffee:1,clothing:2,eyewear:1,restaurant:3,telecommunication:1,sporting goods:1,footwear:2"
149,1119,The Gardens on El Paseo,Riverside County,california,6065,33.729828,-116.002239,2189641,800707,18664696661,251073334,7206.48,96.94,3.8,34.6,32.7,33.7,11.8,1.1,6,6.4,74.4,50.2,49.8,25.6,85.7,20.5,61,9.5,"footwear:1,women's shoes:1,eyewear:1,clothing:1,women's handbags:1,makeup:1,furniture:2,restaurant:1,women's clothing:4,clothing & shoes:1,beauty products:1"
150,173,Century III Mall,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"women's shoes:1,clothing:9,jewelry:5,headwear:1,consumer electronics:1,beauty products:1,children's apparel:3,nutritional supplements:2,personalized gifts:1,telecommunication:2, clothing:1,shoes:1,women's clothing:4,sports apparel:1,women's jewelry:1,photography:1,guest services:1,eyewear:1,hair care:3,restaurant:3,footwear:2,sporting goods:1,cookies:1"
151,1327,Volusia Mall,Volusia County,florida,12127,29.057617,-81.161813,494593,254226,2851658690,858331481,1101.032,331.404,4,46.8,43.5,45.3,21.1,0.4,1.5,10.5,62.6,51.1,48.9,37.4,81.9,2.9,82.5,14.3,"women's shoes:1,clothing:12,men's clothing:1,jewelry:4,headwear:1,consumer electronics:1,beauty products:1,children's apparel:2,nutritional supplements:1,personalized gifts:1,telecommunication:2,footwear:2,girl's clothing:1,shoes:2,women's clothing:2,sports apparel:1,cellular accessories:1,women's jewelry:1,men's gifts:1,eyewear:4,hair care:2,restaurant:4, clothing:2"
152,958,Selma Mall,Dallas County,alabama,1047,32.33354,-87.114356,43820,20208,2534807386,39134826,978.695,15.11,2,39,35.8,37.7,14.1,0.2,0.3,69.4,67,53.8,46.2,33,84.4,0.2,29.1,11.9,"children's apparel:1,nutritional supplements:1,clothing:3,telecommunication:1,sporting goods:1,footwear:1"
153,797,Oxford Valley Mall,Mercer County,new jersey,34021,40.282503,-74.703724,366513,143169,581601212,11217700,224.557,4.331,1.6,39.2,36.2,37.8,12.6,0.3,8.9,20.3,67.2,51.2,48.8,32.8,93,6.2,61.4,8.5,"women's shoes:1,clothing:14,ice cream:1,jewelry:6,sports clothing:1,mattress:1,headwear:1,consumer electronics:2,beauty products:2,children's apparel:3,nutritional supplements:1,personalized gifts:1,telecommunication:1,footwear:2,girl's clothing:1,women's handbags:1,shoes:1,women's clothing:4,women's jewelry:1,coffee:1,photography:1,eyewear:2,hair care:2,restaurant:4"
154,1059,Sumter Mall,Sumter County,south carolina,45085,33.916046,-80.382472,107456,46011,1722512472,44079489,665.066,17.019,2.4,37.5,33.3,35.4,13,0.4,1.1,46.9,70.1,51.9,48.1,29.9,87.8,1.4,48.2,10.3,"jewelry:1,clothing:5,women's clothing:3,sports apparel:1,personalized gifts:1,beauty products:1,children's apparel:1,nutritional supplements:1,eyewear:1,restaurant:1,telecommunication:1,video games:1,footwear:1"
155,653,Maplewood Mall,Ramsey County,minnesota,27123,45.01525,-93.100141,508640,217197,394228284,46271710,152.212,17.866,2,35.9,33.3,34.6,12,0.8,11.7,11,58.1,51.5,48.5,41.9,93.3,2.9,70.1,7.4,"women's shoes:1,clothing:8,men's clothing:1,jewelry:4,sports clothing:1,mattress:1,headwear:1,consumer electronics:2,beauty products:1,children's apparel:3,nutritional supplements:2,plus size clothing:1,personalized gifts:1,telecommunication:1,footwear:1,girl's clothing:1,books and digital media:1,shoes:1,women's clothing:4,sports apparel:1,women's jewelry:1,photography:1,guest services:1,eyewear:2,hair care:3,restaurant:5, clothing:1"
156,567,Laguna Hills Mall,Orange County,california,6059,33.675687,-117.777207,3010232,1048907,2047561084,407916814,790.568,157.498,1.4,37.5,34.9,36.2,11.6,0.6,17.9,1.7,71.4,50.5,49.5,28.6,94.6,14.5,60.8,5.9,"jewelry:3,clothing:3,women's clothing:1,personalized gifts:1,guest services:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,photography:1,children's clothing:1,chocolates:1,eyewear:1,restaurant:4,telecommunication:1,footwear:2,cookies:1"
157,583,Lakeside Shopping Center,St. Charles Parish,louisiana,22089,29.913833,-90.359314,52780,19896,722820579,340703006,279.083,131.546,1.1,37.5,35.4,36.5,9.9,0.3,0.8,26.6,77.4,50.6,49.4,22.6,93.3,1.3,69.2,9.7,"women's shoes:2,clothing:14,clothing & shoes:1,men's clothing:1,nutritional supplements:1,consumer electronics:1,beauty products:3,children's apparel:2,fasion wholesale:1, accessories:1,disney:1,diamonds:1, clothing:2,girl's clothing:1,women's handbags:1,telecommunication:2,stuffed animals:1,shoes:1,makeup:1,children's footwear:1,women's clothing:7,men's gifts:1,chocolates:1,eyewear:2,hair care:1,restaurant:6,sporting goods:1,furniture:2,cookies:1"
158,1051,Stony Point Fashion Park,Richmond city,virginia,51760,37.531399,-77.476009,204214,98349,154894705,6880315,59.805,2.657,4.6,32.7,31.3,32,11.1,0.3,2.3,50.6,47.4,52.3,47.7,52.6,88.6,3.6,40.8,9.5,"girl's clothing:1,children's apparel:1,clothing:5,stuffed animals:1,makeup:1,sports apparel:1,women's clothing:4,mattress:1,beauty products:1,women's handbags:1, accessories:1,children's clothing:1,eyewear:2,men's gifts:1,restaurant:3,telecommunication:1,sporting goods:1,denim:1,jewelry:1,footwear:1"
159,1112,The Galleria at Ft. Lauderdale,Broward County,florida,12011,26.19352,-80.476658,1748066,810388,3133329108,292869341,1209.785,113.077,3.3,40.7,38.5,39.7,14.3,0.3,3.2,26.7,63.3,51.6,48.4,36.7,84.7,3.7,63.1,10.7,"women's shoes:2,clothing:9,clothing & shoes:1,men's clothing:1,jewelry:4,consumer electronics:1,beauty products:1,women's handbags:1,nutritional supplements:1,diamonds:1, clothing:1,shoes:2,women's clothing:5,denim:1,men's gifts:1,chocolates:1,eyewear:2,fasion wholesale:1,restaurant:2,footwear:1,furniture:2, beauty products:1"
160,285,Dover Commons,Kent County,delaware,10001,39.097088,-75.502982,162310,65338,1518196116,549470508,586.179,212.152,2.6,38,35,36.6,13.5,0.6,2,24,70.2,51.9,48.1,29.8,92.3,2,67.8,8.3,"furniture:1,telecommunication:1"
161,217,Conyers Crossroads,Rockdale County,georgia,13247,33.652081,-84.02637,85215,33272,336161686,5969943,129.793,2.305,3.7,38.3,35.2,36.9,10.6,0.3,1.8,46.4,75,52.4,47.6,25,90.2,4.5,44.8,13.1,"girl's clothing:1,clothing:3,ice cream:1,plus size clothing:1,women's clothing:1,restaurant:2,footwear:2,sporting goods:1,beauty products:1"
162,1152,The Mall of Victor Valley,Davis County,utah,49011,41.037045,-112.202123,306479,97570,773832198,868122919,298.778,335.184,1.6,30,28.4,29.2,8.2,0.5,1.8,1.2,81.5,49.8,50.2,18.5,95.9,3.2,90,6.5,"jewelry:3,clothing:11,sports clothing:1,headwear:1,consumer electronics:1,beauty products:1,nutritional supplements:2,plus size clothing:1,personalized gifts:1,diamonds:1, clothing:1,telecommunication:2,books and digital media:1,shoes:2,women's clothing:2,cellular accessories:1,coffee:1,children's clothing:1,chocolates:1,eyewear:2,hair care:1,restaurant:3,footwear:2"
163,803,Palm Springs Mile,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.716,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,"nutritional supplements:1,clothing:3,perfume:1,plus size clothing:1,men's clothing:1,coffee:1,restaurant:3,telecommunication:1,women's clothing:1,footwear:1"
164,1111,The Galleria,Harris County,texas,48201,29.857273,-95.393037,4092459,1598698,4411986582,191671993,1703.478,74.005,2.3,33,31.4,32.2,8.1,0.7,6.2,18.9,68.7,50.2,49.8,31.3,89.8,14.3,56.6,13.7,"women's shoes:2,clothing:17,men's clothing:1,jewelry:4,nutritional supplements:1,sports clothing:1,headwear:1,consumer electronics:2,beauty products:2,children's apparel:2,fasion wholesale:1, accessories:1,plus size clothing:1,personalized gifts:1,telecommunication:1, clothing:2,girl's clothing:1,women's handbags:1,skincare:1,shoes:2,women's clothing:7,sports apparel:1,women's jewelry:1,coffee:1,hair care:1,clothing & shoes:1,guest services:1,chocolates:1,eyewear:2,men's gifts:1,restaurant:8,denim:1, beauty products:1"
165,1397,Westfield Parkway,San Diego County,california,6073,33.023604,-116.776117,3095313,1164786,10895120648,826347909,4206.63,319.055,1.9,36.1,33.2,34.6,11.4,0.9,10.9,5.1,66.3,49.8,50.2,33.7,93.3,13.6,64,5.5,"jewelry:2,clothing:16,beauty products:1,sports clothing:1,headwear:1,consumer electronics:2,diamonds:1,children's apparel:1,nutritional supplements:2, accessories:1,plus size clothing:2,personalized gifts:1,telecommunication:3,video games:1,footwear:2,girl's clothing:1,shoes:2,women's clothing:3,women's jewelry:1,maternity clothing:1,coffee:1,disney:1,children's clothing:1,chocolates:1,eyewear:2,hair care:1,restaurant:9,sporting goods:1, beauty products:1,candles:1"
166,1321,Vintage Faire Mall,Stanislaus County,california,6099,37.562384,-121.002656,514453,179503,3871582888,51437339,1494.827,19.86,2.7,34.1,31.7,32.9,10.7,1.1,5.1,2.9,75.1,50.5,49.5,24.9,92,19.3,65.6,8.4,"women's shoes:1,clothing:14,ice cream:1,men's clothing:1,jewelry:4,sports clothing:1,mattress:1,consumer electronics:2,beauty products:3,children's apparel:3,nutritional supplements:1,plus size clothing:2,personalized gifts:1,telecommunication:2,video games:1, clothing:2,women's handbags:1,stuffed animals:1,shoes:1,women's clothing:3,sports apparel:1,women's jewelry:1,maternity clothing:1,coffee:1,disney:1,children's clothing:1,chocolates:1,eyewear:2,hair care:1,restaurant:5,footwear:1,children's footwear:1"
167,435,Greenwood Mall,Warren County,kentucky,21227,36.995634,-86.423579,113792,47223,1402737981,15447160,541.6,5.964,2,33.9,31.5,32.7,10.9,0.3,2.8,9.1,63.6,51.1,48.9,36.4,92.5,2,83.6,8.7,"jewelry:3,clothing:12,men's clothing:1,consumer electronics:1,beauty products:1,children's apparel:1,nutritional supplements:1,plus size clothing:1,personalized gifts:1,home furnishings:1, clothing:1,girl's clothing:1,women's clothing:3,women's jewelry:1,maternity clothing:1,photography:1,children's clothing:1,eyewear:1,hair care:2,restaurant:4,sporting goods:1, beauty products:1"
168,42,Arundel Mills,Baltimore city,maryland,24510,39.300213,-76.610516,620961,296685,209643241,28768302,80.944,11.108,4.2,35.7,33.1,34.4,11.7,0.4,2.3,63.7,53.6,52.9,47.1,46.4,84.2,1.8,29.6,10.7,"women's shoes:2,clothing:9,men's clothing:1,jewelry:3,nutritional supplements:2,sports clothing:1,mattress:1,consumer electronics:3,beauty products:1,children's apparel:2,fasion wholesale:1, clothing:1,personalized gifts:1,home furnishings:1,telecommunication:1,video games:1,footwear:2,girl's clothing:1,shoes:2,women's clothing:3,sports apparel:1,women's jewelry:1,coffee:1,eyewear:1,restaurant:7,cookies:1,perfume:1"
169,315,Eastwood Towne Center,Ingham County,michigan,26065,42.603534,-84.373811,280895,121281,1440343968,11894285,556.12,4.592,2.9,32.6,30.3,31.4,10.5,0.6,5.2,11.8,56.4,51.4,48.6,43.6,91.7,2.3,76.2,8.8,"girl's clothing:1,women's shoes:1,clothing:7,men's clothing:1,jewelry:1,women's clothing:2,beauty products:1,clothing & shoes:1,children's clothing:1,plus size clothing:1,furniture:3,restaurant:3,sporting goods:1,candles:1"
170,851,Plaza Carolina Puerto Rico,Miami-Dade County,florida,12086,25.610494,-80.499045,2496435,989435,4915061046,1381673402,1897.716,533.467,3.2,39.4,36.9,38.2,14.1,0.2,1.5,18.9,69.5,51.6,48.4,30.5,87.7,3.2,73.8,8.9,"jewelry:3,clothing:6,shoes:2,women's clothing:3,sports apparel:1,women's jewelry:2,headwear:1,consumer electronics:2,children's apparel:1,nutritional supplements:2,women's shoes:1,children's clothing:1, clothing:1,eyewear:2,hair care:2,restaurant:4,telecommunication:2,footwear:1, beauty products:1,video games:1,perfume:1"
171,1217,The Shops at Wiregrass,Pasco County,florida,12101,28.302024,-82.455707,464697,228928,1934425891,314858950,746.886,121.568,3.6,44.8,42.3,43.6,20.7,0.4,2.1,4.5,67,51.4,48.6,33,82.8,2.6,88.2,14.9,"girl's clothing:1,women's shoes:1,clothing:8,stuffed animals:1,makeup:1,nutritional supplements:2,sports apparel:1,women's clothing:4,beauty products:1,children's apparel:1,furniture:2, accessories:1,women's handbags:1,eyewear:2,men's gifts:1,books and digital media:1, clothing:1,children's footwear:1,maternity clothing:1,jewelry:2,footwear:2"
172,817,Parkdale Mall,Orange County,texas,48361,30.120918,-93.893358,81837,35313,864197805,118779621,333.669,45.861,1.9,39.7,37.5,38.6,14,0.5,1,8.5,72.7,50.3,49.7,27.3,87.9,2.1,86.1,17.8,"women's shoes:1,clothing:16,jewelry:4,headwear:1,beauty products:1,children's apparel:1,nutritional supplements:2, clothing:2,personalized gifts:1,home furnishings:1,telecommunication:2,footwear:1,girl's clothing:1,stuffed animals:1,shoes:1,women's clothing:5,sports apparel:1,women's jewelry:2,maternity clothing:1,photography:1,children's clothing:1,eyewear:1,hair care:1,restaurant:7,cookies:1,perfume:1"
173,167,Central Mall,Jefferson County,texas,48245,29.854,-94.149331,252273,104424,2269593704,612154349,876.295,236.354,1.8,37.4,34.9,36,12.7,0.5,3.4,33.8,66.2,48.9,51.1,33.8,89.5,8.1,52.2,11.3,"jewelry:2,clothing:7,shoes:1,women's clothing:1,sports apparel:1,skincare:1,beauty products:1,department store:1,hair care:1,photography:1,children's clothing:1,home furnishings:1,diamonds:1,footwear:1,children's apparel:1,cookies:1"
174,284,Donaldson's Crossroads,Allegheny County,pennsylvania,42003,40.46892,-79.98092,1223348,589201,1890884266,37418903,730.075,14.448,2.1,43.3,39.3,41.3,16.8,0.1,2.8,13.2,57.7,52.1,47.9,42.3,90.6,0.5,81.5,8.9,"nutritional supplements:1,restaurant:1"
175,728,Newport Crossing,Hudson County,new jersey,34017,40.731384,-74.078627,634266,270335,119634159,41755598,46.191,16.122,4.5,35.3,33.2,34.2,10.4,0.6,13.4,13.2,60.2,50.5,49.5,39.8,91.2,14.2,54,6.6,
176,57,Aviation Mall,Washington County,new york,36115,43.312377,-73.439428,63216,28844,2152756071,38083243,831.184,14.704,2.2,43.4,40.2,41.7,15.4,0.2,0.4,3,67.4,48.2,51.8,32.6,83.7,0.7,94.6,7.3,"girl's clothing:1,maternity clothing:1,clothing:6,women's clothing:3,sports clothing:1,beauty products:1,department store:1,nutritional supplements:1,hair care:1,restaurant:2,diamonds:1,telecommunication:1,sporting goods:1,jewelry:1,footwear:2"
