category,rate,name,address,url,price_range
Vietnamese,3.0 star rating,99 restaurant,,,$
Indian,4.0 star rating,little india rest bar,,,$$$
"Italian,Pizza",3.0 star rating,cosimos too!,,,$$
"Korean,Buffets",3.0 star rating,calderon fragrances,,,$$
"Nutritionists,Medical Spas,Day Spas",5.0 star rating,reflexology zone,,,$$
"Chicken Wings,Specialty Food",4.5 star rating,friendly confines rest ,,,$
Shoe Repair,4.5 star rating,heel quick shoe repair,,,
Banks & Credit Unions,4.0 star rating,charter one bank,,,
Dive Bars,4.0 star rating,iconnection,,,$
Internet Service Providers,1.5 star rating,clearwire,,,
Italian,4.0 star rating,pinstripes bowling,,,$$
"Chinese,Mongolian",3.5 star rating,great kahns monogolian,,,$$
Ice Cream & Frozen Yogurt,4.5 star rating,yo passion,,,$
"Colleges & Universities,Art Schools,Art Galleries",4.0 star rating,art leaders gallery,,,$$$$
Valet Services,5.0 star rating,valet service,,,
Travel Services,4.5 star rating,milford national bank,,,
"Leather Goods,Luggage",4.0 star rating,quilt monogramming,,,$$$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",4.5 star rating,complete wireless - verizon,,,$$
"Breakfast & Brunch,American (Traditional)",3.5 star rating,lar simulator,,,$$
"Jewelry,Watches,Watch Repair",4.5 star rating,hr jewelry repair,,,$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",4.5 star rating,t-mobile wireless kiosk ,,,$$
Pizza,3.5 star rating,chico’s,,,$
Pizza,3.5 star rating,napoly,,,$
"Electronics Repair,Mobile Phones",4.5 star rating,re-tech smartphone centers,,,$$
Hair Salons,5.0 star rating,carlton hair intl,,,$$
Golf,3.5 star rating,new york golf,,,
"American (New),Breakfast & Brunch",4.0 star rating,straw dog,,,$$
"Interior Design,Real Estate Services,Home Staging",5.0 star rating,the condo store,,,
Pizza,2.0 star rating,rosas pizza,,,$
"Sports Wear,Women's Clothing,Yoga",4.0 star rating,new york running company,,,$$$
Sewing & Alterations,4.5 star rating,stitch master,,,
Churches,,christ fellowship,,,
"Watches,Accessories",2.5 star rating,watch station,,,$$$$
Elementary Schools,,the village garden,,,
"Movers,Self Storage",4.5 star rating,simply self storage,,,
Day Spas,4.0 star rating,ava belle day spa at the relaxation zone,,,$$$
Shoe Stores,3.0 star rating,sheikh shoes,,,$$
"Local Flavor,Landmarks & Historical Buildings",4.0 star rating,ar gold treasure,,,
"Shopping Centers,Toy Stores",3.0 star rating,auntie annes pretzels food court ,,,$$
Health Markets,5.0 star rating,hi health,,,$
Shoe Stores,4.5 star rating,reflection shoes,,,$
Nail Salons,4.0 star rating,lisas nails,,,$
Comic Books,4.5 star rating,sportscard fantasy,,,$$
"Mobile Phones,Mobile Phone Repair",4.0 star rating,integrity wirelesst-mobile,,,$$
Mobile Phones,4.0 star rating,jeffrey atlanta,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,verizon beeper vibes,,,$$$
"Local Flavor,Mass Media",2.5 star rating,kangaroo express exxon,,,
"Bridal,Accessories",4.0 star rating,finishing touch accessories,,,$$$$
"Hair Salons,Hair Removal,Eyelash Service",4.5 star rating,devotion,,,$$
American (New),3.5 star rating,panini grill,,,$
"Home Decor,Furniture Stores",5.0 star rating,quality gift boutique,,,$$
Musical Instruments & Teachers,4.5 star rating,piano shop,,,$$$
"Art Galleries,Art Schools",3.5 star rating,the art league,,,$$
,,high prestige,,,
"Health Markets,Fruits & Veggies",4.0 star rating,dance co-op,,,$$
"Sandwiches,American (Traditional),Salad",4.0 star rating,scrappy sams,,,$
Mobile Phones,4.0 star rating,t-mobile exclusive,,,$$
Parks,4.0 star rating,the play factory,,,
"Accessories,Women's Clothing",,talbots women,,,
Massage,4.0 star rating,free style,,,
"Computers,Electronics,Car Stereo Installation",2.5 star rating,cell treasures,,,$$
"Hair Salons,Nail Salons,Skin Care",4.5 star rating,bella grace,,,$$$
"Hair Removal,Nail Salons,Skin Care",4.5 star rating,accessories by helen,,,$$
Nail Salons,4.0 star rating,posh nails,,,$
"Skin Care,Hair Removal,Medical Spas",4.5 star rating,ideal image,,,$$
"Coffee & Tea,Bubble Tea,Cafes",3.5 star rating,boba cafe,,,$
Colleges & Universities,4.5 star rating,texas workforce comm ,,,
"Massage,Nail Salons,Hair Removal",4.0 star rating,melody nails,,,$$$
"Desserts,Ice Cream & Frozen Yogurt",4.5 star rating,gelato maker,,,$
"Venues & Event Spaces,Dance Clubs",4.0 star rating,margarita jones,,,$$
Stadiums & Arenas,4.5 star rating,university box office,,,
"Karaoke,Bars",4.0 star rating,tropical cigars,,,$
"Beer, Wine & Spirits",4.5 star rating,haagen dazsk c fine belgian chocolates,,,$$
"American (New),Music Venues,Beer, Wine & Spirits",4.0 star rating,kamps shoes,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.0 star rating,elias diamonds,,,$$$
Mexican,4.0 star rating,sav-a-lot,,,$
Ice Cream & Frozen Yogurt,4.5 star rating,farrells ice cream,,,$
Day Spas,4.0 star rating,nancy walls electrolysis,,,$$
"Chinese,Asian Fusion",3.5 star rating,trinity brown childcare,,,$$
"Skin Care,Massage",3.0 star rating,massage envyspa,,,$$
Accessories,4.0 star rating,kipling,,,
"Men's Clothing,Women's Clothing",4.5 star rating,san diego surf company,,,$$$
Stadiums & Arenas,4.5 star rating,cardinal camera,,,
"Skin Care,Massage,Laser Hair Removal",4.5 star rating,encore tanning salon,,,$$$
Eyewear & Opticians,5.0 star rating,sunglass hut level 2 ,,,$$$
"Carpeting,Kitchen & Bath,Flooring",3.0 star rating,pecan hill antiques,,,$$
Mexican,3.0 star rating,la suprema,,,$$
Cosmetology Schools,3.0 star rating,marinellos beauty school,,,
"Vegan,Mexican",4.0 star rating,christines bistro,,,$$
"Colleges & Universities,Art Schools,Art Galleries",3.5 star rating,renees ceramic cafe,,,$$$
"Movers,Home Cleaning,Junk Removal & Hauling",5.0 star rating,franklin community serv ,,,
Musical Instruments & Teachers,3.5 star rating,dbz,,,$$$
Lawyers,,r stafford,,,
"Day Spas,Laser Hair Removal,Medical Spas",,new you spa,,,
Bakeries,4.0 star rating,andersen bakery and cafe,,,$
"Mexican,Breakfast & Brunch,Fast Food",4.0 star rating,mexican express,,,$
"Event Photography,Session Photography",5.0 star rating,hollywood shots,,,
Body Shops,4.5 star rating,dna2050,,,
Italian,3.5 star rating,maggianos little italy,,,$$
"Music & DVDs,Bookstores",4.5 star rating,fifth avenue news,,,$
"Cosmetic Surgeons,Medical Spas",4.5 star rating,smile rejuvenation,,,
Car Dealers,4.0 star rating,great lakes mercedes,,,
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,gold fever,,,$
"Ice Cream & Frozen Yogurt,Bakeries",4.5 star rating,bellas cream n crepes,,,$
Department Stores,4.0 star rating,macy*s women,,,$$$
"Furniture Stores,Mattresses",4.0 star rating,designer furn warehouse,,,$$
"Martial Arts,Gyms",5.0 star rating,smash,,,
"American (Traditional),Burgers,Pizza",4.0 star rating,sams burgers,,,$
"Landmarks & Historical Buildings,Tours",3.5 star rating,stagg shoppe,,,
Ice Cream & Frozen Yogurt,2.5 star rating,baskins,,,$
"Italian,Pizza",4.0 star rating,famous johnnys pizza,,,$$
"Hair Salons,Massage,Skin Care",5.0 star rating,sola salon,,,$$
Pizza,3.5 star rating,brothers pizza,,,$
"Middle Eastern,Afghan",4.5 star rating,khoury bros jewelers,,,$$
"Grocery,Bakeries,Beer, Wine & Spirits",4.5 star rating,royal blue grocery,,,$$
"American (New),Cocktail Bars",4.0 star rating,hollyrock miller,,,$$$
"Local Flavor,Mass Media",2.5 star rating,armed forces career ctr ,,,
Shared Office Spaces,,meeting room a,,,
"Tours,Travel Services",4.5 star rating,meeting room b,,,
Bakeries,4.0 star rating,dolce italian tableware,,,$$
Tours,5.0 star rating,princess diaries,,,
Massage Therapy,5.0 star rating,kids health club,,,
Hair Salons,4.5 star rating,salon montage,,,
"Watches,Watch Repair",4.5 star rating,watch zone,,,$$
"Vietnamese,Sandwiches",3.5 star rating,ashalis,,,$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,consumer support assoc ,,,$$
"Shoe Stores,Sports Wear,Outdoor Gear",5.0 star rating,feet beat,,,$$
"Pizza,Korean",4.0 star rating,bobs pizza,,,$
"Seafood,American (New),Live/Raw Food",3.5 star rating,pike county physical thpy,,,$$$
"Vietnamese,Asian Fusion,French",4.0 star rating,aveda verte,,,$$
Banks & Credit Unions,4.0 star rating,alameda credit union,,,
Shipping Centers,3.5 star rating,buffalos,,,
Jewelry,2.0 star rating,kay jewelers,,,$$
Cosmetics & Beauty Supply,4.0 star rating,black creek botanicals,,,$$$
Pizza,,pizza time,,,
"Counseling & Mental Health,Hypnosis/Hypnotherapy",5.0 star rating,her-she,,,
Mexican,4.0 star rating,qdoba mexican grill,,,$
Jewelry,5.0 star rating,jewelry emporium,,,$$
"Session Photography,Event Photography",5.0 star rating,la portrait boutique,,,
Department Stores,3.5 star rating, bjp body jewelry plus,,,$$$$
Tattoo,5.0 star rating,gregs airbrushing,,,$$$
"Event Photography,Party Equipment Rentals",5.0 star rating,community booth,,,
"Videographers,Video/Film Production",5.0 star rating,creative watch,,,
General Dentistry,5.0 star rating,i smile dentistry,,,
"Furniture Stores,Mattresses,Rugs",5.0 star rating,roomful express furniture,,,$
"Pet Stores,Pet Groomers",4.5 star rating,mini pet mart,,,
"Grocery,Drugstores,Discount Store",2.0 star rating,wal mart,,,$
Toy Stores,4.5 star rating,a childs delight,,,$$
Tobacco Shops,4.0 star rating,the epitome smoke shop,,,$$
"Gay Bars,Dive Bars",4.0 star rating,the bear dance boutique,,,$
"Eyewear & Opticians,Optometrists",4.0 star rating,milan optique,,,$$
Coffee & Tea,,java shack,,,$
"Accessories,Hats",4.5 star rating,accessory planet,,,$$
Home Decor,4.5 star rating,uniform factory ,,,$$$$
"Real Estate Agents,Real Estate Services",5.0 star rating,borders closing ,,,
Shoe Stores,4.5 star rating,birkenstock feet first,,,$$$
Video/Film Production,,dellaria,,,
"Desserts,Food Stands",4.5 star rating,njoy,,,$
Shoe Stores,3.5 star rating,step in,,,$$
Bakeries,4.5 star rating,salam market and bakery,,,$
"Mobile Phones,Electronics,Internet Service Providers",3.0 star rating,verizon wireless - high pointe commons,,,$$$
Barbeque,4.0 star rating,bird dog barbecue,,,$$
Chinese,4.0 star rating,great kahns mongolian bbq,,,$$
"Music & DVDs,Bookstores",4.5 star rating,international electronics superstore,,,$
"Bars,American (Traditional),Tobacco Shops",3.5 star rating,bayside cigars,,,$$
"Children's Clothing,Accessories",4.0 star rating,gap and gap kids,,,$$
Police Departments,3.0 star rating,community police center,,,
Party & Event Planning,5.0 star rating,winslows hallmark,,,
"Men's Clothing,Formal Wear",2.0 star rating,mens wearhouse,,,$$
Internet Service Providers,2.5 star rating,crossroads wireless,,,
Nail Salons,4.5 star rating,strictly nails,,,$
,,fragranza,,,
"Men's Clothing,Women's Clothing",4.0 star rating,suits to impress,,,$$$
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,rascals to rebels,,,$$
Bridal,5.0 star rating,johnston research group,,,$$$$
"Hair Salons,Cosmetics & Beauty Supply",4.5 star rating,afro beauty,,,$$$
"Grocery,Meat Shops",4.0 star rating,pizza hut-taco bell,,,$$$
Pet Stores,4.5 star rating,petpeople,,,
Hair Salons,3.5 star rating,for-tu-ity,,,$$
"Women's Clothing,Accessories",3.5 star rating,idress,,,$$$
"Vegan,Mexican",4.0 star rating,madres mexican,,,$$
Bankruptcy Law,5.0 star rating,j patrick may law office,,,
"Vietnamese,American (Traditional)",3.5 star rating,mayflower restuarant,,,$
Cinema,3.0 star rating,tinseltown 17,,,
"Cosmetics & Beauty Supply,Hair Salons",3.5 star rating,ultra,,,$$
Hotels,,windsor ,,,
"Creperies,Food Stands",4.5 star rating,crepes de paris,,,$
"Furniture Stores,Home Decor,Used, Vintage & Consignment",4.5 star rating,texas store,,,$$
"Windows Installation,Hardware Stores",4.0 star rating,frameworks,,,$$$
Trainers,5.0 star rating,core fitness,,,
"Women's Clothing,Shoe Stores,Men's Clothing",3.5 star rating,republic of couture,,,$$$$
"American (New),Jazz & Blues",4.0 star rating,boardwalk winery,,,$$$
Tobacco Shops,4.0 star rating,smoke royal,,,$$
Dentists,,dental works,,,
Mexican,3.0 star rating,cafe rio,,,$
Banks & Credit Unions,3.0 star rating,comercia bank,,,
"Used, Vintage & Consignment,Women's Clothing,Men's Clothing",3.5 star rating,glamorous fashion,,,$$$
"Seafood,Live/Raw Food",4.0 star rating,white river fish house,,,$$$
"Coffee & Tea,Vietnamese,Sandwiches",4.0 star rating,lindas cafe,,,$
"Chinese,Vietnamese",4.0 star rating,big bowl,,,$
Auto Repair,5.0 star rating,euromodo,,,
Cosmetics & Beauty Supply,4.5 star rating,international perfumery,,,$$$
Cosmetics & Beauty Supply,4.0 star rating,perfume depot,,,$$$
Cannabis Clinics,4.5 star rating,i m a g e personal train,,,
"Trainers,Dance Schools",5.0 star rating,iinstructor,,,
Car Dealers,4.5 star rating,infinity,,,
"Hair Salons,Skin Care",4.5 star rating,m antoinette spa service,,,$$$
"Japanese,Buffets,Dim Sum",3.5 star rating,tomi sushiseafood,,,$$
"Sewing & Alterations,Dry Cleaning & Laundry",3.5 star rating,dryclean usa,,,$$
"Bridal,Outlet Stores",4.0 star rating,dress my cell,,,$$
"Tattoo,Piercing,Jewelry",4.5 star rating,r m jewelers,,,$$
"Coffee & Tea,Sandwiches,Bagels",4.0 star rating,between rounds,,,$
"Seafood,American (Traditional)",2.5 star rating,reb lobster,,,$$
"Women's Clothing,Men's Clothing,Accessories",5.0 star rating,wardrobe the boutique,,,$$$
Women's Clothing,3.5 star rating,susies deals,,,$
"Beer, Wine & Spirits",4.0 star rating,liquor collection,,,$$$
"Electronics,Music & DVDs,Appliances & Repair",2.5 star rating,samsung experience,,,$$
Art Galleries,,the peanut gallery,,,
Diagnostic Services,3.0 star rating,quest diagnostics,,,
Hair Salons,3.5 star rating,miamax,,,$$
Barbers,4.0 star rating,mens ultimate grooming,,,$$
Bookstores,4.0 star rating,henry wilson jewelers,,,$$
"Day Spas,Skin Care,Massage",5.0 star rating,nail pro iii,,,$$
"Chinese,Sushi Bars,Buffets",2.0 star rating,king buffet,,,$$
"Korean,Barbeque",3.0 star rating,seoul garden,,,$$
Barbers,4.5 star rating,metro barber,,,$$
"Home Decor,Gift Shops,Cosmetics & Beauty Supply",4.5 star rating,boutique at the ridge,,,$$
"Performing Arts,Art Schools",4.0 star rating,the rainmaker institute,,,
"Hair Salons,Hair Removal,Skin Care",4.5 star rating,the beauty spot,,,$
Architects,,interior architects,,,
"Session Photography,Event Photography",4.5 star rating,images by denise,,,
"Local Flavor,Mass Media",2.5 star rating,amuse star,,,
Optometrists,4.5 star rating,center for profl develop,,,
"Art Supplies,Hobby Shops",3.5 star rating,gold buyers hawaii,,,$$
"Grocery,Beer, Wine & Spirits,Meat Shops",3.5 star rating,vine expressions,,,$$$
Real Estate Agents,5.0 star rating,monique,,,
"Cafes,Coffee & Tea",4.0 star rating,baristas espresso cafe,,,$
"Spanish,Tapas Bars,Wine Bars",4.0 star rating,20 nine rest wine bar,,,$$
Jewelry,4.5 star rating,john paul fine jewelry,,,$$
"Hair Salons,Waxing,Skin Care",5.0 star rating,valerie joseph,,,$$$
Churches,5.0 star rating,praise quest,,,
Restaurants,,antonios restaurant,,,
"Venues & Event Spaces,Art Galleries",4.5 star rating,streetgames,,,$$
Mexican,3.5 star rating,gorditas chiwas,,,$$
Jewelry,5.0 star rating,jewelry shop,,,$$
"Women's Clothing,Men's Clothing,Used, Vintage & Consignment",4.0 star rating,local fever,,,$
Nurseries & Gardening,4.0 star rating,whats kickin maternity,,,$$
Japanese,3.0 star rating,o izakaya lounge,,,$$
"American (New),Wine Bars",3.5 star rating,violet crown cinema,,,$$$
Museums,4.0 star rating,united states armed forces career center - army,,,
"Art Galleries,Interior Design,Framing",5.0 star rating,art smart,,,$$
"Arts & Crafts,Personal Shopping",4.5 star rating,african imports,,,$
American (New),4.0 star rating,the original honeys,,,$$$$
Antiques,4.5 star rating,alta jewelers,,,$$
"Gyms,Trainers,Boxing",5.0 star rating,max 15,,,
"Jewelry,Watches",4.5 star rating,forever silver-e pearl,,,$$
Jewelry,4.0 star rating,milano diamond,,,
"Breakfast & Brunch,French,Soul Food",4.0 star rating,max 10,,,$$
"Appliances & Repair,Appliances,Handyman",4.5 star rating,forx vacuum,,,
"Men's Clothing,Women's Clothing",4.0 star rating,thomas pink,,,$$$
Apartments,3.5 star rating,joel jones furniture,,,
Jewelry,4.5 star rating,kathy james jewelry,,,$$
Hair Salons,4.5 star rating,regis signature salon,,,$$
"Health Markets,Fruits & Veggies",4.0 star rating,kiwi consignment,,,$$
"Flowers & Gifts,Jewelry",4.5 star rating,classic duck,,,$$
Guns & Ammo,4.5 star rating,jiffy lube at sears,,,$$
"Cosmetics & Beauty Supply,Bridal",5.0 star rating,perfumes watches more,,,
"Ice Cream & Frozen Yogurt,Creperies",4.5 star rating,la creperie cafe,,,$
Nail Salons,3.5 star rating,nails by olivia,,,$
"Vegetarian,Juice Bars & Smoothies,Coffee & Tea",4.0 star rating,planet smoothie,,,$$
"Hotels,Bed & Breakfast",4.5 star rating,printville,,,$$
"Cards & Stationery,Bridal",4.5 star rating,engraving pros,,,$$
"Martial Arts,Fencing Clubs",5.0 star rating,halberstadts,,,
Italian,4.0 star rating,asti ditalia - fine italian restaurant,,,$$
Photographers,5.0 star rating,personally yours,,,
"Greek,Mediterranean",4.5 star rating,greek in the box,,,$$$
Bookstores,4.0 star rating,family christian stores,,,$$
Hair Removal,3.5 star rating,hollywood eyebrow,,,$
Hotels,4.0 star rating,mall of georgia conference center,,,$$$
"Performing Arts,Opera & Ballet",4.0 star rating,day crescendo,,,
"Body Shops,Auto Detailing,Auto Repair",4.5 star rating,pro sport ,,,
American (Traditional),3.5 star rating,myers grill,,,$$
"Cards & Stationery,Notaries,Toy Stores",4.0 star rating,patricks hallmark,,,$$
"Hardware Stores,Building Supplies,Plumbing",4.5 star rating,old duffers stuff,,,$$
Farmers Market,4.5 star rating,twin liquors marketplace,,,$$
"Skin Care,Cosmetics & Beauty Supply",5.0 star rating,things of beauty,,,$$
"Indian,Coffee & Tea,Internet Cafes",4.0 star rating,lotus express,,,$
Florists,4.5 star rating,white tulip florist,,,$$
Mobile Phones,,global wireless,,,
Hair Salons,4.5 star rating,azure salon,,,$$
"Shoe Stores,Men's Clothing",4.5 star rating,underground by journeys,,,$$$
"Hair Stylists,Blow Dry/Out Services",5.0 star rating,urban hairstylists,,,$$$
"Delis,Sandwiches",4.5 star rating,goldbergs stage deli,,,$$
Thrift Stores,4.0 star rating,april cornell,,,$
"Hair Salons,Skin Care,Nail Salons",5.0 star rating,citrine,,,$$$
Baby Gear & Furniture,3.5 star rating,baby depot at burlington coat factory,,,$
,,u s army,,,
Hair Salons,4.0 star rating,carolyns hallmark,,,$$$
American (New),3.5 star rating,ogden sports,,,$$$
Dry Cleaning & Laundry,4.5 star rating,mandee,,,$
Public Services & Government,4.0 star rating,dept motor vehicles,,,
Sushi Bars,3.5 star rating,tinos greek cafe,,,$$
"Pet Training,Dog Walkers",5.0 star rating,queen city pets,,,
"Sandwiches,Delis,Fast Food",3.0 star rating,togos,,,$
Insurance,3.0 star rating,american fidelity,,,
"Desserts,Food Stands",4.5 star rating,cookie time,,,$
Watch Repair,4.5 star rating,he clocks,,,
"Italian,Bars,Pizza",3.5 star rating,paris bleu parfums,,,$$
"Chinese,Bars",3.5 star rating,mulan restaurant,,,$$
"Computers,Electronics",2.5 star rating,renton western,,,$$
Cards & Stationery,4.0 star rating,hallmark amys,,,$$
Sports Wear,,pro sports,,,
Heating & Air Conditioning/HVAC,4.5 star rating,apollo,,,
Professional Sports Teams,4.5 star rating,the sox market,,,
"Hotels,Venues & Event Spaces",4.0 star rating,the gallery at sheraton,,,$$$
Kitchen & Bath,4.0 star rating,palais royal,,,$$
"Candy Stores,Chocolatiers & Shops",4.5 star rating,caramel corn shoppe,,,$
"Mortgage Brokers,Financial Services",3.5 star rating,wells fargo home mortgage,,,
Pet Stores,4.5 star rating,family pet center,,,
"Specialty Schools,Venues & Event Spaces,Playgrounds",4.0 star rating,bee active toys,,,
Dog Walkers,,match point,,,
"Bespoke Clothing,Men's Clothing",5.0 star rating,suit factory,,,$$$
Cafes,3.5 star rating,moonlight,,,$$
"Candy Stores,Chocolatiers & Shops,Flowers & Gifts",4.5 star rating,nuts n stuff,,,$$
"Arts & Crafts,Jewelry",3.0 star rating,knights jewelry,,,$$
"Auto Repair,Body Shops",5.0 star rating,pavilions auto care,,,
"Art Galleries,Venues & Event Spaces",4.5 star rating,artists loft gallery,,,$$$
"Sandwiches,Cheesesteaks",4.0 star rating,the great steak escape,,,$
Insurance,4.5 star rating,sky bank,,,
Plus Size Fashion,3.0 star rating,ashley stewart,,,
"Waxing,Spray Tanning",4.5 star rating,tatyana jewelry,,,$$
"Sandwiches,American (New)",4.0 star rating,bistro n,,,$$
"Delis,Sandwiches,Breakfast & Brunch",4.0 star rating,jays deli,,,$$
"Nail Salons,Hair Removal",5.0 star rating,escape nail spa,,,$$
"Women's Clothing,Children's Clothing",3.0 star rating,hawaii island creations,,,$$
Thai,4.0 star rating,tomeddies,,,$$
"Men's Clothing,Accessories,Women's Clothing",4.0 star rating,bowie tailor,,,$$$
"Videographers,Video/Film Production",5.0 star rating,romantic moments,,,
"Candy Stores,Chocolatiers & Shops,Flowers & Gifts",4.5 star rating,mount baker candy ,,,$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,clarks england,,,$$
"Home Decor,Kitchen & Bath",3.5 star rating,annas linens,,,$
"Grocery,Japanese,Hawaiian",4.5 star rating,fab rik,,,$
Thrift Stores,3.0 star rating,second time around,,,$
"Party Supplies,Party & Event Planning",4.0 star rating,unica,,,
"Cards & Stationery,Bridal",4.5 star rating,wedding design center,,,$$
Jewelry,5.0 star rating,diamond exchange,,,$$
Hair Salons,4.5 star rating,royal beauty salon,,,$
Hair Salons,4.0 star rating,professional hair and kidz cuts,,,$$
"Japanese,Lounges",4.0 star rating,firebirds wood fired grill,,,$$$
Apartments,2.0 star rating,fountain park,,,
Jewelry,3.0 star rating,jewelry collections,,,
"Ice Cream & Frozen Yogurt,Creperies,Gelato",3.0 star rating,melt gelato,,,$
Shoe Repair,4.5 star rating,shoe shines by classic shine,,,
"Performing Arts,Dance Schools",4.5 star rating,santa fe kids,,,
"Computers,Mobile Phones,IT Services & Computer Repair",3.0 star rating,zagg invisible shield,,,$$$
Hair Salons,4.0 star rating,gene juarez salon,,,$$
"Used, Vintage & Consignment,Children's Clothing",,jacadi,,,
Shoe Repair,2.0 star rating,instant shoe care,,,
"Sports Wear,Outdoor Gear,Bikes",4.0 star rating,rei,,,$$$
Community Service/Non-Profit,3.5 star rating,family resource center,,,
Furniture Stores,5.0 star rating,home store futon gallery,,,$$
"Seafood,Fish & Chips",4.0 star rating,seaport grill,,,$$
Dry Cleaning & Laundry,4.0 star rating,cho tailor,,,$$$$
"Men's Clothing,Women's Clothing,Books, Mags, Music & Video",4.5 star rating,sams collections,,,$$
"Department Stores,Grocery",4.0 star rating,hannah ds,,,$$
Cosmetics & Beauty Supply,2.5 star rating,perfumeria,,,
"Arts & Crafts,Local Flavor,Art Galleries",5.0 star rating,youth spirit,,,$
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,mariners team store,,,$$
Painters,5.0 star rating,ontime,,,
"Watches,Watch Repair",4.5 star rating,adams watch repair,,,
Transportation,5.0 star rating,s - line,,,
Juice Bars & Smoothies,4.0 star rating,jamba juice,,,$
"Optometrists,Eyewear & Opticians",4.5 star rating,for eyes,,,$$
Makeup Artists,5.0 star rating,face stockholm,,,
Personal Shopping,5.0 star rating,pleasure scents,,,$$
Jewelry,4.0 star rating,hallmark js hallmark ,,,$$
"Medical Centers,Hospitals",4.0 star rating,dallas steele d d s ,,,
"Fast Food,Mexican",2.5 star rating,lakeshore grille,,,$
"Nail Salons,Hair Removal",5.0 star rating,stamping nail art,,,$$
"Photographers,Video/Film Production",5.0 star rating,carlton fields p a ,,,
Italian,4.0 star rating,la lupa di roma,,,$$
,,sleep experts,,,
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,philly diamond connection,,,$$
"Women's Clothing,Accessories,Eyewear & Opticians",4.0 star rating,ch; cafeteria,,,$$$$
"Skin Care,Cosmetics & Beauty Supply",4.0 star rating,octane jeans,,,$$$
"Accessories,Men's Clothing,Women's Clothing",4.5 star rating,niche boutique,,,$$$
Mexican,4.5 star rating,sonora lung c a r e,,,$$
"Arts & Crafts,Flowers & Gifts",4.5 star rating,lighthouse gifts,,,$$
Skin Care,4.0 star rating,aveda environmental lifestyle,,,$$$
"Women's Clothing,Art Galleries,Accessories",5.0 star rating,city fashion for kids,,,$$
"Bars,American (Traditional)",4.0 star rating,danos liquors,,,$$
"American (New),Modern European,Breakfast & Brunch",4.0 star rating,riviera maya mexican rest,,,$$$
Chinese,3.5 star rating,chens wok,,,$$
"Performing Arts,Music Venues",4.5 star rating,new world symphony,,,$$$
Hair Salons,4.5 star rating,hip salon,,,$$$
"Parks,Local Flavor",4.5 star rating,pride athl cheerleading,,,
Bakeries,3.0 star rating,cookie bouquet,,,$$$$
"Gyms,Trainers,Yoga",3.5 star rating,crunch,,,
"Desserts,American (Traditional)",3.0 star rating,cheesecake factory restaurant,,,$$
Men's Clothing,3.5 star rating,st croix,,,$$$
Toy Stores,4.0 star rating,incredible toys,,,$$
"Children's Clothing,Accessories",4.5 star rating,oskkosh bgosh,,,$$
Electronics,4.5 star rating,bose entertainment center,,,$$$
"Women's Clothing,Accessories,Cosmetics & Beauty Supply",4.0 star rating,elegance perfume,,,$$$$
"Hair Salons,Skin Care,Nail Salons",4.5 star rating,nails n more by dawn,,,$$
Sandwiches,4.5 star rating,mckenzie tribe,,,$$
"Chinese,Vietnamese",4.0 star rating,mi; bank,,,$
"Skin Care,Laser Hair Removal,Medical Spas",5.0 star rating,reveal medspa,,,$$$
"Coffee & Tea,Sandwiches,Bagels",4.5 star rating,sammys @ the square,,,$
"Bakeries,Cafes",4.0 star rating,lightin jack bar b que,,,$
"Vegan,Vegetarian,Pizza",4.0 star rating,soyrice,,,$$
"Art Galleries,Venues & Event Spaces",4.5 star rating,the hive gallery,,,$
"Japanese,Bars",3.0 star rating,tokyo sushi bar,,,$$
Travel Services,5.0 star rating,liberty travel,,,
"Uniforms,Shoe Stores",4.0 star rating,uniforms,,,$
,,scottrade inc ,,,
"Women's Clothing,Accessories,Swimwear",3.5 star rating,dianes beachwear,,,$$$
"Watches,Accessories",2.5 star rating,watch station international,,,$$$$
"Antiques,Used, Vintage & Consignment",4.5 star rating,hogans retro collectible,,,$$
Apartments,1.5 star rating,casa del sol,,,
"Museums,Art Galleries",4.5 star rating,lego coming soon ,,,$
Bakeries,4.0 star rating,a taste for life,,,$$
"Health & Medical,Bookstores",4.5 star rating,coventry newsstand,,,$$
Thai,3.5 star rating,the ivy,,,$$
"General Dentistry,Orthodontists,Cosmetic Dentists",5.0 star rating,american dental center,,,
Shoe Repair,4.5 star rating,shoeshine repair,,,
"Hair Salons,Nail Salons",3.0 star rating,snip its,,,$$$
"Local Flavor,Mass Media",2.5 star rating,westside license agency,,,
"Coffee & Tea,Sandwiches,Bagels",4.0 star rating,courtyard cafe and lounge,,,$
"Parks,Landmarks & Historical Buildings",4.5 star rating,campfire usa,,,
Ice Cream & Frozen Yogurt,4.5 star rating,honeybee bakery,,,$
Tanning,,suntan city,,,
