category,rate,name,address,url,price_range
"American (New),Pizza,Breweries",3.0 star rating,peachberry yogurt,,,$$
"Tattoo,Art Galleries",5.0 star rating,echo gallery,,,$$$
,,mobile communications,,,
Chinese,4.0 star rating,hunan chinese gourmet,,,$$
Cinema,4.5 star rating,college square theatres,,,
"Shoe Stores,Men's Clothing,Uniforms",3.0 star rating,work world,,,$$
"Coffee & Tea,Cafes,Tea Rooms",4.0 star rating,queenias flowers,,,$
Colleges & Universities,3.0 star rating,texas am university,,,
"French,American (Traditional)",4.0 star rating,virage salon,,,$$$
"Local Flavor,Mass Media",2.5 star rating,irc sheriffs sub-station,,,
"Parking,Airport Shuttles,Travel Services",3.0 star rating,v i p luggage,,,
Department Stores,3.5 star rating,marshalls megastore,,,$$$$
"Desserts,American (Traditional)",3.0 star rating,arkansas revenue dept ,,,$$
Watch Repair,5.0 star rating,father time,,,
Mobile Phones,3.0 star rating,a-z wireless,,,$$
Museums,4.5 star rating,museum of fine arts,,,
"Jewelry,Watches",4.5 star rating,simon gift cards,,,$$
Women's Clothing,3.5 star rating,rich girl,,,$$$
Pet Groomers,3.5 star rating,uptown pups,,,
Shopping Centers,3.5 star rating,subway kiosk,,,$$$
"Hot Dogs,Street Vendors",4.5 star rating,orange tree hot dogs,,,$
Grocery,3.5 star rating,lake arrowhead pilates,,,$$$
Grocery,2.0 star rating,stop nshop,,,
Florists,4.5 star rating,sylvias designer touch,,,$$
"Outlet Stores,Shopping Centers",3.5 star rating,gilly hicks,,,$$
Eyewear & Opticians,5.0 star rating,sunglass company,,,$$$
"Turkish,Mediterranean",4.5 star rating,istanbul kebab house,,,$$
,,iceberg,,,
"Performing Arts,Music Venues",4.5 star rating,jazz at lincoln center,,,$$$
Jewelry,4.5 star rating,jewelry repair center,,,$$
"Hair Salons,Barbers",5.0 star rating,vogue 11 salon,,,$$$
Mobile Phones,4.0 star rating,cell phone store t mobile,,,$$
"Furniture Stores,Mattresses,Rugs",5.0 star rating,california sidewalk,,,$
Taiwanese,3.5 star rating,grand harbor,,,$
"Fast Food,Burgers",4.0 star rating,in-n-out burger,,,$
Ice Cream & Frozen Yogurt,4.0 star rating,cefiore frozen yogurt,,,$
Shopping Centers,3.5 star rating,4d gelato,,,$$
Shopping Centers,2.0 star rating,westgate optical,,,$$
"Hair Extensions,Nail Salons",4.5 star rating,lee nail salon,,,$$$
Mobile Phones,3.0 star rating,wireless store,,,$$$$
Shoe Stores,4.5 star rating,sunset birkenstock,,,$$$
"Musical Instruments & Teachers,Electronics Repair",5.0 star rating,guitar factory,,,$$$
"Acupuncture,Massage",5.0 star rating,q- bargains,,,$
"American (Traditional),Breakfast & Brunch,Burgers",2.5 star rating,ruby tuesday,,,$$
,,sunshine company,,,
"Shoe Stores,Sports Wear",5.0 star rating,the competitor,,,$$
Shoe Stores,3.5 star rating,the shoe box,,,$$
Hot Tub & Pool,5.0 star rating,leslies pool,,,$$$
"Sandwiches,American (New)",4.0 star rating,nordstrom cafe bistro,,,$$
"Bakeries,Desserts",4.5 star rating,great american cookie ,,,$
Cinema,4.5 star rating,amc santa anita 16,,,
"Sports Wear,Bikes,Outdoor Gear",4.5 star rating,swim nsport,,,$$
Optometrists,4.5 star rating,si trends,,,
Florists,4.5 star rating,cynthias gifts,,,$$$
"Coffee & Tea,Breakfast & Brunch,Sandwiches",4.0 star rating,eats market cafe,,,$
"Arts & Crafts,Knitting Supplies,Hobby Shops",3.0 star rating,charleston bead company,,,$$
Vietnamese,3.5 star rating,lotus,,,$$
"Chinese,Food Trucks",4.0 star rating,fairgrounds deli,,,$
Dry Cleaning & Laundry,3.5 star rating,embarcadero cleaners,,,$$
"Seafood,Gluten-Free,Mexican",4.0 star rating,cabo grande,,,$$
"Women's Clothing,Home Decor,Jewelry",4.0 star rating,sunglass division,,,$$$
Shoe Stores,4.5 star rating,leather and shoes,,,$$$
"Men's Clothing,Women's Clothing,Department Stores",2.0 star rating,macys - furniture gallery,,,$$
"Hair Salons,Makeup Artists",5.0 star rating,fan hair braiding,,,$$$
"Electronics Repair,Mobile Phone Repair",5.0 star rating,aarons,,,
Toy Stores,3.0 star rating,toyscollectables,,,$$$$
Medical Centers,3.0 star rating,st josephs mercy care,,,
Departments of Motor Vehicles,3.0 star rating,state of new jersey dmv,,,
Shanghainese,3.5 star rating,steamers dumplings,,,$
Barbeque,3.5 star rating,barbecue works,,,$$
Sewing & Alterations,5.0 star rating,alterations to go,,,
Personal Shopping,5.0 star rating,top line fashion,,,$$
Print Media,5.0 star rating,as newstand,,,
Sports Wear,3.0 star rating,sports plus,,,$$
"Makeup Artists,Hair Stylists",4.5 star rating,glamour secrets,,,$$$
"Home Decor,Furniture Stores",4.5 star rating,texas gifts,,,$$$
Bookstores,3.5 star rating,libreria martinez,,,$
Burgers,3.5 star rating,markusburgers,,,$
Sewing & Alterations,4.5 star rating,royal tuxedo,,,
"Chinese,Asian Fusion",3.5 star rating,news stand northlake mall,,,$$
"Mediterranean,Sandwiches",4.0 star rating,its a wrap,,,$
"Massage,Massage Therapy",5.0 star rating,massage therapy,,,$$
"Electronics,Mobile Phones,Internet Service Providers",2.5 star rating,g3 wireless,,,$$$$
Food,3.5 star rating,quick wok,,,$
Hardware Stores,4.5 star rating,tinas hallmark,,,$$
Auto Repair,2.0 star rating,tidewater safety shoes,,,
"Austrian,Bars",4.5 star rating,nadenes trading post,,,$$
"Massage,Day Spas,Skin Care",5.0 star rating,heuser chiropractic,,,$$$
"Optometrists,Doctors,Medical Supplies",3.0 star rating,dr holbert optometrists,,,$$$
Sandwiches,4.5 star rating,mendocino farms,,,$$
"Mobile Phones,Mobile Phone Repair",4.0 star rating,mr wireless,,,$$
Chinese,4.0 star rating,the wok,,,$
Children's Clothing,2.5 star rating,mimis tutu boutique,,,$$$
"Delis,Sandwiches",4.5 star rating,wilhelms full belly deli,,,$
Tutoring Centers,5.0 star rating,mathnasium,,,
Golf,4.5 star rating,olympic golf,,,
Mobile Phones,3.0 star rating,sprint store,,,$$
"Chinese,Asian Fusion,Thai",3.5 star rating,wild wok asian bistro,,,$
"Banks & Credit Unions,Investing",4.5 star rating,independent bank,,,
"Mexican,Tex-Mex",3.5 star rating,cancun mex margarita,,,$
"Pilates,Boot Camps,Gyms",5.0 star rating,plaza fitness,,,
"Music & DVDs,Videos & Video Game Rental",4.5 star rating,singer specs,,,$$
American (New),4.0 star rating,garibaldis,,,$$$
Wine Bars,3.5 star rating,market cellars,,,$$
"Used, Vintage & Consignment,Women's Clothing,Men's Clothing",3.5 star rating,dynasty sports,,,$$$
"Shanghainese,Dim Sum",4.0 star rating,shanghai park,,,$
"Sandwiches,Food Trucks",4.5 star rating,roly poly,,,$
"Martial Arts,Tai Chi",5.0 star rating,juns world championship tae kwon do,,,
"Delis,Sandwiches",4.0 star rating,belis,,,$
"Music Venues,Dive Bars",4.0 star rating,calander club,,,$
"Mobile Phone Repair,Electronics Repair,Mobile Phones",5.0 star rating,totally cellular,,,$$
"Candy Stores,Chocolatiers & Shops",4.0 star rating,jimbos naturally,,,$$
"Toy Stores,Hobby Shops",4.5 star rating,toyland,,,$$
Coffee & Tea,4.5 star rating,nordstrom - ebar,,,$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,ron jon surf shop,,,$$
Photographers,5.0 star rating,instyle photo fun,,,
"Lingerie,Women's Clothing",4.0 star rating,ross simons,,,$$$
Coffee & Tea,3.5 star rating,cafe roma,,,$$
Sandwiches,4.5 star rating,my friends place,,,$$
"Specialty Food,Kitchen & Bath",4.5 star rating,master wok coming soon! ,,,$
"American (Traditional),Breakfast & Brunch",4.0 star rating,gloria jeans cafe,,,$$
"Day Spas,Massage,Skin Care",5.0 star rating,serenity aveda lifestyle salon,,,$$
"Motorcycle Dealers,Motorcycle Rental,Motorcycle Repair",4.0 star rating,western classics,,,
Libraries,4.5 star rating,library connection,,,
"Desserts,Food Delivery Services",5.0 star rating,thats the way the cookie,,,$
Pet Stores,5.0 star rating,the puppy store,,,
Architects,,prototype,,,
"Women's Clothing,Men's Clothing",3.0 star rating,miltons the store for men,,,$$
"Southern,Soul Food",4.0 star rating,zaxbys,,,$$
Dry Cleaning & Laundry,4.0 star rating,rencen cleaners,,,$$
Hotels,3.5 star rating,chicago marriott downtown magnificent mile,,,$$$
"Southern,Cajun/Creole",4.0 star rating,kublai khan,,,$$
Seafood,4.0 star rating,sealife minn aquarium,,,$$$$
"Asian Fusion,Seafood,Cocktail Bars",3.5 star rating,hana paa,,,$$$
Dry Cleaning & Laundry,4.0 star rating,santa fe laundry,,,$$
Pizza,3.5 star rating,slices california pizza,,,$
"Italian,Cafes",2.5 star rating,paninoteca,,,$
"Shopping Centers,Toy Stores",3.0 star rating,lincoln mall customer service,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,jet mobile *sprint,,,$$$
Musical Instruments & Teachers,5.0 star rating,generations music,,,$$
Nail Salons,3.5 star rating,noras salon,,,$$
"Juice Bars & Smoothies,Ice Cream & Frozen Yogurt,Cafes",4.5 star rating,pitaya,,,$
Hot Tub & Pool,5.0 star rating,leslies pool supplies,,,$$$
Parking,1.5 star rating,one parking,,,
"Nail Salons,Hair Removal",4.5 star rating,pinkl,,,$$
Local Flavor,4.5 star rating,sundail,,,
"Acupuncture,Massage",5.0 star rating,zill lab,,,$$
Chinese,4.0 star rating,hunan king,,,$$
"Shoe Repair,Shoe Stores",3.5 star rating,scratch proof jackets,,,$$
"Bakeries,Desserts",4.5 star rating,mrs powells,,,$
Department Stores,4.0 star rating,lordtaylor,,,$$$
Cinema,3.0 star rating,harkins luxury 25 cinemas,,,
Hardware Stores,4.5 star rating,alamo flag company,,,$$
"Sushi Bars,Japanese",4.5 star rating,pinks,,,$$$$
"Motorcycle Dealers,Motorcycle Repair,Leather Goods",4.5 star rating,cell needs,,,$$
"Musical Instruments & Teachers,Electronics Repair",5.0 star rating,bens bells open studio,,,$$$
"Contractors,Architects",5.0 star rating,american home design,,,
"Chinese,Vegetarian,Kosher",4.0 star rating,lyceum theatre ,,,$
Sports Wear,3.5 star rating,zumiez,,,$$
"Italian,Pizza",4.0 star rating,siculianas,,,$$
"Computers,Electronics,Mobile Phones",2.0 star rating,best buy modile,,,$$
"Asian Fusion,Chinese,Gluten-Free",3.0 star rating,p f changs china bistro,,,$$
"Cards & Stationery,Art Supplies",4.5 star rating,binders art center,,,$$
"Department Stores,Discount Store",4.0 star rating,sun japan,,,$
"Tattoo,Piercing,Jewelry",4.5 star rating,gold guys ,,,$$
"Barbeque,American (Traditional)",2.5 star rating,dickeys barbecue pit,,,$$
"Nail Salons,Hair Removal",4.5 star rating,nail studio,,,$
Hair Salons,4.5 star rating,echelon uniform,,,$$
"Outlet Stores,Accessories",3.5 star rating,dooneybourke,,,$$
"Museums,Art Galleries",4.5 star rating,night gallery,,,$
"Jewelry,Watches",4.5 star rating,littles jewelers,,,$$$
"Acupuncture,Traditional Chinese Medicine",5.0 star rating,asia health,,,
Cinema,4.5 star rating,country club cinemas,,,
Wholesale Stores,3.5 star rating,the village depot,,,$$
Jewelry,5.0 star rating,gold plus,,,$
Painters,5.0 star rating,jh; handbags,,,
"Men's Clothing,Women's Clothing",4.5 star rating,c j banks,,,$$$
"Cosmetics & Beauty Supply,Hair Extensions",3.5 star rating,ebony arts,,,$$
"Karaoke,American (Traditional),Breakfast & Brunch",3.0 star rating,silvex,,,$$
"Nail Salons,Skin Care,Hair Removal",4.0 star rating,salon at cedar creek,,,$$
Dry Cleaning & Laundry,3.5 star rating,university cleaners,,,$
Yoga,5.0 star rating,tree of life,,,
"Men's Clothing,Skate Shops",5.0 star rating,skateboards +,,,$$
"Candy Stores,Chocolatiers & Shops",4.0 star rating,chocolate factory,,,$$
Festivals,4.5 star rating,all music,,,
"Men's Clothing,Women's Clothing,Art Galleries",5.0 star rating,creative accents,,,$$
"Computers,Mobile Phones,IT Services & Computer Repair",3.5 star rating,sun metro wireless,,,$$$
Parks,4.0 star rating,esprit,,,
Hair Salons,4.5 star rating,new york hairsalon,,,$$$
Museums,3.5 star rating,the octagon,,,
Food Court,4.0 star rating,panda express food court ,,,$$
"Bike Repair/Maintenance,Bikes",5.0 star rating,sprockets,,,$$
Veterinarians,3.5 star rating,p v dermatology,,,
Hair Salons,4.0 star rating,regis,,,$$
Department Stores,4.0 star rating,puddle ducks,,,$$$
Filipino,3.5 star rating,boracay tropical grill,,,$$
"Women's Clothing,Accessories",4.0 star rating,size 5-7-9,,,$$
"Ethnic Food,Grocery,Italian",4.5 star rating,pasta mia,,,$$
"Cards & Stationery,Art Supplies",4.5 star rating,wall sticker ,,,$$
"Men's Clothing,Women's Clothing,Children's Clothing",3.5 star rating,island fashions,,,$$
Hotels,3.5 star rating,gingerbread cottage,,,$$$
"Skin Care,Hair Salons,Cosmetology Schools",4.0 star rating,total beauty haircare,,,$
Child Care & Day Care,,super kids,,,
Cinema,4.0 star rating,university mall cinemark,,,
,,wonderworks,,,
Cafes,4.5 star rating,pascucci,,,$$
"French,Breakfast & Brunch",4.5 star rating,bistro express,,,$$$
"Banks & Credit Unions,Investing,Financial Advising",4.0 star rating,jp morgan private client,,,
"Child Care & Day Care,Preschools",3.5 star rating,vallco childrens center,,,
"Toy Stores,Jewelry,Cards & Stationery",5.0 star rating,jewelry kingdom,,,$$
Officiants,5.0 star rating,memories,,,
Italian,4.0 star rating,bond 45,,,$$
"Boating,Boat Charters",5.0 star rating,all smiles aboard,,,
"Wine Bars,American (New),Champagne Bars",4.0 star rating,crazy cool ii,,,$$
German,4.0 star rating,hardys bavarian,,,$$
Seafood,4.5 star rating,guy harveys island grill,,,$$$
"American (New),Bars",3.5 star rating,carlotte rouse,,,$$$
Women's Clothing,,georgiou,,,
"Pizza,Italian",4.0 star rating,georgios,,,$$
"Optometrists,Eyewear & Opticians",4.5 star rating,sunglass station,,,$$$
"Watches,Watch Repair",4.5 star rating,tick tock ,,,$$
"Television Service Providers,Internet Service Providers",1.5 star rating,centurylink,,,
Furniture Stores,3.5 star rating,sm diamond gallery,,,$$$
"Museums,Aquariums",4.0 star rating,arizona art alliance,,,
"Toy Stores,Hobby Shops",4.5 star rating,dk monogram,,,$$
"Women's Clothing,Men's Clothing,Accessories",4.0 star rating,petite sophisticate,,,$$
"Skin Care,Laser Hair Removal,Medical Spas",5.0 star rating,skin deep laser med spa,,,$$$
Nail Salons,5.0 star rating,fashion nail salon,,,$
"Banks & Credit Unions,Financial Advising,Commercial Real Estate",3.0 star rating,security service fcu,,,
Cosmetics & Beauty Supply,4.5 star rating,origins,,,$$
Photographers,5.0 star rating,ld creations,,,
"Seafood,Dim Sum,Venues & Event Spaces",3.0 star rating,dynasty chinese seafood,,,$$
Psychics & Astrologers,4.5 star rating,geminis boutique,,,
"Men's Clothing,Women's Clothing,Shoe Stores",4.5 star rating,fashion expo,,,$$$
"Apartments,University Housing",2.5 star rating,riverstone gallery,,,
Men's Clothing,4.0 star rating,city blue inc ,,,$$
"Immigration Law,Legal Services",5.0 star rating,texas tax back,,,
Home Decor,5.0 star rating,world of flags,,,$$
"Kitchen & Bath,Home Decor",4.5 star rating,kitchenmore,,,$
"Hair Salons,Nail Salons",4.5 star rating,details boutique,,,$$
Cosmetics & Beauty Supply,4.0 star rating,le palm nails spa,,,$$$
"Watch Repair,Watches",4.5 star rating,east coast jewelers,,,$
Jewelry,4.5 star rating,european jeweler and goldsmith,,,$$
Thai,4.0 star rating,le peeps restaurant,,,$$
"Children's Clothing,Accessories",4.0 star rating,gapkids,,,$$
Hair Stylists,5.0 star rating,innovations salon and spa,,,$$$
Tattoo,4.5 star rating,fat ink,,,$$
"French,American (New)",4.5 star rating,wild mango restaurant,,,$$$$
"Movers,Self Storage",3.0 star rating,la curacao,,,
Kitchen & Bath,4.5 star rating,knife gallery,,,$$$$
Dry Cleaning & Laundry,4.5 star rating,the soap box,,,$
Cosmetics & Beauty Supply,3.0 star rating,ulta salon-cosmetics,,,$$
Hair Stylists,5.0 star rating,hair straighteners,,,$$$
"Adult,Lingerie",3.0 star rating,top nailine,,,$$
"Local Flavor,Mass Media",2.5 star rating,florence police dept ,,,
"Japanese,Asian Fusion,Sushi Bars",3.5 star rating,ocean blue,,,$$
Employment Agencies,4.0 star rating,excel personnel,,,
"Bakeries,Cafes",4.0 star rating,chelsea bakery,,,$$
Cosmetics & Beauty Supply,4.0 star rating,beautyland beauty supply,,,$$
"Desserts,Local Flavor",5.0 star rating,ice town,,,
"Seafood,Dim Sum",3.5 star rating,rolex mayors authorized dealer,,,$$
"Pubs,American (Traditional)",4.5 star rating,american tap room,,,$$
Florists,4.5 star rating,columbia collections,,,$$
"Used, Vintage & Consignment,Baby Gear & Furniture",3.5 star rating,snickerdoodles,,,$$$
Shopping Centers,3.5 star rating,mall customer service,,,$$$
Golf,3.5 star rating,free flite bicycles,,,
"Pizza,Italian",4.0 star rating,formaggio pasta pizza and salads,,,$$
"Italian,Bars,Pizza",4.0 star rating,steak n bake,,,$$
Seafood,3.5 star rating,pacific fish grill,,,$$
"Shoe Stores,Accessories",4.5 star rating,naot plus,,,$$$
"Hair Salons,Skin Care,Makeup Artists",4.5 star rating,ads hair salon,,,$$
Cheese Shops,4.5 star rating,the nut shope,,,$$
Internet Service Providers,4.0 star rating,daves communications - sprint,,,
Middle Schools & High Schools,3.5 star rating,econtutor,,,
"Barbeque,American (Traditional),Southern",3.0 star rating,gs; wireless,,,$$
"Irish,Irish Pub",4.5 star rating,que sera,,,$
"Breakfast & Brunch,American (Traditional)",3.5 star rating,nordstrom - classic cafe,,,$
Wholesale Stores,3.5 star rating,atkins jewelry,,,$$
"Massage,Day Spas",3.5 star rating,body kneads,,,$$
"Home Decor,Furniture Stores",3.0 star rating,slate creek gifts,,,$$
Hair Salons,4.5 star rating,precious hair salon,,,$$
Shopping Centers,3.5 star rating,m fredric woman,,,$$
"Pizza,Food Trucks",4.0 star rating,pizzeria regina,,,$$
"Men's Clothing,Women's Clothing,Outlet Stores",2.5 star rating,brooks brothers factory store,,,$$$
Museums,4.5 star rating,point break live sf,,,
"Bakeries,Coffee & Tea",4.5 star rating,amans jewelers,,,$$
"American (Traditional),Bars,Breakfast & Brunch",4.0 star rating,larsens grill,,,$
"Real Estate Agents,Real Estate Services",5.0 star rating,true preview,,,
Mexican,4.5 star rating,mexican deli,,,$
Community Service/Non-Profit,5.0 star rating,raphael,,,
Pizza,4.0 star rating,dinos pizza and pasta,,,$$
"Home Decor,Cards & Stationery",4.5 star rating,home spun collections,,,$$
Hair Salons,4.5 star rating,faust salon,,,$$
American (New),4.0 star rating,cbs scene,,,$$
Nail Salons,3.5 star rating,golden nails,,,$
"French,Burgers,Creperies",4.5 star rating,mountain delights,,,$$
"Optometrists,Eyewear & Opticians",5.0 star rating,woodlands custom vision,,,$$
Bridal,4.5 star rating,sew pfine divas,,,$$$
"Lounges,Hookah Bars,Cocktail Bars",4.0 star rating,mandala,,,$$
Chinese,3.0 star rating,thaifoon,,,$
Telecommunications,1.5 star rating,qwest solutions,,,
"Bakeries,Coffee & Tea",4.0 star rating,the village baking ,,,$$
Amusement Parks,4.0 star rating,lollipop park,,,
Dance Clubs,3.0 star rating,ruby,,,$$$
"Day Spas,Massage,Skin Care",4.0 star rating,go relax,,,$$$
Cosmetics & Beauty Supply,5.0 star rating,sally beauty supply,,,$$
,,homeward bound,,,
"Women's Clothing,Accessories",4.0 star rating,links of london - inside bloomingdales,,,$$
"Web Design,Marketing,Graphic Design",5.0 star rating,net ask,,,
"Men's Clothing,Accessories",4.5 star rating,ermenegildo zegna store,,,$$$$
"Sushi Bars,Japanese",4.0 star rating,hibachi sushi,,,$$
"Yoga,Gyms",4.0 star rating,worthington bank,,,
"Local Flavor,Mass Media",2.5 star rating,st louis teacher recycle,,,
"Furniture Stores,Mattresses",4.0 star rating,home sleep home,,,$$$$
Grocery,4.0 star rating,albertsons fuel center,,,$$
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,macys womens store,,,$$
American (New),4.0 star rating,starkers reserve rest ,,,$$$
Nail Salons,3.5 star rating,tc nails,,,$$
"Home Theatre Installation,Home Organization",5.0 star rating,pauls tv,,,
"Hair Salons,Skin Care,Hair Removal",4.5 star rating,the threading place,,,$$
"Landmarks & Historical Buildings,Parks,Tours",4.5 star rating,u s armed forces army,,,
"Vietnamese,Venues & Event Spaces,Jazz & Blues",3.5 star rating,silver leaf vacation,,,$$$
Lingerie,4.0 star rating,passion swinwear,,,$$$
"Nail Salons,Hair Removal",5.0 star rating,a t nail salon,,,$$
"Limos,Airport Shuttles,Party Bus Rentals,Travel Services",2.5 star rating,guest services fax,,,
Nail Salons,,coco nailsspa,,,$
"Bars,American (Traditional)",2.5 star rating,california grill,,,$$
"Art Galleries,Comic Books",5.0 star rating,valencia gallery,,,$$
"Mobile Phones,Electronics Repair,Mobile Phone Repair",4.5 star rating,radio shack wireless kiosk,,,$$
"Sports Wear,Outdoor Gear",3.5 star rating,any mountain,,,$$
"Hair Extensions,Hair Stylists,Blow Dry/Out Services",5.0 star rating,hair studio if   ,,,$$
Jewelry,3.0 star rating,landau jewelry,,,
Florists,4.5 star rating,teddy bear creations,,,$$
"Coffee & Tea,Sandwiches",3.5 star rating,xot,,,$
Cinema,3.0 star rating,harkins movie phone,,,
"Vegan,Mexican",4.0 star rating,nogalas visitors center,,,$$
"Women's Clothing,Men's Clothing,Children's Clothing",3.5 star rating,rainbow fashion ny,,,$$
"General Dentistry,Cosmetic Dentists,Oral Surgeons",4.5 star rating,castle dental centers,,,
"Sports Wear,Outdoor Gear,Outlet Stores",4.5 star rating,columbia sportswear,,,$$
"Sports Wear,Women's Clothing,Yoga",4.0 star rating,lululemon athletica,,,$$$
"Sushi Bars,Japanese,Tapas/Small Plates",4.0 star rating,stingray sushi,,,$$$
"Buffets,Asian Fusion,Food",2.5 star rating,buffet city,,,$$
Airports,4.0 star rating,payless wireless metro pcs,,,
"Party Supplies,Costumes,Art Supplies",4.0 star rating,cartoon express,,,$
Medical Centers,3.5 star rating,american blood bank,,,
Antiques,4.5 star rating,the vintage house,,,$$
"Pizza,Italian,Lounges",4.0 star rating,poppy pia,,,$$
Fast Food,4.0 star rating,chick fil-a,,,$
"Desserts,Chocolatiers & Shops",4.0 star rating,helen grace chocolates,,,$$$
Movers,4.5 star rating,thomas ds,,,
"Specialty Food,Grocery,Wholesale Stores",4.5 star rating,accurate imaging,,,$$
Toy Stores,,toys n more,,,$$$$
Nail Salons,4.0 star rating,nails art,,,$$
"Hiking,Mountain Biking",4.0 star rating,stonegate pets,,,
"Parks,Landmarks & Historical Buildings",4.5 star rating,armed forces - marines,,,
Coffee & Tea,4.5 star rating,sullys beach bagels,,,$
"Skin Care,Nail Salons,Hair Removal",3.5 star rating,image perfection,,,$$
Cosmetics & Beauty Supply,4.0 star rating,nail fx,,,$$
"Interior Design,Home Decor",4.5 star rating,sleep to live,,,$$
"Jewelry,Watches,Accessories",3.0 star rating,fancy fakes ii,,,$$$$
Cinema,4.0 star rating,golf mill community room,,,
"Venues & Event Spaces,Music Venues,Art Galleries",3.5 star rating,chelsea street pub,,,$$
Dentists,4.5 star rating,sky dental,,,
Ramen,3.5 star rating,ezogiku,,,$
Toy Stores,4.0 star rating,toy mart,,,$$
Mexican,4.0 star rating,pancho villa,,,$
"Women's Clothing,Men's Clothing,Accessories",3.5 star rating,guess?,,,$$$
Eyewear & Opticians,5.0 star rating,eye glass express,,,$$
Shoe Stores,3.0 star rating,stride-rite shoes,,,$$$
Massage,4.5 star rating,js beauty supply,,,$$
"Fruits & Veggies,Health Markets",4.5 star rating,fruit land fresh,,,$$
"Notaries,Printing Services,Shipping Centers",4.0 star rating,@ ur convenience,,,
"Women's Clothing,Bridal",5.0 star rating,gariani for men,,,$$
Professional Sports Teams,4.5 star rating,unique soccer,,,
"Department Stores,Men's Clothing,Women's Clothing,Furniture Stores,Flowers & Gifts,Personal Shopping",3.5 star rating,carlas flowers,,,$$
Optometrists,3.5 star rating,dr zimmerman optometrist,,,
Mobile Phones,2.0 star rating,all-cell depot,,,$$
"Pubs,Sports Bars,American (Traditional)",4.0 star rating,stool pigeons,,,$$
"Printing Services,Shipping Centers,Signmaking",3.0 star rating,six one nine,,,
"Jewelry,Watches,Watch Repair",4.5 star rating,watch ,,,$$
Public Relations,,habackers,,,
"Shoe Stores,Sports Wear",5.0 star rating,s wear,,,$$
Bookstores,2.0 star rating,university bookstore,,,$$$
"Grocery,Department Stores",2.5 star rating,disc replay plaza ,,,$
Leather Goods,4.5 star rating,hardin computers,,,$$$$
"Jewelry,Watches,Watch Repair",5.0 star rating,hublot,,,
"Cards & Stationery,Ethnic Food,Kitchen & Bath",4.5 star rating,dollar up,,,$
"Pubs,Sports Bars",4.0 star rating,1st and goal sports collectibles,,,$
"Outdoor Gear,Specialty Schools,Surfing",4.0 star rating,quiksilver factory store,,,$$
"Web Design,Graphic Design",5.0 star rating,anna rich,,,
"Web Design,Cards & Stationery,Graphic Design",5.0 star rating,thats pretty personal,,,$$
